,UKF255,UKF259,UKF304,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.03904093380805411,-0.08402077060151282,-0.06483116292187191,0.022057482045368452,0.02300899251941678,0.05045161387658585,-0.0032988843852165715,0.07868935953023184,0.12799502741462285
HALLMARK_ALLOGRAFT_REJECTION,0.05103152589045123,-0.06407059187466976,0.13897014254306198,0.04359916924115077,0.044767960789447225,0.0662949387689942,0.034855724339673065,0.11118178113629482,0.03173547796913311
HALLMARK_ANDROGEN_RESPONSE,0.0777041214619304,0.11100179986482284,0.0735463423496441,0.06780863957716009,0.05638001239945652,0.061256867915608325,0.04713559217831917,0.2281715989688865,0.14097099643562538
HALLMARK_ANGIOGENESIS,-0.011160917733325405,0.07087149385701237,0.06380323177705749,0.07260128958119444,0.03949566978419423,-0.0018953843706740923,-0.025391851875572847,0.22772539040129905,0.1471581250068247
HALLMARK_APICAL_JUNCTION,0.002417696996640924,-0.09205593462064993,0.06487716446339369,0.08938165050352255,0.03366175873713174,0.044255413084304085,0.05116478561922932,0.2163401705930613,0.16450417060182013
HALLMARK_APICAL_SURFACE,-0.024249625741425855,-0.12507397898010203,-0.14911038077385658,0.09547852433966839,0.06440187154769834,0.015935595014621766,0.0420027522319831,0.20803189848281023,0.11367357169118666
HALLMARK_APOPTOSIS,0.02247798135348012,0.04183006846228996,0.06128563330102241,0.05050367507053153,0.10820563732976955,0.06492828785371267,-0.01837748988304229,0.1115669434134436,0.030718806352314797
HALLMARK_BILE_ACID_METABOLISM,0.022481684927793066,-0.08457661304556789,-0.042336617324911736,0.09974196742519494,-0.003262977454710882,0.047013651233106746,-0.03801076470111755,0.0072813618002367814,0.12413828398553439
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.025761479439008285,-0.0680454179266804,0.11021393410788242,0.052664595966299285,0.01890752163398968,-0.020804818536110076,-0.04212948718565478,0.008072014473417762,0.0974464940146487
HALLMARK_COAGULATION,0.02478506554483243,-0.1353843894724046,0.18298213882711772,0.10177358309403496,0.0315180669766413,0.044283712169514246,-0.010434124707943956,0.23061265335362646,0.11695388811717583
HALLMARK_COMPLEMENT,-0.023327779684701715,-0.06608841382690477,0.06981443667498531,0.09493761476393246,0.07218125645346134,-0.011428594739672995,0.04235493746038365,0.05400202897015953,0.12062258818273032
HALLMARK_DNA_REPAIR,-0.01848269682163765,0.14245820334739887,-0.0034964753944969743,0.08053691440217968,0.039564207226959594,0.06316037897312794,0.041223107812550806,0.06890172047731657,0.16933704843548958
HALLMARK_E2F_TARGETS,0.0037565759622572715,-0.06118188323408321,-0.08320455950235368,0.10181639116024106,0.07177372411152898,0.05070437625592789,0.03492251065762367,0.024663022206975867,0.11802239988196812
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.07389838868870516,0.13501789572864487,0.12141555135620072,0.15564519868293705,0.0950748797540243,0.0937399063893805,-0.017263899009330376,0.31605500501629813,0.1926567485793875
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.08534720251215513,-0.0009339765876919911,-0.0986729942534322,0.10925103293622394,0.004060392507107102,0.04560832009074636,-0.00017379604484275295,0.1122200523432691,0.16599954142661993
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.018770506924962252,-0.07587790380628623,0.09371508197319053,0.060512212407529464,0.013290024313332652,0.02434905302277627,0.07444623146823745,0.017682596025946584,0.016337530267482553
HALLMARK_FATTY_ACID_METABOLISM,-0.05498999885903557,0.1482034491469785,-0.005610470356339109,0.12129137174768075,0.026838056308329993,-0.013744147035248065,-5.276906938006953e-05,0.031800591539924636,0.07768984840630462
HALLMARK_G2M_CHECKPOINT,-0.034866980989704754,0.018447202890458852,0.02056640923282262,0.09248129545015436,0.09280019226222251,0.045727956130335604,-0.008102385880514665,0.08182734495334609,0.14828096848800462
HALLMARK_GLYCOLYSIS,-0.09974256593258359,0.050994553164210664,-0.07954498133127766,0.14543688004777633,0.03420287204296149,0.03280888919206639,0.043129394160037464,0.07372016394775045,0.1314362942375813
HALLMARK_HEDGEHOG_SIGNALING,-0.11900004681534135,-0.07089566050633941,-0.12797603437834426,0.04351636496710406,-0.000566173284232464,0.023228932158718015,0.0731042917371124,0.018309870000677343,0.008989788991483557
HALLMARK_HEME_METABOLISM,-0.06430585790298463,-0.010924288884667423,-0.10599584321133741,0.06367731202854658,0.017561709067605603,0.038487544734897225,0.014834039441907327,0.10076896265666455,0.11878112222299059
HALLMARK_HYPOXIA,-0.030805729227500404,0.1650677807624192,0.06166054096543219,0.05973536685696013,-0.03183870684691224,0.006757768864836028,-0.012449055880247214,-0.025620902038802122,0.09129740162082775
HALLMARK_IL2_STAT5_SIGNALING,-0.04184408199034151,0.09257315811974716,0.0036470367497452756,0.08444841222635496,0.0006729687402559371,0.044475570635560756,0.004001010298503215,0.12145789527306414,0.15608474062197256
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.08685210049181152,-0.04215783134120365,0.1397053343786502,0.0776604096167622,0.023144240229666428,0.026993465713084225,-0.022310063901143855,0.06889971224128259,0.14741752643533582
HALLMARK_INFLAMMATORY_RESPONSE,-0.012346307190040056,0.057528442090362966,0.025817921207884717,0.18752836675577944,0.03318784678275927,0.014735472523181014,0.012970027808031066,0.04706742456840184,0.12290534953162191
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.007598736429097912,-0.11302055960331073,0.1568051061444339,0.03145205877919396,0.02856815739169,0.024932057333614935,0.06479026472706718,0.15278796791569452,0.07106605732430314
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.04723277033185206,0.09835700530822374,0.14577623962645767,0.14107141883883234,0.09204375394233641,0.025291153206871853,-0.03324121378454172,0.1418876435501125,0.12312677347471575
HALLMARK_KRAS_SIGNALING_DN,-0.1360632459044775,-0.1539908265667004,-0.16350273340554855,0.048683770968965555,-0.018663414935311314,-0.00516818331324131,0.03967526465915738,0.00904633574946717,0.024840592505335848
HALLMARK_KRAS_SIGNALING_UP,-0.047085416595319576,-0.01792209525701384,-0.10856748063880473,0.03424180937278371,0.05027213895252425,0.0456619015789635,0.011244880581520615,0.17105744852099145,0.0695484365663749
HALLMARK_MITOTIC_SPINDLE,-0.01993791285665483,-0.04332686090772578,-0.10065273538200054,0.10895375323632257,0.05678459823755087,0.01780966784961994,0.056086534423518526,0.1156399748665488,0.18776036036392824
HALLMARK_MTORC1_SIGNALING,-0.053581415308215835,0.15662297532235567,-0.08551433658400318,0.12812533182871935,0.026418688965113186,0.0025078941593736034,0.04174746885239624,0.10931200467508592,0.16918542438046982
HALLMARK_MYC_TARGETS_V1,-0.00859671458432312,0.1570893754881616,-0.018255471702275587,0.007056754953477875,0.020572383252487787,0.0222566623502849,0.0952796830273877,0.06650964978940961,0.15342235398874476
HALLMARK_MYC_TARGETS_V2,0.018787999096841652,0.06814097190862924,-0.07264937352737826,0.06857644723275186,0.03384145383320692,0.039459440435504874,-0.011417992858140413,0.053603380940010846,0.14118724791298518
HALLMARK_MYOGENESIS,0.06290657013943297,-0.13375686069898265,-0.001344908220460102,0.017624968233716967,0.03199657258683103,0.017911233220201144,0.014694104788627331,0.24845788619030204,0.08223558623332601
HALLMARK_NOTCH_SIGNALING,0.040172581514788176,-0.11692167068162565,-0.023939041153548866,0.058282235305130776,0.007064832007434319,0.05111350589824802,-0.0331542711685406,0.05973940184931554,0.10735778087478566
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.007484607377881997,0.12247659561403777,-0.0853272838568262,-0.019343664014687758,0.01021533776119691,0.020056958777998478,0.09176667513670071,0.03923034472067687,0.021172884523253055
HALLMARK_P53_PATHWAY,-0.0009392460998892808,0.1631924613564839,0.07438298313858971,0.057468748886521474,-0.018218118113390476,0.042546204103496264,0.07300355484043952,0.027403629901474727,0.16698450802470366
HALLMARK_PANCREAS_BETA_CELLS,-0.02181905836340386,-0.08771086075385777,-0.09779886698466425,-0.018706640289073852,0.000979358602771718,0.028919029516166178,0.07153519231070109,-0.0004009791125267143,-0.03289604334170608
HALLMARK_PEROXISOME,0.04000699857666227,-0.12593488504783373,0.014712893724532243,0.02221560882054229,0.04785230124422425,-0.014062830856436297,0.07659430420517091,0.04529509367574772,0.09037370185698816
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.009673935717633987,-0.03532620113177381,-0.08031449367265114,0.04586537534246761,0.04641190174083623,0.06293162534880277,0.028868813289288923,0.12403110977365507,0.14262109252293853
HALLMARK_PROTEIN_SECRETION,-0.026095049874702073,0.042943646478966854,-0.08344857220536465,0.07850100507516375,0.025892832327950824,0.0851752681863,0.10938510796963223,0.09397372113858052,0.16232583929134753
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.010969290007680344,0.1694367806142036,0.12965123268713216,0.003835049650673866,0.010834265220753302,-0.0410757796006562,0.057354374489612676,0.08064137879154137,0.0021107049182487593
HALLMARK_SPERMATOGENESIS,-0.013844307799956067,-0.024533881156867984,-0.15419424615660357,0.020332098810498717,-0.0020920569137234226,0.0027799111819279063,0.0694039313533363,-0.01214645393190506,0.03972445731961099
HALLMARK_TGF_BETA_SIGNALING,0.042243287993025874,0.001255168379312504,0.028399068804945134,0.03286748108067488,0.11493336529503018,0.042707702388410256,0.010380374579809218,0.2487650046464331,0.17478635847026747
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.017156396496473904,0.12437086459320361,0.08690804795743955,0.022678368552984027,0.025705132930510247,-0.023092332360915208,-0.08607861539332681,-0.021783097090839535,0.0966558451400707
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.002221174165311915,0.1531877084679183,-0.012734049724003433,0.09665377120144546,0.04317333275162622,0.02824681800336311,-0.010084570500749106,0.17967754341981537,0.17221026416618607
HALLMARK_UV_RESPONSE_DN,0.036579054951014864,-0.044459144907288264,-0.10776370596718442,0.005923634870637725,0.05458765264522532,0.04899978967855169,0.035387071707013905,0.2868882005398085,0.16027490550897902
HALLMARK_UV_RESPONSE_UP,-0.11418891952539358,0.04215390097807037,-0.07728234174508397,0.13215104127004998,-0.0015833429036285122,-0.008174375084618112,0.00020296024600435759,0.04785159857198892,0.09385140881464056
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.03186133082253336,-0.10530459842039504,-0.12327684096484683,-0.00896245170279396,-0.008340308122683118,0.0024769987378315955,0.024239122703360167,0.0802854683697735,0.14179051796849212
HALLMARK_XENOBIOTIC_METABOLISM,0.046999018287093644,0.04845517356034451,0.06510282431497484,0.06680571503983805,0.03128162045315274,0.04186192726303341,0.012901249643517946,0.0345206543472805,0.11766461368703257
