,UKF259,UKF275,UKF296,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.01707660993928929,0.06299489450890171,0.10548057669336555,0.004846764227525073,0.029923263618476862,0.14092085066144105,0.13299763060935882,0.07039048900945191
HALLMARK_ALLOGRAFT_REJECTION,0.03504354311726021,0.13009921503940514,0.06622107917236447,0.08293135118091018,-0.008474115230353024,0.0831758744882134,0.13236772071435904,0.002172940130282125
HALLMARK_ANDROGEN_RESPONSE,0.0466045411146651,0.13211368718512703,0.09313006007733521,0.02701190621052467,0.0394363305679754,0.09707314119150391,0.0903497144582231,-0.05356286286407596
HALLMARK_ANGIOGENESIS,-0.011239461373691709,-0.00895982992120874,0.071098863512869,0.11543666057218818,0.14203218097618964,-0.023490623223811777,-0.042623957255811265,-0.11976837316806804
HALLMARK_APICAL_JUNCTION,0.013827912583454501,0.05230789916758509,0.07288321108078981,0.04544558429885975,0.048216554267828574,0.12908671635360225,0.11935095357980621,0.08926835712641608
HALLMARK_APICAL_SURFACE,0.03226796749813002,0.1284270414882406,-0.03185686181441885,0.0004775054771622444,-0.07794303466548756,0.07961598536867495,0.08716754958250358,0.04831437572853991
HALLMARK_APOPTOSIS,0.003663018825987912,0.055998851363657884,0.09324452227600966,-0.03555015938417798,0.006333415743323013,-0.057655613245416265,-0.010266808034132486,-0.10359792083405733
HALLMARK_BILE_ACID_METABOLISM,0.005042443711850732,0.02420399989101008,0.07693647663280176,0.0296623146391833,-0.06934136774464628,0.07140476723286507,0.053519748132209874,0.04802256766973502
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.02811347433243116,-0.0600947005129256,0.05608434419695066,0.017250314171244015,0.06614010534510154,0.17175979936430208,0.0930793320296528,0.1089440901895266
HALLMARK_COAGULATION,0.04395544318899629,0.017532856512651542,0.1508649320409763,0.013245383308379212,0.002271279639443272,0.10080470056682986,0.09629294446044138,-0.04098176977548749
HALLMARK_COMPLEMENT,0.016801432784733165,0.07588257227397985,0.014679912835663118,0.04291113506582379,0.024565368904642268,0.13830917424833208,0.055503465860119304,0.09295610944103808
HALLMARK_DNA_REPAIR,0.03639959412057695,0.10614904899858126,0.0730009097183722,0.08192620949109403,0.013057614415483051,0.1435991522428534,0.13338863452739014,0.15847669747004992
HALLMARK_E2F_TARGETS,0.025792273930991354,0.0995212368025759,0.05012427518277344,-0.0011897289016623391,-0.005969978044220553,0.10780084173836733,0.13421752693358158,0.10042632554849446
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.009209527373245301,-0.04156192450094336,0.10787163573337442,0.12879617881071445,-0.05762050751561753,-0.027555821803857787,-0.018971869322133555,-0.11227941902326116
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.02708098879908851,0.03445764405889651,0.08608430735167043,0.005576899891350836,0.012363328385125471,0.10346059710297052,0.08899877534457548,0.0919048330669237
HALLMARK_ESTROGEN_RESPONSE_LATE,0.04819084036735235,0.009918430098193137,0.02869141219297592,0.06313344428958466,-0.014650095489780786,0.11841277602457288,0.09134532203010319,-0.007677831609949488
HALLMARK_FATTY_ACID_METABOLISM,-0.003027912798051009,-0.015592406926983018,0.04217077442285966,0.004292913506136038,0.01227397762428676,0.018906924378639906,-0.024723557314321278,0.02184462857510599
