,MGH258,UKF248,UKF259,UKF296
HALLMARK_ADIPOGENESIS,0.10037361940900534,-0.00393220759186295,-0.021942216962810995,0.04460011098567685
HALLMARK_ALLOGRAFT_REJECTION,-0.10111184765082426,-0.06827570265325027,0.004974869102979447,0.031119608622289997
HALLMARK_ANDROGEN_RESPONSE,0.08887431420700315,-0.004202662379813982,0.03926209725516216,0.026755796434605045
HALLMARK_ANGIOGENESIS,-0.013073821088772674,0.030511464973214844,-0.009628274712421036,-0.017548681164429744
HALLMARK_APICAL_JUNCTION,0.08731940301965062,-0.0026608308457213735,-0.00427657006537316,0.015238419240479514
HALLMARK_APICAL_SURFACE,0.0736885355814821,0.008468785197398243,-0.04693302219413894,-0.023820467631538354
HALLMARK_APOPTOSIS,0.03852980516212748,-0.0010211389124518812,0.034188237558656444,0.015555117938211207
HALLMARK_BILE_ACID_METABOLISM,0.06951830004210596,-0.0087466734321762,-0.009017919519775071,0.02105167764641543
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.11139117323355209,-0.0047430326019231965,0.02404832824930735,0.024572920183299526
HALLMARK_COAGULATION,-0.12291313514861787,-0.013634774578434613,-0.06128306291698464,0.02542244872910082
HALLMARK_COMPLEMENT,-0.0318263623908172,-0.03132353084951746,-0.02968200193106818,-0.04486595834225794
HALLMARK_DNA_REPAIR,0.13405154871353245,-0.017631314504613145,0.1040665423969891,0.0030207567138578304
HALLMARK_E2F_TARGETS,0.0787184335997312,-0.02039047694966594,0.01911112979642773,-0.03880434807172685
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.10429197405750797,-0.0008063527213117053,0.05239773680620829,0.06599414385620883
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.015145671575612881,0.018043291497581715,-0.006141051842651256,-0.012380549318271017
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.06149527428854439,-0.03456972271913578,0.002410506683286306,0.03462555780638608
HALLMARK_FATTY_ACID_METABOLISM,-0.026008183106960493,-0.009531604759928813,0.054345913933521076,0.024809253469224544
HALLMARK_G2M_CHECKPOINT,0.08165709186797951,0.015197984028765321,0.006897774964837485,0.0446895422740433
