,ZH916inf
HALLMARK_ADIPOGENESIS,0.04851951509908988
HALLMARK_ALLOGRAFT_REJECTION,0.03151539708629591
HALLMARK_ANDROGEN_RESPONSE,0.07499683126058192
HALLMARK_ANGIOGENESIS,-0.005136997261923279
HALLMARK_APICAL_JUNCTION,0.12891733086898446
HALLMARK_APICAL_SURFACE,0.024430468426405054
HALLMARK_APOPTOSIS,-0.13304271006755528
HALLMARK_BILE_ACID_METABOLISM,0.052671266728849093
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09259252786690313
HALLMARK_COAGULATION,0.083835750089681
HALLMARK_COMPLEMENT,0.018913161249517637
HALLMARK_DNA_REPAIR,0.10133468643002681
HALLMARK_E2F_TARGETS,0.0013716819444032822
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.126920519760569
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.09749706384853067
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.0428021928832691
HALLMARK_FATTY_ACID_METABOLISM,0.032976976679984484
HALLMARK_G2M_CHECKPOINT,0.05311725793305413
HALLMARK_GLYCOLYSIS,0.051978247617350905
HALLMARK_HEDGEHOG_SIGNALING,0.035390198748251105
HALLMARK_HEME_METABOLISM,-0.005635943676909414
HALLMARK_HYPOXIA,-0.024841594382598305
HALLMARK_IL2_STAT5_SIGNALING,0.10759073720279591
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.16788339990313797
HALLMARK_INFLAMMATORY_RESPONSE,0.015089369075603817
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.11414230119004797
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.021752049607424363
HALLMARK_KRAS_SIGNALING_DN,0.0883773561932492
HALLMARK_KRAS_SIGNALING_UP,0.044550503645561366
HALLMARK_MITOTIC_SPINDLE,0.05638402123884604
HALLMARK_MTORC1_SIGNALING,0.10428521720351276
HALLMARK_MYC_TARGETS_V1,0.06482793205823091
HALLMARK_MYC_TARGETS_V2,0.06423640605180474
HALLMARK_MYOGENESIS,0.058115530422345296
HALLMARK_NOTCH_SIGNALING,-0.012615408905597208
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.1088832492665329
HALLMARK_P53_PATHWAY,0.03315419521060245
HALLMARK_PANCREAS_BETA_CELLS,0.05716488710268765
HALLMARK_PEROXISOME,0.0617312617308615
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.06698423984420256
HALLMARK_PROTEIN_SECRETION,0.07144746487362058
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.004998588011897615
HALLMARK_SPERMATOGENESIS,0.1063614611280999
HALLMARK_TGF_BETA_SIGNALING,0.02080921547227613
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.08662562726938715
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.051585421972331263
HALLMARK_UV_RESPONSE_DN,-0.0029614951840597776
HALLMARK_UV_RESPONSE_UP,0.028223838962347807
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.10301505465773202
HALLMARK_XENOBIOTIC_METABOLISM,0.14578950784518482
