,UKF243,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,-0.0019068512149890374,0.07862931225740866,0.21145893779256264,0.033333753046675706,0.14055531872064914,-0.013428379510163164,-0.010441414651324157,0.0640018000866892,0.15526569310819363
HALLMARK_ALLOGRAFT_REJECTION,-0.02107273037350281,0.061716988222743845,-0.0058248822719275005,0.09420567052331684,0.07719154010786608,-0.038662366147555687,-0.027321821307688048,0.07699590070802449,0.1270127307614365
HALLMARK_ANDROGEN_RESPONSE,-0.012175128122809442,-0.010614517401725814,0.12016995999053133,0.015093878637914044,0.005314834003205984,0.0024076359568575285,-0.003222174605784931,0.04510164153395673,0.11709686412860225
HALLMARK_ANGIOGENESIS,-0.012019852488954513,0.07641719041572621,-0.05674295318130912,-0.05302234503301685,-0.05102569589355225,-0.019995278039130426,-0.018027793354257488,0.05942984227414307,-0.07764760708857647
HALLMARK_APICAL_JUNCTION,0.06076413472208516,0.05003857412194557,0.24805372851620436,-0.0030342060130477996,0.15312475891775365,0.023078624109951772,-0.014089139600090159,0.049582904765731226,0.1440109454662408
HALLMARK_APICAL_SURFACE,0.0019432215832206829,0.12564485316921184,0.1876205274664333,0.004047044630181738,0.11695926375758033,0.014893644139350697,-0.015022306040810727,0.0637782488428079,0.06483945418920743
HALLMARK_APOPTOSIS,0.050223181997805816,-0.02803983003519862,-0.01179662239878585,0.006553215633041353,0.053157304274406,-0.027064676184399988,-0.03466341194101163,0.03844288389579362,0.0663162805279944
HALLMARK_BILE_ACID_METABOLISM,0.055987794538546354,-0.006728617446501047,0.20727983748385106,-0.003575835636809452,0.04066513767146478,0.03888945652533555,-0.01109424580364656,0.031136638619400116,0.14449815343703462
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05433986579518501,0.029494354195543453,0.13514928484467753,-0.0014089712905369048,0.06889176081849396,0.021088598070436938,0.0008367896152032346,-0.003236606454673878,0.15083301863384901
HALLMARK_COAGULATION,0.07300297308324229,0.05167250846082321,0.2026868058445132,0.02677346076547282,0.12927288960889097,-0.065057135363167,-0.03013175547077798,0.04490975442510687,0.10751708738899132
HALLMARK_COMPLEMENT,0.01314614763180507,0.07604920146278607,0.004631204371997691,0.05251269334568437,0.12210297690278134,0.01666524121179484,-0.015142571171610152,0.07927423874928712,0.1501810897070387
HALLMARK_DNA_REPAIR,0.018472021058226634,0.0332349149272754,0.22882412626441048,0.08105848202045418,0.1369537500891979,0.035985807167695436,-0.00973718378472644,0.018414177316893314,0.17583337189328718
HALLMARK_E2F_TARGETS,0.008887481864874144,0.0011697317255255674,0.15344685655529886,0.08316383805639042,0.09694504486117411,0.06963552950500083,-0.021702077655567073,0.004128134505554487,0.13652871600504157
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.11088015184323821,0.06034226480427007,0.1043373375519851,0.04881578317585565,0.11447253940820068,0.05965952531143542,-0.04389508775299421,0.028627915803966918,0.035345220223207734
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.00825170662356707,0.022741287160043613,0.07133691521050836,-0.03901153941504291,0.08404771837139395,0.07913896516177141,0.015331467482823059,0.06012115962115801,0.15212742593695505
HALLMARK_ESTROGEN_RESPONSE_LATE,0.014089393539863842,0.017792509238621336,0.06977951112692246,-0.04050199857519925,0.04128098884238957,-0.0029121828156910903,-0.010044641347934055,0.05699893406535775,0.10164141455091458
HALLMARK_FATTY_ACID_METABOLISM,0.012900911777190043,0.011022236936789012,0.07815351530992797,-0.06468349062983901,-0.010917239777714076,0.11642138748113222,-0.024597696899124787,0.03265487543377791,0.10289659820493134
HALLMARK_G2M_CHECKPOINT,0.058881487169738504,-0.06166752308203795,0.09471453968625057,0.07907369504266853,0.10641750429220279,0.07083418213304303,-0.011147141606628455,0.052939379918637314,0.1022609985569406
HALLMARK_GLYCOLYSIS,-0.023455224893591177,-0.02465741050528232,0.08702320884052522,-0.062149279073737844,0.08379461365562799,0.1320660782910946,-0.007856993192740512,0.008655127668029582,0.1430467664075679
HALLMARK_HEDGEHOG_SIGNALING,-0.008206494819372478,0.04664404299007154,0.06797783682407368,-0.07798178951449675,0.10769632330956326,0.07356517020520069,0.03407668070790723,0.04486114197198064,0.08269320862670372
