,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1007inf,ZH1007nec,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.09565498572407467,0.031101561306750992,0.0453774693478265,0.0970377084262891,-0.014904223675149953,0.026348765850074975,0.06561369514967705,0.021917738723577503,0.006809410612885839,0.023822523942815494,0.06790013127954923,0.0164531488577586,0.06435624870946548,-0.009313204162629396,0.11438134537902667
HALLMARK_ALLOGRAFT_REJECTION,-0.027509358100128892,-0.033900509806656286,-0.0033741431188479597,-0.022790552193545678,-0.02329458241775871,-0.01980130396832089,0.0385891841027981,0.0447731266448916,-0.00503755981869944,0.04152048395204066,0.0052681578325352975,-0.08697635942339903,0.01207714606753864,0.02777516207660021,0.06122102436438679
HALLMARK_ANDROGEN_RESPONSE,0.0716256196888539,0.01601466710170981,0.00457834444016978,0.13156882142438578,-0.009051877248176689,0.06689237979591338,0.08633311382984683,0.029570741228529554,0.04359751345411989,0.0338992525740326,0.009079318922249857,-0.02681374734384489,0.0629407401567194,0.05316380144294555,0.07205384004793863
HALLMARK_ANGIOGENESIS,-0.055258420088005446,0.04025354920234838,-0.06142123692406299,0.01026971686533277,0.02682098542366307,-0.06882619609430253,0.11561661067765881,0.03730637161978954,0.03221111936568204,0.014902156478439418,0.07845563751483416,0.1050577991011174,-0.05114291359118106,0.09615455554727413,-0.05965591853625416
HALLMARK_APICAL_JUNCTION,0.1028077813969832,0.042388691048455225,0.021889923811724075,0.0894904017644936,0.019457147556222236,-0.013888213992443735,0.16481820769471195,0.02758275876598754,0.04827579533850979,0.0640101631482229,0.04949964326033715,0.009104848955564595,0.058898795656403505,0.08342145214127782,0.09049300246249375
HALLMARK_APICAL_SURFACE,0.09148086667173952,0.03962780833917855,0.05044643013438663,0.038819601487371555,0.009782478954202707,0.036414973312004745,0.023354180293154093,0.0007109799362957613,0.006061530168094246,0.019930507129129093,0.024009540316219043,-0.06417948094235063,0.08561040640162988,-0.021842963754656018,0.0671253429424612
HALLMARK_APOPTOSIS,0.0831250970783662,0.06945897633727177,0.014123576324716716,0.023308629593023482,0.023308956750543054,-0.0006328235595433782,-0.026985416843551473,0.02354623749945161,0.06349256781403859,-0.022848481673366908,-0.02687957793592949,0.011203053145782975,-0.03808989610959464,0.010295217486063848,-0.009999680368652475
HALLMARK_BILE_ACID_METABOLISM,0.05742569811730245,0.0200260375534217,0.048902630342147875,0.049404349239132825,0.015138179687161786,0.019998504459111378,0.12361386859764925,0.018985317111559433,0.024857328250350974,0.012122348819833186,0.08866506310161942,-0.037849164245759015,0.06338430712020221,-0.006890845210555931,0.08931986417811773
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07061043631901272,0.0364435878247837,0.008380897917991709,0.08306126250338099,-0.010475706680914281,0.05011496503093886,0.1231438581555351,0.025218483004406145,0.028145710205353728,0.07623227979149315,0.11245714689047599,0.08027809931936691,0.06697527639595527,-0.03751237205246911,0.07782297352302692
HALLMARK_COAGULATION,0.041414057731195476,0.05472486815186779,0.015445798294929858,0.05817463669446819,0.026201691609908536,-0.010660767396811165,0.035572405889323575,0.028847430695056776,0.06864809952988302,0.042635417658641504,-0.06213804432094766,-0.07885078858259255,0.015527699974060774,-0.054618432542736885,0.06321139741225261
HALLMARK_COMPLEMENT,0.02813681530966029,0.025181298649947052,-0.03624964266669768,0.10391496611846043,0.013532391766738755,0.011000581795049985,0.08189702494332333,0.05435471073920626,0.011064995992954577,0.014639832594538871,0.09504088510526608,-0.025626024380993827,0.032460654662353455,-0.0059458818753212175,0.07666603761041535
HALLMARK_DNA_REPAIR,0.09888391264470629,0.045717776739769046,0.05018700139904085,0.14872764473004027,0.01073963242700256,0.028185944939873912,0.16323667159480074,0.047786771373911775,0.0662968005631149,0.05484926089050869,0.10971636688343704,0.035805451005270876,0.08733642296103007,0.04654889555868155,0.1367098491156351
HALLMARK_E2F_TARGETS,0.11324544110600138,0.0034091914020401037,0.020047678829359174,0.025969779134385473,0.014227338272338155,0.014805769761198349,0.14196609628074167,0.056314840113826946,0.07942480465613269,0.06238999673460688,0.06501135920352921,-0.037807401912357555,0.041029171729358126,0.054965009661956755,0.1001500441978728
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.01920431255934203,0.07613152948095936,-0.04869311651263847,0.07964668903741068,0.021989641499092837,-0.02833020749480641,0.12384376916835341,0.03484126899646653,0.048878532890410824,0.029834430370866902,0.0037671629910145704,-0.04247541103005905,-0.0010438618052070216,0.0612170945757322,0.030992557674244574
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.035866088045616584,0.04360910761701981,0.03549166861981674,0.0081227944789901,0.0014209781306606974,0.04405077095021662,0.002142069858527512,0.05275647542809826,0.0400165366639396,0.0087331348561625,-0.08237434012742224,0.06424976344634466,0.04660551685052237,0.06783735561210247,0.07802788965660974
