,UKF248,UKF255,UKF259,UKF260,UKF275,UKF313,UKF334,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.10889074796930556,-0.013724023982333439,-0.03424807800973587,-0.10133786038280315,-0.17724267531086865,-0.04601492946790322,-0.04948721828397053,0.06696290834210737,0.02640768024189665,0.03888851835204405
HALLMARK_ALLOGRAFT_REJECTION,-0.027832490499937967,-0.1116391411337795,-0.08780866445389805,-0.03816212558434944,-0.15882739701334067,-0.07594411974982576,0.02260965351017154,0.04252215011377203,0.03167900406401472,-0.019937110829754648
HALLMARK_ANDROGEN_RESPONSE,-0.025826474512342313,-0.005154707558591151,0.13207832008882783,-0.007408986961816722,-0.09854672820231479,-0.07394264344584195,-0.01865064502135853,0.07655055603339597,0.0014903146730340946,0.10159907453434054
HALLMARK_ANGIOGENESIS,0.08344684298834527,-0.018687392137405025,0.16367487328929245,0.0925524805177277,0.0804036307219236,-0.001635734348326149,0.20626634584339093,-0.008689205417674345,-0.056210813988810185,0.07890109277019121
HALLMARK_APICAL_JUNCTION,-0.120601915181054,-0.05975808612694685,-0.03702946678051866,-0.1228281532762089,-0.10098339342917796,-0.0981926357695217,-0.02427160419904551,0.0497978802725476,-0.031747908169535266,0.08550629616663709
HALLMARK_APICAL_SURFACE,-0.1477860296946754,-0.07836693001093492,-0.13018254008583777,-0.11649717770701369,-0.17918938961878858,-0.11054661167036094,0.0197728896440364,0.08584192627754643,-0.06045912363493622,0.02694604526321214
HALLMARK_APOPTOSIS,0.007887008625344383,0.041767622229055106,0.0683215717924248,0.03597347986866143,0.09981713348716638,0.024855870852720504,-0.07545617661268252,0.005313517539013509,-0.010984531262596865,-0.003775385484732818
HALLMARK_BILE_ACID_METABOLISM,-0.13405102181124814,-0.01843354069647791,-0.1034515407770585,-0.06646516820911785,-0.17727731504178842,-0.00838549606483266,-0.07735152834618703,0.07026417921394118,0.04284153776254967,0.010968388237179525
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.08355397726026272,-0.06465710365527537,0.002985225488848645,-0.14803457954397192,0.09471042708497153,-0.05285160371552375,0.016964648583775357,0.08622949724187329,0.01403274555328851,0.012147223303153156
HALLMARK_COAGULATION,-0.1010443678443506,-0.04126892644369293,-0.11224327251261958,-0.13079696247090605,-0.14769179487757192,-0.039515858039511256,-0.11262955171102867,0.0428407271661928,-0.04074136697029909,-0.006322088359801199
HALLMARK_COMPLEMENT,0.04406765572853934,-0.04488354329601773,-0.07177989832685945,-0.05288778338637197,-0.03160150896364458,-0.029863427381063422,-0.0754787581731969,0.10401254845507046,0.020629567341112855,0.02889941566097275
HALLMARK_DNA_REPAIR,-0.11400924850649174,-0.0378551771356499,0.190565279264889,-0.03981077616100113,-0.1292882743961035,-0.06851300866289417,0.06712393449715688,0.08247399142849415,0.047378134047754566,0.10499266640690584
HALLMARK_E2F_TARGETS,-0.15630021491468934,-0.07733924817872091,-0.08358882256254471,-0.10796285499213211,-0.18353983076710462,-0.08706646729465278,-0.06543271946193595,0.030838505590375872,0.0329061902407844,0.015592462220132221
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.05179661837036443,0.04516204643655533,0.1956479185265363,0.006717766416317539,0.14088026230555345,0.020003964912186374,0.12527392199926957,0.05709380487603487,-0.04446548363047078,0.1339136595925781
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.019158445010292204,-0.026747469096509074,-0.014851776669716496,-0.05753167147664175,-0.011966560536493928,0.08426419579523425,-0.08032124207480817,0.07981924975507228,0.010601592379001703,0.07763964551072207
