,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.11766387204438572,-0.06711994035566157,0.022721145196113145,0.06545519818012309,-0.041289117658039505,0.03288026957599462,0.036825540025940656,-0.042169778418038255,-0.03594114362077935,0.047860939808960674,0.08253301657201624,-0.04060116176689738,0.022536195540147505,0.10577251925304389,0.030860582167876325,0.01568390924875008,0.031812993354011034,-0.03442256672575813,0.07114575186069683,0.07492017037095654
HALLMARK_ALLOGRAFT_REJECTION,0.053443290853493725,-0.060591588232197194,-0.024919496979249157,0.08978603743041255,-0.09926263037623162,0.06896193377594684,-0.06093538556048622,-0.16406185604677967,-0.06081699878622708,-0.02045006217251218,-0.16775491637469067,-0.029188939514901265,0.03670146330294044,0.08489163107276376,0.06084076449404213,-0.015995844070476595,-0.01859285699908345,-0.013060024568176372,-0.032501408124875994,-0.0629276336154433
HALLMARK_ANDROGEN_RESPONSE,0.04980166735592454,-0.061072422982874006,0.008821787181644647,0.1014058982510044,0.12442841215039155,0.03747627770821631,0.0320735376876663,-0.17396502453669443,-0.02478222898180095,-0.02249140697075768,-0.03224057793819617,0.005548927713311518,0.03743408445132192,0.17240889049307942,0.06248030613817642,-0.014284282594959154,-0.034857946056540634,-0.024920637787960945,0.03802704150109707,0.012561270091253214
HALLMARK_ANGIOGENESIS,-0.10012465969460638,0.09675520107661789,-0.006175995785641845,0.005387842207411233,0.12809198614004513,0.027915646036904634,-0.03553308101724039,-0.21954523108527307,0.033099286179000945,0.00590725429501037,-0.2022662384622356,0.008751737983886764,0.12734124234483696,-0.07088684324891147,0.052738639615526876,0.010263082264091847,-0.03851980570033425,0.01433092209638316,-0.09405772382354946,-0.07903972754517694
HALLMARK_APICAL_JUNCTION,0.10560061503454503,-0.052937913652433895,-0.011561808173954153,0.044423176182026104,-0.04232433627151992,0.06755604961305944,-0.012544349096622996,-0.11893935591678986,0.00736321438122373,0.04920349570533462,0.03934618422394681,-0.04008896734104403,0.028402511789511888,0.1497875154780869,0.0635090913506836,-0.006012779252370151,0.017286207569197243,-0.10438146641813047,0.027751755027789596,0.07095668795447703
HALLMARK_APICAL_SURFACE,0.12625671798097846,-0.05492370761294288,-0.051498086089025064,0.05920430084766055,-0.16716768352259104,0.012665065004439327,0.01736231391501126,0.19637930080620716,-0.013825273942462218,-0.05192307987096473,0.09369700357958112,-0.02532514703142691,-0.0018544649818437397,0.01607304007653366,-0.02408450566189523,-0.01723401401654733,0.044127165302992176,-0.03951706627977475,-0.022033974839622498,0.039207862175504954
HALLMARK_APOPTOSIS,0.036798086150595405,-0.01463737656832258,-0.015669347826496826,0.0030865317884829734,0.06645460143511608,0.04771832665798523,-0.032080651203706546,-0.001479056283358314,0.017338882808616122,0.06081103623727018,-0.012084760685127406,-0.004748454762136787,-0.09509098298165644,-0.018366505287361397,0.08929148531691652,-0.06153470949218827,0.033156988371793976,-0.03871462356347202,0.0001251637454595894,-0.007744614208335067
HALLMARK_BILE_ACID_METABOLISM,0.07921095273359785,-0.0945513301377058,-0.02203108795826468,0.08898790862404889,-0.0868831089336478,-0.034643457285335105,0.052963682957208366,-0.23936016963560142,-0.02763311026122428,0.06544940760223228,-0.07817887368833865,-0.050366766318399224,0.037179599046262585,0.08167581569706668,-0.02723630863343346,0.024856550903678505,-0.017260529991032964,-0.09477271203029623,0.10070679089272128,0.017681238109911845
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05310613011396499,-0.01337945437286097,-0.038605575730351484,0.035802637752732874,-0.024000196757447703,0.06147181595815107,0.016954901944536624,-0.15879107626676575,0.049436887713785654,-0.024364804963965214,-0.196165397364211,-0.013897676587670648,0.07441347537572014,0.13575779017417214,0.02334228828103609,0.007967603831220672,0.04619638992716132,-0.07112117982068794,0.10637810785893696,0.04120167511342953
HALLMARK_COAGULATION,0.05516264265105318,-0.08057849872397153,0.013189646807054763,-0.011302968682828388,-0.10767594241258806,0.11023648477145412,-0.05535246921976343,-0.22676835973623002,-0.011470254720382917,-0.005116212214158216,-0.17981547723231114,0.019666604975862808,-0.007003222849375485,0.06693843085769365,0.0706887441565171,-0.00048152225796855365,0.04628974253011337,-0.008846187603532183,-0.01713568178709737,0.052538480674715955
