,ZH1007inf,ZH1019inf,ZH8812bulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.12152327364084026,0.07168061719246052,-0.04874558159118002,0.05500103974639181
HALLMARK_ALLOGRAFT_REJECTION,0.10506561309797348,0.07131801801069214,-0.019705384271227443,0.06785389503808394
HALLMARK_ANDROGEN_RESPONSE,0.04149225019139594,0.08467727362289212,0.05463510767619154,0.023886074175084707
HALLMARK_ANGIOGENESIS,0.0352926314064087,-0.08411434446540209,-0.04235231810195278,-0.029910152808779077
HALLMARK_APICAL_JUNCTION,0.14600266283480343,0.09585330583941233,-0.01430318487344784,0.0866018265073441
HALLMARK_APICAL_SURFACE,-0.010092090908112772,0.08670340238754384,0.014758176348350235,0.041107863162681536
HALLMARK_APOPTOSIS,0.02970028953564324,-0.020435577023825657,-0.03850907493487948,-0.05660419057326717
HALLMARK_BILE_ACID_METABOLISM,0.0736018375943727,0.05750080319138023,-0.00027869634933724234,0.0699023666712552
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08250951203101574,0.03528198561806353,0.002523230983296035,0.003334500067684378
HALLMARK_COAGULATION,0.13136132234032596,0.07728517889563317,-0.0403384676406717,0.03269297247966013
HALLMARK_COMPLEMENT,0.11093282776122833,0.02390234971509561,-0.00339520024139838,0.01785271941406634
HALLMARK_DNA_REPAIR,0.10816951364265752,0.08695660869286773,0.02539858879278158,0.04167941859322399
HALLMARK_E2F_TARGETS,0.05448506370197984,0.07075385888218927,0.004721827986250997,0.030535164076710506
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.13731210656265172,0.03154105363042782,-0.06267182977002116,0.027181181733224417
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.03004478368996952,0.04670639122350366,-0.03428138663238878,0.05832299934955529
HALLMARK_ESTROGEN_RESPONSE_LATE,0.05606695195740728,0.014430504456605204,0.00907617260525819,0.017816891368066988
HALLMARK_FATTY_ACID_METABOLISM,0.10517387311938653,0.011655745759424749,0.02171646768936832,0.024473975375824807
HALLMARK_G2M_CHECKPOINT,0.0794454065144607,0.040202869797344776,0.01956393208292506,0.025315622288354628
HALLMARK_GLYCOLYSIS,0.07327852492195235,0.031107793235169597,0.0689761589014515,0.014217768787410703
HALLMARK_HEDGEHOG_SIGNALING,0.01887524438900311,-0.013809263491552166,-0.05088153556636672,0.016139255480464396
HALLMARK_HEME_METABOLISM,0.09012186228953782,0.06879299933689031,-0.029204233766643144,0.04592495774940136
HALLMARK_HYPOXIA,0.14348217813737482,0.04152920096346719,-0.053746273894243225,-0.004598826773522979
HALLMARK_IL2_STAT5_SIGNALING,0.13344190849034065,0.026213695091278966,-0.02365016819711337,0.034981780475795254
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.08570690297945854,0.0013706536064081267,-0.026026595607290617,0.005135209989716308
HALLMARK_INFLAMMATORY_RESPONSE,0.030271814724193206,0.03351844324070228,-0.04701309727804877,-0.008045577800776145
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.061114428915982545,0.07351119299002122,0.04066080311872379,0.045637964707682256
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.09883742004729762,-0.010308803260875146,-0.07138621222139747,0.02026687091856168
HALLMARK_KRAS_SIGNALING_DN,0.035306723152842355,0.09078406106568908,0.004749875607772228,0.02662004179855085
HALLMARK_KRAS_SIGNALING_UP,0.13688060564341814,-0.016708019417960813,-0.006848909153242655,0.06898070829739748
HALLMARK_MITOTIC_SPINDLE,0.05180891584742705,0.051786718160292046,0.015564423174976642,0.09528970989372085
HALLMARK_MTORC1_SIGNALING,0.06833591065373142,0.005207889839558826,-0.0021160660367913675,-0.022819793806560903
HALLMARK_MYC_TARGETS_V1,0.08637479753071609,0.07841745418059433,0.03354314600553827,0.04104287839772371
HALLMARK_MYC_TARGETS_V2,-0.01337584265006436,0.005403306143203956,0.04025739239262446,0.03641428538938654
HALLMARK_MYOGENESIS,0.08958880031154219,0.06481529792928403,-0.02230647849296175,0.06518829693783822
HALLMARK_NOTCH_SIGNALING,0.05965247601687413,0.084747040312009,-0.021835703969008323,0.06774556054209872
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.07663338934242621,0.08053095437098096,0.05127995736377983,0.02684834346546984
