,UKF248,UKF269,ZH916T1
HALLMARK_ADIPOGENESIS,0.03050367673289093,0.19816423713343453,0.028404332992684304
HALLMARK_ALLOGRAFT_REJECTION,0.03318240579074156,0.23079543634781427,-0.06110437634273422
HALLMARK_ANDROGEN_RESPONSE,0.02365708182531821,0.24053887157165454,0.0316082641916855
HALLMARK_ANGIOGENESIS,0.026611923921988512,0.23024335971648888,-0.06375301949099396
HALLMARK_APICAL_JUNCTION,0.036692295656821375,0.21880097374342788,-0.035462240145673715
HALLMARK_APICAL_SURFACE,0.04904020539376671,-0.08825550263748073,-0.04486438801115722
HALLMARK_APOPTOSIS,-0.01566553794311696,0.0638593355885139,-0.029143757274600647
HALLMARK_BILE_ACID_METABOLISM,0.023434829664379132,0.24112325511776528,0.058968431718779954
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.03386108619684562,0.19108420920707067,0.07931592385300222
HALLMARK_COAGULATION,-0.006269483689451207,0.18658727805508102,-0.07529533206621011
HALLMARK_COMPLEMENT,0.0472719085685451,0.2076704396796279,0.05205720240989162
HALLMARK_DNA_REPAIR,0.06033315388097492,0.24642402039393638,0.037407100640574606
HALLMARK_E2F_TARGETS,0.015953322566131925,0.26377939022740926,0.06875573773837794
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.005396417469014708,0.22374397648635003,-0.07009317509663483
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.06352317510976005,0.1545144006672015,0.024476675802970242
HALLMARK_ESTROGEN_RESPONSE_LATE,0.010123795687644694,-0.06619010580977673,0.09186793518562587
HALLMARK_FATTY_ACID_METABOLISM,0.016102352231180082,0.1431301222221964,0.06631757827698928
HALLMARK_G2M_CHECKPOINT,0.014936059875461519,0.2631719411397152,0.046053437739820235
HALLMARK_GLYCOLYSIS,-0.003949012155619592,0.18907285815638164,0.0902388002210316
HALLMARK_HEDGEHOG_SIGNALING,0.08144305101686823,-0.10671962299641762,0.0945367784064961
HALLMARK_HEME_METABOLISM,0.05251647828558564,0.24828611575802392,0.06010192144190363
HALLMARK_HYPOXIA,-0.011324749521220959,-0.09731170253000936,0.06674555773242405
HALLMARK_IL2_STAT5_SIGNALING,0.03122492674373971,0.23918575926984872,0.048487945855338964
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.041145420035009796,0.1695400343707472,0.052026526112509776
HALLMARK_INFLAMMATORY_RESPONSE,-0.03938298829124466,0.14101769339376094,0.013681100898712656
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.013678759623952876,0.23459909089805783,-0.005531731940661981
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.041028342807429334,0.21021496849853852,-0.019867538052420253
HALLMARK_KRAS_SIGNALING_DN,0.024571510928915182,-0.05196878228445181,0.09578573302833764
HALLMARK_KRAS_SIGNALING_UP,0.06374933492177401,0.04095415876752281,-0.004974464888985173
HALLMARK_MITOTIC_SPINDLE,0.049086071628500344,0.23817488641936368,0.03279080639475025
HALLMARK_MTORC1_SIGNALING,0.03343294065778834,0.1928871298828899,0.1011529832480152
HALLMARK_MYC_TARGETS_V1,0.060264736642355966,0.2754300667215485,0.07347521816270228
HALLMARK_MYC_TARGETS_V2,0.03987942129453096,0.1470956950831246,0.036066543235798006
HALLMARK_MYOGENESIS,0.007053124540686066,-0.08875259674960996,-0.055631862885016405
HALLMARK_NOTCH_SIGNALING,0.03959653475352521,0.25787569389883985,0.01805949605461813
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.03083325591915513,0.013176695618823736,0.05755247616124981
HALLMARK_P53_PATHWAY,0.03335342140035217,0.25112304647514466,0.0704445672158711
HALLMARK_PANCREAS_BETA_CELLS,0.03697919709301591,-0.026552888882165736,0.0681542569531912
HALLMARK_PEROXISOME,0.02756858467618973,0.12464983462716818,0.03310949329492502
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.01629391274889818,0.12860006352925094,0.007619642111282449
HALLMARK_PROTEIN_SECRETION,0.047753706805732446,0.22657762787318592,0.057684181347823694
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.018095546271746858,-0.1505833586030249,0.022232155343013663
HALLMARK_SPERMATOGENESIS,0.049236748707331905,0.101131048262305,0.09181837280093927
HALLMARK_TGF_BETA_SIGNALING,0.04771404811265099,0.22156725280521827,-0.04772211884833094
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.020239120892712632,-0.1552814181085211,0.09760389467416597
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.055716703025779864,0.2424960234221671,0.037602413769824976
HALLMARK_UV_RESPONSE_DN,0.02617340003658013,0.002257701093249785,0.01650429727812246
HALLMARK_UV_RESPONSE_UP,0.056555357403817084,-0.111551561849728,0.10147886586690628
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.01263411363579394,0.2455130561986151,-0.015556362961619219
HALLMARK_XENOBIOTIC_METABOLISM,-0.025239676905800926,0.1154058476061259,0.0728812023116744
