,ZH8812bulk,ZH881T1,ZH916inf
HALLMARK_ADIPOGENESIS,0.05019558009974432,-0.08160797631659855,0.03540969192475697
HALLMARK_ALLOGRAFT_REJECTION,-0.001372599874852773,-0.00623346798564746,-0.010388194092253318
HALLMARK_ANDROGEN_RESPONSE,0.017941829493910197,-0.0457636995453293,0.02887519361157979
HALLMARK_ANGIOGENESIS,0.03555271787281487,0.019262018567190516,-0.019998487153196482
HALLMARK_APICAL_JUNCTION,0.06748267161815712,-0.04904170771029766,0.08583839685112224
HALLMARK_APICAL_SURFACE,0.00905655914881398,0.015460369111374363,0.03307184002532619
HALLMARK_APOPTOSIS,0.0514761825905885,-0.035444675121563844,0.06473202304913385
HALLMARK_BILE_ACID_METABOLISM,0.07805712603436986,-0.07352764547573731,0.1147215250532214
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.025451220858507095,-0.036730374118411235,0.13071164377228292
HALLMARK_COAGULATION,0.027342564757154304,-0.04728487799551609,0.04786570253843895
HALLMARK_COMPLEMENT,0.06526338979096927,-0.04370864187478349,0.002982783714455659
HALLMARK_DNA_REPAIR,0.03337839490997149,-0.08642862721082177,0.07845627164419515
HALLMARK_E2F_TARGETS,-0.0031385920930435,-0.018734711632676655,0.05915789541917779
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.048822063534717755,-0.016135772294745887,0.060813320673874564
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.061254445984386806,-0.029337497504504123,0.0833480504195203
HALLMARK_ESTROGEN_RESPONSE_LATE,0.015028588121600022,-0.004547454827712086,-0.021908260115097288
HALLMARK_FATTY_ACID_METABOLISM,0.06035182312821228,-0.019014535571027336,0.06582665945035912
HALLMARK_G2M_CHECKPOINT,0.02950680184776216,-0.03223777256061247,0.022213923360333423
HALLMARK_GLYCOLYSIS,0.021581588874779012,-0.08157622458595153,0.040072430706430046
HALLMARK_HEDGEHOG_SIGNALING,0.010477684314458518,-0.03120230149739643,0.12197392229816034
HALLMARK_HEME_METABOLISM,0.06187243198095137,-0.04419488086599144,0.10248672356280968
HALLMARK_HYPOXIA,0.05950579562881221,-0.012938834786606046,-0.017269895565738606
HALLMARK_IL2_STAT5_SIGNALING,0.011230567426970836,-0.03171800814020941,0.046184113879055785
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.028041358588765282,-0.011886587870284675,-0.032174375605503666
HALLMARK_INFLAMMATORY_RESPONSE,0.08198390293291193,-0.035081318572160625,0.013397970972495437
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.016109320230024184,-0.017027668777083862,0.03191751268496505
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.02374240319933995,-0.029851518375705578,-0.0038165121097795056
HALLMARK_KRAS_SIGNALING_DN,0.0992165083940795,-0.06314523987986545,0.16040827494289187
HALLMARK_KRAS_SIGNALING_UP,0.03571452280978438,-0.04519271313642789,0.08075494326168227
HALLMARK_MITOTIC_SPINDLE,0.04748137679166154,-0.024907315986436127,0.08044557202153023
HALLMARK_MTORC1_SIGNALING,0.041465693299753435,-0.049420292800853416,0.02100016438118019
HALLMARK_MYC_TARGETS_V1,0.01854459888965458,-0.03349714198790147,0.11581019754653997
HALLMARK_MYC_TARGETS_V2,0.04683150958783383,-0.030884347588206684,0.15394155773957616
HALLMARK_MYOGENESIS,0.0668508486166807,-0.05648369606622537,0.03552886636275369
HALLMARK_NOTCH_SIGNALING,0.06574111078932461,-0.09536052032584097,-0.007689266464122735
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.046518339036321736,-0.07670399696352037,0.04215883906250701
HALLMARK_P53_PATHWAY,0.04191277130667741,-0.07992737420255291,0.041024270408341154
HALLMARK_PANCREAS_BETA_CELLS,0.03317430820881679,-0.024883542361964984,0.12765117367483375
HALLMARK_PEROXISOME,0.04973999420466508,-0.04235289037584908,0.04876285579784895
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.021834932850670216,-0.047306387754034104,0.07545800769921641
HALLMARK_PROTEIN_SECRETION,0.056052785647129594,-0.04798112188416413,0.08479499819782593
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.021886281182345448,-0.02836372285243739,0.025943595784984338
HALLMARK_SPERMATOGENESIS,-0.002093987154826756,-0.033282669997821736,0.04977793885360557
HALLMARK_TGF_BETA_SIGNALING,0.01535660358115039,-0.030441118007490334,0.05878937777061179
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.041765095256068134,-0.017112082678811008,0.02216429327453584
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.06063088231576977,-0.0362681321063064,0.09529272075528773
HALLMARK_UV_RESPONSE_DN,0.019345448613623892,0.01113667620938537,0.0334259146447442
HALLMARK_UV_RESPONSE_UP,0.027226261401597337,-0.06744539868248638,0.10192380844651927
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.03351659393480395,0.04204587781166315,-0.10952981357025743
HALLMARK_XENOBIOTIC_METABOLISM,0.09372229847357287,-0.05782186520980866,0.07559191039673926
