,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,ZH1007nec,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.008838662985239191,0.04118799284018371,0.03407075387863204,0.017837715569727727,-0.028156709891933918,0.016020868620737976,0.09306859625887498,0.09690924017285585,0.1183541727583007,0.03486822153248855,0.11862924588855699
HALLMARK_ALLOGRAFT_REJECTION,-0.028319085623888414,0.05095863612213436,0.03227359230814612,0.09318300281319164,-0.015511307145398856,0.03575497895864892,0.02715745952079325,0.08629655708992422,0.04648759086840403,0.048694023395493204,-0.005246333060959795
HALLMARK_ANDROGEN_RESPONSE,0.01389297128444601,0.05612282808485339,-0.006963105408345673,0.05787870651766654,0.02814138525498315,0.013239905622222084,0.0625640854332686,0.12929956613614318,0.10144976080317618,-0.027444802045858252,0.061862787456859566
HALLMARK_ANGIOGENESIS,0.039421853922694074,-0.01664613079464069,-0.0320082799928633,0.1169134397615085,0.026245742252449664,0.07256061055161397,-0.03202656853215602,0.07601164499175533,0.03065651751830238,-0.07118054800824235,0.00854680912226709
HALLMARK_APICAL_JUNCTION,-0.02768376592602491,0.04848212696547929,-0.005184435490797093,0.0900737405053817,-0.020941545010674852,-0.010768388608159405,0.05977835127432084,0.09383344290138873,0.1453234667110075,-0.023802777188390394,0.10270824955438493
HALLMARK_APICAL_SURFACE,0.01928220669363839,0.008386728764815065,0.047425107800637675,-0.054462423552997186,0.026466697675190207,-0.03731491081191838,0.08072833393694369,0.10749226816914752,0.10567320269230261,-0.04128062479374474,0.0488593825280775
HALLMARK_APOPTOSIS,-0.013133051506734782,0.012841396828143028,-0.02903855112155322,0.05041713720727793,0.09960749970196593,-0.016502610720663544,0.06880818620351523,0.019490733984457588,0.08979023007693027,0.02097788788185117,0.04913895115130684
HALLMARK_BILE_ACID_METABOLISM,-0.03157514234997043,0.03841197506494088,0.04755443530520584,0.09776198392986737,-0.0184587530621811,0.015783238316776218,0.12135663861874012,0.09829367092555116,0.07824553284058855,0.03937423862350475,0.119442735933524
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.027352489988448702,0.010258343250993786,0.07502974180314191,0.009635486139388014,0.02065159607170406,0.02991953581515102,-0.014877648931106551,0.06269438915565675,0.13408691542827655,-0.0011863265068477531,0.09015188763418061
HALLMARK_COAGULATION,0.01061057885585764,0.019834348703834607,-0.01853037834201132,0.10047977391630428,-0.027234962155897983,0.07719421902552095,0.12439394608321988,0.07560094242243014,0.131273212254588,0.0670203678658784,0.09122747595282622
HALLMARK_COMPLEMENT,0.004259475579618008,0.049007048337010674,-0.024207867976875505,0.11647334916309891,0.04671746765565354,-0.0069441221848035,0.03595657271483482,0.08634793139494837,0.12619482858132025,0.06979984125845443,0.0885964240983188
HALLMARK_DNA_REPAIR,0.0012227188939398532,0.07096602216901148,-0.0064385301640311355,0.04423883249387769,-0.0028661683771974878,-0.007624341178638622,0.080509855816193,0.09269020987271884,0.14608040795753033,-0.0011322025783794193,0.09683175754269678
HALLMARK_E2F_TARGETS,-0.015957151980328516,0.0291144127445256,0.040673549442455846,0.03507479860375652,-0.024144915143254203,0.009038578784713158,0.08443018273159326,0.15681833750615615,0.08265020354609426,-0.04405718932031548,0.08913081885465023
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.0019391385754737958,0.008692393665139048,-0.039527651548556225,0.10673567395299303,0.036206197053188394,0.0012631747471696462,-0.009938945575871402,0.03658217369206846,0.13367538308281,-0.035522985298012184,0.04080180773885735
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.021381183830988953,0.0670841385141791,-0.03348585327838708,0.03907295725131255,0.004903487856744761,0.022674186842870574,0.004741896610194781,0.06450920530966059,0.10788378944994467,-0.04289429662051603,0.06781535724688685
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0192671260874344,0.0036480773478221123,0.031197679085870827,0.00010855498415838419,-0.01721977353170726,-0.03651805617490493,0.07825637135756498,0.11294666204711513,0.04500279544071041,-0.0028741552866695117,0.11910197805644948
HALLMARK_FATTY_ACID_METABOLISM,0.001963036858064431,0.009686313786808731,-0.009470907189677894,0.05660977527566902,0.03692255088925505,-0.010963181817226527,0.07087691149109974,0.03367362010538349,0.10631511193185803,0.010644816416734761,0.0611124230345303
