,UKF313,ZH1007nec
HALLMARK_ADIPOGENESIS,0.06780496610475299,0.06192859102536424
HALLMARK_ALLOGRAFT_REJECTION,0.06198157280238042,-0.0528076206685944
HALLMARK_ANDROGEN_RESPONSE,0.08369226835254225,0.030226284517991045
HALLMARK_ANGIOGENESIS,0.018775822633630722,0.11250078430462299
HALLMARK_APICAL_JUNCTION,0.08071528197157252,0.06794528223850635
HALLMARK_APICAL_SURFACE,0.09202573442490304,0.03608065128043809
HALLMARK_APOPTOSIS,-0.016778064980015626,0.07709408878557276
HALLMARK_BILE_ACID_METABOLISM,-0.0074917157927429385,-0.02727505109495955
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06725245726803128,-0.018380652395914177
HALLMARK_COAGULATION,0.08683552344476778,0.07778178133358978
HALLMARK_COMPLEMENT,0.06177154513175172,0.11077003451100947
HALLMARK_DNA_REPAIR,0.06509809449975484,0.0122737761922939
HALLMARK_E2F_TARGETS,0.05964291165254659,0.043405387472551855
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.01715224551491918,0.03598086760365076
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.037118734128215335,0.019937303350293343
HALLMARK_ESTROGEN_RESPONSE_LATE,0.02402722066464739,0.06707116187195124
HALLMARK_FATTY_ACID_METABOLISM,-0.009118843405900539,0.050092536259182516
HALLMARK_G2M_CHECKPOINT,0.09836559639134579,-0.05843769812761716
HALLMARK_GLYCOLYSIS,0.025414111915228278,0.051390705256462735
HALLMARK_HEDGEHOG_SIGNALING,0.02681153964143687,-0.07841009000897402
HALLMARK_HEME_METABOLISM,0.08145625600766918,0.06133786653948387
HALLMARK_HYPOXIA,-0.027482064082586466,0.0004894690105256201
HALLMARK_IL2_STAT5_SIGNALING,-0.02326811374620123,0.06304617673754793
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.07036079130109549,0.12222871159234266
HALLMARK_INFLAMMATORY_RESPONSE,0.04420392567917404,0.06775094083636668
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.04424725557131949,0.01731383306909898
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.036399689703371235,0.10582250897022481
HALLMARK_KRAS_SIGNALING_DN,-0.002589001971895106,0.12336489742555215
HALLMARK_KRAS_SIGNALING_UP,0.05378818759582011,0.13401894862920863
HALLMARK_MITOTIC_SPINDLE,0.07381822239251995,0.0343807879263261
HALLMARK_MTORC1_SIGNALING,0.03976774653364634,0.03482343667807699
HALLMARK_MYC_TARGETS_V1,0.0985356367657216,-0.04565403971858013
HALLMARK_MYC_TARGETS_V2,-0.03251044004615005,0.06825964988033868
HALLMARK_MYOGENESIS,0.03609574054365644,0.07892978421616653
HALLMARK_NOTCH_SIGNALING,0.05330790802464195,0.0843535752411982
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.09189564301087667,0.00953377785930621
HALLMARK_P53_PATHWAY,0.04021520025023459,-0.03617516634496238
HALLMARK_PANCREAS_BETA_CELLS,0.08622915708701985,0.10468578987666484
HALLMARK_PEROXISOME,0.03461808314373804,0.03134555533288236
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.06270606387443538,-0.014704632834884246
HALLMARK_PROTEIN_SECRETION,0.11202011830581751,0.017909932819312472
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.09544246458248659,0.11179553682586722
HALLMARK_SPERMATOGENESIS,0.09400391570195654,0.07988120600313148
HALLMARK_TGF_BETA_SIGNALING,0.04794784392627484,0.030933899672703075
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.032427835020881854,0.07176607131949259
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.06886199607377731,0.03523061295131199
HALLMARK_UV_RESPONSE_DN,0.014500683771906261,0.020531696667385205
HALLMARK_UV_RESPONSE_UP,0.036174075539059276,0.07002290722491923
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.01886423407381942,0.00013755984001741944
HALLMARK_XENOBIOTIC_METABOLISM,0.07787112507281281,0.1100053178379649
