,MGH258,UKF248,UKF251,UKF259,UKF269,UKF304,UKF313,ZH1007inf,ZH1007nec,ZH1019inf,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.018329383350160343,0.09170616641637114,0.0037384208052750932,-0.03041323073699021,0.09329454069931484,0.014042857895022083,0.04948174177478494,0.09166886184266253,0.09936981011062464,0.0560683501977605,0.011501749005222607,0.0049195728819312265,0.034473039553772955
HALLMARK_ALLOGRAFT_REJECTION,0.04414635903393679,0.12577082873868003,0.046288491555685436,-0.035636258992379335,0.12099629856864713,0.03821687293164266,0.026885687163109972,0.1348969142783648,0.025064446017656113,0.000584956165054914,0.05093124500917116,-0.030718501885221444,0.014362508530829862
HALLMARK_ANDROGEN_RESPONSE,0.016429423265181695,0.10009292779106889,0.0818319925977747,-0.0026656657533602325,0.05816617939048511,-0.021342684935844958,0.05556971133077764,0.1145458041341932,-0.005943915332340039,0.10525762351573358,0.006143079024884166,-0.024041573718213458,-0.030526535250145325
HALLMARK_ANGIOGENESIS,-0.009573216797852554,0.05391220323990299,0.023954873765452307,0.023301506260794073,0.11468899006082513,-0.0026026880320147933,0.005510676717690633,0.1422156589873715,0.013993862062978955,-0.10299163901529464,-0.012112615263229116,-0.02448901606555796,-0.004985386869082589
HALLMARK_APICAL_JUNCTION,0.042167430502315965,0.14521661907022376,0.0061703664283319385,-0.07184263757915217,0.1284185066234429,0.04521169574736299,0.08464195252139546,0.08931134417545279,0.11238884018729182,0.11045192903888622,0.01730085935943498,-0.03149348745673551,0.011984356766862988
HALLMARK_APICAL_SURFACE,0.05169373164519354,0.10103751307883221,0.010640875315392657,-0.0971606525480675,0.04242816367473489,-0.06012054037929023,0.09690510635172034,-0.023360321679797232,0.12852988780865557,0.042848410933927085,0.04889805507518529,-0.022924454411203388,0.03654127295323414
HALLMARK_APOPTOSIS,-0.06342226091732221,0.07299626882465375,-0.0031691690122327885,0.06595959723269482,0.06629239531178431,0.008249868913435154,-0.013824717614001569,0.025660875787307674,0.04099179532031582,0.01571497945552486,0.00809804807105592,-0.01482808099271103,-0.02831066092848387
HALLMARK_BILE_ACID_METABOLISM,0.016164631085914056,0.015675106489118202,-0.02227281090926203,-0.0651654776361034,0.12792324589535806,-0.037499581029394095,-0.02878400444862337,0.012204552470768933,0.0949082028257338,0.0619477945565545,0.041108328628433694,0.004664905236259444,0.007275641445900496
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.027373769556200855,-0.037281816132759264,0.0116841762705619,-0.00016037632712767035,0.031324072714197,-0.02876997269449349,0.05122667839878577,0.0459004660799506,0.06687229317565521,0.10402002334812874,0.016999128911605717,0.0009828277965597152,-0.003887042369665905
HALLMARK_COAGULATION,0.03738834965294789,0.16008788821271605,0.05824422175441591,-0.046463998509396656,0.12045612698515264,0.023755143513541938,0.0597517181624471,0.07293606075202312,0.14999622859718195,0.05253291604511678,0.05748446239859012,-0.022057978433949167,-0.006787666682134605
HALLMARK_COMPLEMENT,0.06521448800808616,0.020272930989767148,0.055410664796188495,-0.02734112170220321,0.1393725135369645,0.03148657657241241,0.024172049567419803,0.11896200883714755,0.03931060996658884,-0.006372822499815907,-0.016159830687390513,0.0007337921740716333,0.057675612087401344
HALLMARK_DNA_REPAIR,0.05846003751897507,0.06761320384562473,-0.003641424699083772,0.06222639060225666,0.07808539269869266,0.012248840169184127,0.08912315369802155,0.07219583855187411,0.1300824635398249,0.08474618666280648,0.01243406330404954,0.018240861155376965,0.025719968308950767
HALLMARK_E2F_TARGETS,0.04999548004123602,0.02132488716446288,0.03288012859706985,-0.05578349721192321,0.06972596500134148,0.025311743199012884,0.09731643230473094,-0.04793189608616537,0.06339061906274843,0.06161574124605734,0.0561090631755921,-0.042702512125093885,0.009573125743915131
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.04415157216553607,0.13338261876108987,-0.0020114495108719058,0.10847709751808458,0.1372246693925365,0.05523096485266678,0.048637376419031375,0.08601760202416446,0.16588182630359594,0.059157258509865786,0.002019457539434568,-0.06405858878557087,-0.022117377482350927
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0495953816763108,0.04017845195644184,0.020814281604602924,0.04393489546140526,0.12877010439928643,-0.06192289714538205,0.0032535932089233907,0.03250032924014963,0.03903907523195169,0.01193341553439617,-0.026132147068229306,0.01063848671235286,-0.0037964071422006617
HALLMARK_ESTROGEN_RESPONSE_LATE,0.023491448518650277,0.09399737777988867,-0.0063230401980031116,-0.09091145067811629,0.027901122771621864,0.05845666471068781,0.0521295239076642,0.0035562272611955937,-0.0025938839794176975,0.10362044814689154,0.011316736142130142,-0.06087907760912656,0.023242911978788756
HALLMARK_FATTY_ACID_METABOLISM,0.03112171776353303,-0.01663231125136301,-0.0058423796891989,0.04145869016125138,0.10023579999769658,-0.004382081628146461,0.0184772546323623,0.06082322096381863,0.010193593628692465,0.06677565276770067,0.009298704981763018,0.07464627371497365,-0.01356504572043831
HALLMARK_G2M_CHECKPOINT,0.011693830708674567,0.008962057509971772,0.00045872545359342757,-0.041121397349896255,0.07714028217924145,0.018289333956801157,0.07241969579206085,0.06253182367885518,0.07234317693930269,0.038956701390738285,0.0507805305028704,-0.05183146519181915,0.0005355515463686511
HALLMARK_GLYCOLYSIS,0.04588505604025844,-0.0042295132233452675,0.06028230772258022,-0.028105091133248068,0.12517429513303124,0.008555974803058477,0.05188543590395474,0.02516304434526807,0.03402449482452192,0.08488095386636166,0.05822619815913984,-0.0074622275466063835,0.00035386219792663334
HALLMARK_HEDGEHOG_SIGNALING,-0.0033635271784828074,-0.0407777783448079,0.014262120372672415,-0.04485849181264816,-0.043545078777846795,-0.012742191682779161,0.08604802504961753,0.018725629966353408,0.021983559654731637,0.02501250902650203,0.0022461927671447355,-0.0030680405280271244,0.012205121263685118
HALLMARK_HEME_METABOLISM,0.06979308461500372,0.0888719201788451,-0.003285277505416202,-0.0556588698662692,0.128353507476473,-0.022883771691080995,0.07845211290144846,0.09902192490028403,0.1009434339772706,0.043872572843773903,0.0418370840287117,0.05169359104327367,0.031024961407023894
HALLMARK_HYPOXIA,-0.008598277717975602,-0.09289659393150285,-0.027548715038156913,0.10413230605632465,-0.017795845224590066,0.10316336491063957,-0.03744901593310203,0.08595129657581936,0.029269385536963722,0.05879610920166579,0.0560911448712285,0.016155351868801297,-0.004965761708067395
