,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.017365337093425793,0.021158699017520374,0.0129569557975649,-0.067700583614751,-0.03306390132965765,0.11866402847566447
HALLMARK_ALLOGRAFT_REJECTION,0.04108129695034025,0.034369654463585114,-0.010113320896406612,-0.07174165897926081,0.08973769865090382,0.040288329719110144
HALLMARK_ANDROGEN_RESPONSE,0.04008751209937825,0.018015316204184156,0.0398289133298945,0.016934427037525814,0.08040042757465525,0.10437397431901753
HALLMARK_ANGIOGENESIS,-0.0636838886121194,0.013795404048695278,0.09581131132030539,-0.02531218749003743,0.22379720092967215,-0.014620512835955352
HALLMARK_APICAL_JUNCTION,-0.01930299996969218,0.015593976388116658,0.06619557965207268,-0.08453146211104094,-0.1093955357993952,0.09486838780577338
HALLMARK_APICAL_SURFACE,-0.05138331218862947,0.03077366814074461,0.027425398061692908,-0.023694463464495347,0.022433254784967153,0.12113552230995824
HALLMARK_APOPTOSIS,0.08111049844048066,0.06588554615637973,0.077197316876952,-0.03312737012274639,0.04316650625646173,0.07612013448119992
HALLMARK_BILE_ACID_METABOLISM,0.05861178919256202,0.022886072490619386,0.017419275286193664,0.021443614280225048,-0.0610579250415151,0.08459671418251974
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.04991075297035076,0.011813713433610297,-0.0064909448539263665,0.010008481427333618,-0.13750804276400957,0.12742988500925434
HALLMARK_COAGULATION,0.047952987578114246,0.07509389311188763,0.07890470956639016,-0.04896129610831799,0.11043552729425458,0.08671690432052435
HALLMARK_COMPLEMENT,0.0038895123376855396,0.05564856109919068,-0.05041446725720315,-0.06871567770050589,0.03355774979062663,0.06963337158927516
HALLMARK_DNA_REPAIR,-0.0021020358907489576,0.016793134622819044,0.0078271774174737,-0.1138402751082914,-0.15153011128379318,0.09591490680142203
HALLMARK_E2F_TARGETS,-0.04243301641719754,0.022821660381466824,0.06139348174931731,-0.05224316754674902,-0.10519305628038979,0.09606717269797037
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.023699867859444997,0.07344529111451928,0.14641235425685842,-0.09534978141268968,0.14794946999967323,0.02356499551416
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.030620857910697047,0.05968651006744135,0.08819655064222227,-0.04528783160368433,-0.11511448367142686,0.12584010795738726
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.00030212017999807885,-0.013194380662365241,-0.008766414660281836,-0.050823846894876214,0.12152735022735416,0.03860180697147144
HALLMARK_FATTY_ACID_METABOLISM,0.08260933404345872,0.029588209222091537,0.024731450690018895,0.056751909563976556,-0.09726585601103295,0.08686415381977655
HALLMARK_G2M_CHECKPOINT,-0.06320349173213129,0.04636741416469156,0.0832835644350281,-0.015717258739518663,-0.07930188098997679,0.08254139737884583
HALLMARK_GLYCOLYSIS,-0.05733660240032942,0.05672188494842876,0.10331915540671478,-0.04026070175765522,-0.05699452333559793,0.10641732222945346
HALLMARK_HEDGEHOG_SIGNALING,0.037037296444601166,0.03761799021236461,0.0656158190719586,-0.01844942755188979,-0.21850613613600628,0.11973642759185708
HALLMARK_HEME_METABOLISM,0.09139506542711863,0.016406779600671186,0.021432373826175685,-0.06938049564383167,-0.12844919721678477,0.09358911296392165
HALLMARK_HYPOXIA,-0.036998181408352995,0.02667465469585003,0.03671779730833204,0.0026776641284012585,0.11364488878764384,-0.09947897757869566
HALLMARK_IL2_STAT5_SIGNALING,0.0758084432122037,-0.004006318824098645,0.02388946615692636,0.020007885706785078,0.02531542539941043,0.07819475303481814
