,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.05809227804683198,0.177617609989475,0.03417774049445187,0.016082911577378785,0.041093527177402944,0.04983428257562317,-0.012569884723215234,0.03956786812636553,0.09275036001662917,0.0028076734344274212,0.039956183039912926,0.06276233805780898,0.08529642220097067,0.02414260980374303,0.08993464466070382,0.051787664370456954,0.14292908057932419,0.1294682256586986,0.1379950980541347,0.05007633566633048,-0.01774236292937515,0.18234511927304436,0.13690466274668553,0.10525461907640124
HALLMARK_ALLOGRAFT_REJECTION,0.06302449416260479,0.01212394274122163,0.03703559138197967,-0.002594842992296339,0.07136129028893927,0.01086652765548304,-0.06000003526921036,0.07373405777030548,0.08145185052758547,0.06023343581552126,0.00536705885867028,-0.09078720801261052,0.08069670997746099,-0.03053227221829311,0.06668983456102201,0.04012705220601889,0.04522942417716926,0.04668527817566632,0.0776383295976779,0.053712332608946985,-0.00929165615177471,0.1526770580441883,0.003025195410434646,-0.05393276152209363
HALLMARK_ANDROGEN_RESPONSE,-0.05835332411065535,0.049299285547479955,0.04368447157841058,0.009309065597484767,0.014017762311696378,0.08266834104335778,0.005384986506103565,0.11664359884775966,0.05117728750469744,-0.016559100775893534,0.048064117151196184,-0.05021307447041491,0.08367864268583126,-0.02235462709527897,0.08787879690280671,0.006845998139666875,0.14674777315316875,0.09103605509543143,0.02248639517798447,0.03011097929528371,0.044291298379835184,0.1319579648306075,0.0942060044654141,0.0686929869681342
HALLMARK_ANGIOGENESIS,0.08540863192532923,-0.04147078770458147,0.08041773007279832,0.09177833179743954,0.05337829728134,0.027945227361316473,-0.0020598076532632585,0.07754620128880993,0.0713671249094827,-0.017595268228646946,0.001069411016950135,-0.11450189361218412,-0.07868495948437132,-0.11014733356563762,0.09136457440314502,-0.07349619979618541,0.018408418720760402,-0.06417090331193505,0.08072674825109198,0.005086997513704883,-0.01895291042766676,-0.04244554786141033,-0.004519780763579429,-0.09363309095439871
HALLMARK_APICAL_JUNCTION,-0.07934620109331232,0.14609763906077045,0.05235741095297962,-0.018280552864042954,0.0655422096010345,0.032374827945393446,0.010902818921162408,0.13876964056116176,0.10748208445903812,0.01799576857323951,0.04883630169688418,0.02454539088868834,0.11866890538957815,-0.08379095880183732,0.14811200553404,0.05623617728841973,0.13821014990971028,0.15647157443292012,0.10303110193476099,0.04719178336403951,0.03423048586698667,0.19627831823532108,0.13252091220632456,0.12892667340903383
HALLMARK_APICAL_SURFACE,-0.13446797421065101,0.13780999478642744,0.026800441921840158,-0.030350994303900897,0.06642561031526352,-0.06881854755256916,-0.002650363534548212,0.016855899297796906,-0.020304850589186928,0.07906352111073472,0.005923084478092349,0.07788784064079485,0.08025405738095685,-0.10456070441786927,0.0956211320515544,0.042094379306952014,0.13679386037618313,0.10918472114139326,0.03993541592907658,0.008583884366524519,0.030267613265179474,0.17100735586196036,0.09475116347358174,0.07464795139780352
HALLMARK_APOPTOSIS,0.022215228500525982,0.01641595890323753,0.0744036836523597,-0.02710538925522758,0.026983674603535027,0.059640576572954324,-0.0005522186539578299,-0.05788038216185425,0.02203539911613183,0.009962996206205273,0.029834424894182105,0.005039705246436896,0.041901307525084586,0.04250771630522284,0.0756180143542742,-0.0005202523138000336,-0.016641075602019193,0.007531669767176693,0.05668734159325661,0.02613478167463247,0.03276544429613262,0.17938978002441533,0.013412379067834917,0.06775213024383928
HALLMARK_BILE_ACID_METABOLISM,-0.09418835152759031,0.1689102586339574,0.010657749139879573,-0.013204409179577305,0.033899265684837886,-0.00023856132726003424,0.013010908095257439,0.010872923613126178,0.06585837822672885,0.016101652695434125,0.00828077461648772,-0.010480131921840613,0.08118451030797964,-0.026654037223669793,0.12682838697429166,0.06884756299821151,0.1507421271705903,0.08487035061840248,0.05150372076666636,-0.0058291312094724546,-0.014306390964560042,0.1571445867521214,0.1279577458948783,0.0026546713336583843
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.06352779123629454,0.09841822267415644,0.012265228613127854,0.014233752083563521,0.05999184336834728,-0.004544356162805802,-0.06341264487022355,0.1041068466177545,0.01466151267459588,-0.027339078717081872,-0.025004568009596093,-0.0972857535971927,0.0874909930740126,-0.10032221276064092,0.06533558638998094,0.027238990319436454,0.14730117715288688,0.09419767453473658,0.10327529083550292,0.05818803741098352,0.023141842809267583,0.14004742402259254,0.055903775589122365,0.09613547947500364
HALLMARK_COAGULATION,0.05063088784932764,0.10386139707901648,0.06362416042025161,0.028791969194516962,0.0813471483932878,0.01905251360888531,-0.009733393643238275,0.04317996329815911,0.06683589232066028,-0.01594963706155869,0.047334913477746224,-0.11213579067946303,0.04251938246908957,-0.026978025417400273,0.09728074842815518,0.08927497950414638,0.12288258877623308,0.13785706231928405,0.1643098004714799,0.03339779050193255,0.03178219630644177,0.17020297109505617,0.058179242649616617,0.05684346840505629
