,MGH258,UKF251,UKF259,ZH1019T1,ZH1019inf,ZH916T1
HALLMARK_ADIPOGENESIS,-0.026353201558282604,0.040400306043169715,0.06142881935262969,0.11096527332889643,0.15812026341287433,0.2113204494067228
HALLMARK_ALLOGRAFT_REJECTION,0.14225230532390906,0.05554088972082422,0.0406168889381075,0.11729963425636519,0.10505519823552566,0.22612899701417472
HALLMARK_ANDROGEN_RESPONSE,-0.02235866087276083,-0.021477139476433597,-0.04145567752822773,0.17229778989402653,0.0019019317903439406,0.1604247269666675
HALLMARK_ANGIOGENESIS,0.06361074883119361,0.029752390718377274,-0.06634428199684508,-0.08096358190538111,-0.10862210122758104,-0.09343866325625783
HALLMARK_APICAL_JUNCTION,-0.04855436853654727,0.04156592317260141,0.004074890767147493,0.07516792501863981,0.17544913690770592,0.21346443275902144
HALLMARK_APICAL_SURFACE,-0.04212778167931674,0.005580031337852103,0.07490258113837558,0.09314487198895018,0.14671679162121593,0.16631113187651964
HALLMARK_APOPTOSIS,0.0006364392408554228,0.0026963711100792265,0.045061960963415644,0.006363490283449577,0.07378549488812282,0.1001733289007674
HALLMARK_BILE_ACID_METABOLISM,-0.053191967483276974,0.0060590893317716684,0.04379936921198646,0.09147061622562551,0.07941229399934378,0.1348453189399596
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07029080686233884,0.05806663429857653,0.0025357280260716935,0.1798131719564192,0.14812195077180018,0.11490447688354158
HALLMARK_COAGULATION,0.1750690876212997,0.11400961974761689,0.04883920166441318,0.05215024327185034,0.1595594206682805,0.18417709324138065
HALLMARK_COMPLEMENT,0.10203095884267259,0.019443997571786154,0.006500681778308349,0.11411057800794037,0.1327030039781977,0.16244134226994444
HALLMARK_DNA_REPAIR,-0.030083621660854903,0.0420846597166987,-0.005573533745945648,0.14668895987608874,0.20637482792248737,0.1927370873899871
HALLMARK_E2F_TARGETS,-0.050046306015198834,0.014675885857126376,-0.006040451508236577,0.13866403600632635,0.10617804343840823,0.13764981314075547
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.024909372453450422,0.0178907427468345,-0.03646617291629085,0.04625667755654148,0.10404748425991717,0.13362537530709273
