,MGH258,UKF251,UKF255,UKF259,UKF260,UKF266,UKF275,UKF296,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH881T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.12878323161501656,0.04722572604782905,0.1756263191195368,0.06854419531265213,0.14091478992732617,0.019755056877473497,0.06330257022983445,0.07412775738203287,-0.012689312235358777,0.016691528436277567,0.16289433003842962,0.08256182527813008,0.03110118976269605,0.06263197413406489,0.03305839364865583
HALLMARK_ALLOGRAFT_REJECTION,-0.09695446414461358,0.0029663960568323978,0.09184177368202817,0.02838576690031594,-0.01540967240185872,0.003505450006044539,0.06709064772828767,0.008564334172362843,-0.034423173876518956,0.0028273764025575536,-0.023008006035714276,0.020693608419771643,-0.0028985172949177137,0.0438440071233929,-0.002948554820992059
HALLMARK_ANDROGEN_RESPONSE,0.08679695167338342,0.0891456867652032,-0.001976828157760203,0.05786229068401271,0.01649135454106374,-0.03547922722713927,0.007498619047658419,0.054171824234752815,0.0021902718405697377,0.05334164902147742,0.019229189161109606,0.03774954026810333,0.004244541944158101,0.03049731797422559,0.0306607054957579
HALLMARK_ANGIOGENESIS,-0.11359392962272204,-0.036421541356237826,0.12960083901200276,-0.06685735299670476,-0.07785504513548404,0.04113501504317336,-0.052691743888368836,0.020891921873158897,-0.02460273531476615,0.0735671440758028,-0.19239784695187115,-0.002244078643486217,-0.042103632704917626,-0.038729402401623085,-0.009959062650822442
HALLMARK_APICAL_JUNCTION,0.0932238522496894,0.07557186172086874,0.1587997187145788,0.05352197929759363,0.2015061478031701,0.010421189806878546,-0.04546098608821405,0.05894539589200969,0.009696663285659594,0.10239248259668607,0.15460318447021257,0.02060874677597106,0.06294506211634536,0.0766166042272294,0.10474931363111187
HALLMARK_APICAL_SURFACE,0.14355059407520304,0.01617704094730583,0.11459080537586824,0.04325131956181935,0.19967238842332474,0.04146319209018988,0.0012767562595061934,0.0028381133226811793,0.027595185841034865,0.05958201904446087,0.13870841175199558,0.14329765169981437,0.06416448674640289,0.038131864339619195,0.062436543603369525
HALLMARK_APOPTOSIS,0.07663674012332661,-0.0253208689613969,-0.049891769940247306,0.018132268611900725,0.018783255564979603,-0.0226401658412001,-0.11478121055856028,0.04627451606011945,0.060027478227976036,-0.04105743819351285,-0.025247503906408692,0.010796636878417969,-0.03197815251992601,0.08739818942462568,-0.011908351185321733
HALLMARK_BILE_ACID_METABOLISM,0.07160421548729722,0.11572883315333085,0.1703886026091391,0.06700270200679209,0.1643306820466184,0.018145531123360058,-0.016328902975898285,0.04217865915769322,0.011751156807382077,0.0693603334924899,0.1794556683660729,0.0837565916141415,0.05538622500282235,0.04800422352523635,0.056599458635369
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.13217925538503106,0.022947129326210246,0.1226310624077385,0.05261051380201558,0.13242289679156416,0.003816709507340024,-0.04927751296794162,0.06600264840828549,-0.043259844817914034,0.10362420639767894,0.15636317369112063,0.12525786589499566,0.05087709151720683,0.021896339117536186,-0.05506755413701734
HALLMARK_COAGULATION,-0.0705720855495982,-0.02220819219445065,0.09247924555632103,0.05517478426974687,0.08492290633171404,-0.03514093794073345,0.0325971422085301,0.08316665570390186,-0.01841281246530545,0.06219111400462632,0.09266747588237326,0.07752862592901577,-0.0344010975911118,0.0212019719642605,-0.03868904815145502
