,UKF243,UKF259,ZH1019T1,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.017405469794498172,-0.019418916591310963,0.08390378618838543,0.09807181248326945,0.054097648314304504,0.11715751511080157
HALLMARK_ALLOGRAFT_REJECTION,0.03865106371483433,-0.059006769904857204,-0.017058402231810817,0.07834978019622464,0.04244787338669348,-0.012902736083901222
HALLMARK_ANDROGEN_RESPONSE,0.021167539624163675,0.06371367681643178,0.09419734056942727,0.053302837709737386,0.05882345285845488,0.05613635020662716
HALLMARK_ANGIOGENESIS,0.09249034909025795,0.029861003293173316,-0.03244079305162105,0.13517577855484675,-0.03549560057823817,-0.006109979359915392
HALLMARK_APICAL_JUNCTION,0.0155174197067569,0.011533138740643885,0.06846669372127008,0.09848142265083588,0.04478958945773937,0.12985319050218339
HALLMARK_APICAL_SURFACE,-0.05665282600590733,-0.038751392274548865,0.005269906734919592,0.12381754180540307,0.021693657118936737,0.023114809118778796
HALLMARK_APOPTOSIS,0.005240222188634717,0.009475621631694308,-0.07888510613742471,0.02902836364532613,0.05229689524131973,0.06376735383620566
HALLMARK_BILE_ACID_METABOLISM,0.0006704920868035556,0.016158984296748342,0.02627879628150824,0.09042074391217506,0.049595109430063906,0.10440535640938041
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0001485475460457115,0.01132821560900879,0.06625954180555049,0.0400127444374944,0.042178229515242825,0.1353659454420765
HALLMARK_COAGULATION,0.017916888776542517,-0.02523857270581884,0.06168999336274728,0.0783091356759353,0.02746711894293978,0.11556732406534483
HALLMARK_COMPLEMENT,0.027081691502288167,-0.04560532833064891,-0.041708379255353076,0.11660012284709155,0.034176777616482586,0.043000280362400035
HALLMARK_DNA_REPAIR,0.033849947680401636,0.04529662531459646,0.05955103694200843,0.11503297905028992,0.07929929515351884,0.11337077396441016
HALLMARK_E2F_TARGETS,-0.027166497832401326,-0.01978248104125902,0.02051599371556065,0.058369613720128506,0.020365414457371087,0.12946448245455525
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.14386120898956894,0.013687927756951365,0.0909644528785107,0.11781864248831694,0.020149167538906602,0.09911073363326887
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.06825587160828453,0.006833056296367615,0.01918822234448941,0.06369903234581098,0.0405261607533842,0.07979861952152222
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.07291157257012906,-0.011924873166221086,-0.026676291045223458,0.1061086001344329,0.03438807097874186,0.06522926675632404
HALLMARK_FATTY_ACID_METABOLISM,0.004802484916935594,0.03654749335066154,0.059670535203394284,0.06848006864194682,0.07156377917998276,0.052890152334531024
HALLMARK_G2M_CHECKPOINT,0.04838527957152528,0.0378092195884911,0.08292515541643071,0.1433762102648526,0.03877329867623329,0.08603461044482334
HALLMARK_GLYCOLYSIS,0.030560920533737025,0.04907509521647905,0.007574899940136577,0.11410538614875625,0.05059681994878861,0.06397734787021764
HALLMARK_HEDGEHOG_SIGNALING,-0.08001475986468812,0.05065886160346311,0.002431666881836163,0.07077928360340019,0.0006611192302109325,0.0060930045694296475
HALLMARK_HEME_METABOLISM,-0.014413498549014882,0.04117965855259692,0.02436692577525904,0.14142768273021636,0.05219047501834099,0.06537548442642756
HALLMARK_HYPOXIA,0.10747308441112267,0.004469343086640164,-0.03401061122319476,0.1089244681051124,0.022451942953646838,0.030687868873611437
HALLMARK_IL2_STAT5_SIGNALING,0.0433624829534431,0.020724847528746985,0.0008444766523291341,0.04029175860181942,0.009078810658293817,0.12843592494466638
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.10458171903122568,-0.006268661988540163,0.07524218849383264,0.052082106439552106,0.02789213189906904,0.09639357281417621
HALLMARK_INFLAMMATORY_RESPONSE,0.05626855073429076,-0.03756524468721233,-0.03649032724185653,0.08862612377422725,-0.0059585359988262535,0.04312898591052044
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.051605952172268016,-0.022386973773039002,0.021575849025946107,-0.014533385905184526,0.06757785071610342,0.02053991658328382
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.07800772897322347,-0.01828548143007542,0.07127029113441122,0.11803328863413046,0.05553506959312061,0.10138671109918146
HALLMARK_KRAS_SIGNALING_DN,-0.027186770730327704,0.017370437818416833,0.032201709378057046,0.11175314703956837,0.05889488768811836,0.0341609378735694
HALLMARK_KRAS_SIGNALING_UP,0.03677640012224411,0.005409142486635293,0.05036290321059688,0.11148525970417208,0.04260837474553077,0.05175777260968273
HALLMARK_MITOTIC_SPINDLE,-0.02417533000057516,0.04525884653902457,0.04769375041972236,0.07931038269024691,0.050901479902496036,0.12171071078990253
HALLMARK_MTORC1_SIGNALING,0.0525101676495257,0.029054465820165482,0.01555924882766657,0.054430284943022295,0.061838944640234574,0.025538520995067083
HALLMARK_MYC_TARGETS_V1,0.051507112696987094,0.04408404649430097,0.012815596634501053,0.08858082246997884,0.07323062737502363,0.10035009850166351
HALLMARK_MYC_TARGETS_V2,0.07052460820001716,-0.02980066618741705,-0.009941218252874048,0.13409306392122056,0.035280705778431745,0.11211718690824593
HALLMARK_MYOGENESIS,-0.036979039522284755,4.3722540403091465e-06,0.022670361301405904,0.08397042502440207,0.04715430959829075,0.0475109731200574
HALLMARK_NOTCH_SIGNALING,0.027912863521165177,-0.036620860476769566,0.11549103890527734,0.08420110204596849,0.025455720585931034,0.09873736884230713
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.03525761518754978,0.04371535646539842,-0.0021602066889298654,0.07452591218765159,0.05665632978609246,0.06679512645461258
HALLMARK_P53_PATHWAY,0.011470241604790187,0.0071278431193995545,-0.02192680526656904,0.03699318131855939,0.10178913172899647,0.08476340868520832
