,UKF251,UKF260,UKF266,UKF269,UKF296,UKF304,UKF313,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.04199495379793664,-0.028187087843254292,-0.023392455668192084,0.2826001272226682,-0.006920117819661923,0.03208826465564878,-0.026933269349027966,0.06470766677187352,0.1937432355587278,-0.036137372207124256,-0.05940872025441,-0.0027585812820524625
HALLMARK_ALLOGRAFT_REJECTION,-0.030678501478147827,0.044471553531108696,-0.04314340354355414,0.35743373362795045,-0.018952177069177404,-0.025651191233769646,0.04290274949716073,-0.03635461799947446,0.19496923624493862,-0.06369961081591534,0.012677475791291885,0.015154106535503866
HALLMARK_ANDROGEN_RESPONSE,0.02264390581061768,-0.07839276386045448,-0.02110268748250164,0.32630143514684234,-0.025914641254348104,0.05278162280844305,-0.028993466154785468,0.0469115944601266,0.11068650084400314,-0.0027471340212354652,-0.07855364821853277,0.07219880374642905
HALLMARK_ANGIOGENESIS,-0.051096994397421415,0.05216033270530134,-0.035100689954616765,0.36085635815612543,-0.008681813049904053,-0.012901442441532997,0.012031108331263304,-0.01802217159268971,-0.09993740631698125,-0.06491162067895064,-0.12627011314060108,0.044371599737872594
HALLMARK_APICAL_JUNCTION,-0.015786776499024612,0.0002736202949582929,-0.04408554940788481,0.37222962552928995,-0.03669789043396263,0.008498302465236886,-0.01969425885985545,0.03696246132093812,0.2158618506809297,-0.02609950297670543,-0.05686740201607149,0.05400164407069319
HALLMARK_APICAL_SURFACE,0.03921036777699355,-0.007630265238547049,0.04035568759380889,-0.14199432995082706,-0.010797578518908764,0.01396384528555339,-0.0029423890884371614,0.04710846223763265,0.20693617312409607,-0.043251972867112465,0.006936083761902868,0.022893457573438344
HALLMARK_APOPTOSIS,-0.009128055730138139,0.06898296271123408,0.02017224330137245,0.14076924678786323,-0.01803798236881693,0.008499734439191421,-0.0892601407082958,0.05825010875539609,0.10451521342930928,0.001650716583497424,-0.007745827072617975,0.05727310650058662
HALLMARK_BILE_ACID_METABOLISM,0.05831822868876168,0.035591273068030185,0.010595279839135153,0.3769259185781155,-0.00485582255926888,0.05414887303968255,0.014879049112203339,0.13360566056401676,0.11013448580637214,-0.06888153731200927,-0.0534407361915689,-0.05771158213832316
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0594615064745981,0.04247000796596633,0.030159132849895423,0.2563765710696292,-0.011325631510951362,0.04230746993542038,-0.027849915551502392,0.03680537198124832,0.16851431417904333,0.050933117434582974,-0.05193532767254018,0.005622580386983083
HALLMARK_COAGULATION,-0.06679387061753371,0.14657487222690554,-0.020198296707900146,0.32733921439062796,-0.0656754514140999,0.02699328445660892,0.037755607878180525,0.05037843677179029,0.24742985331540032,0.010968017374970551,-0.06184288211459032,-0.006296990007325382
HALLMARK_COMPLEMENT,0.0008742050940563215,0.05283733043458039,-0.045573751568633615,0.36152563539892263,0.010657208508022386,-0.005563477468351094,-0.015315202422582518,0.062195067095655206,0.20900263460273852,0.03246746075733589,0.008745191577610273,0.03537663468144248
