,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.06824114200210527,0.12517111425910582,0.09424999300142924,0.004091305432495559,0.179698759967668,0.06930682403106554,0.12759373072965607,0.103313746196024,-0.06299454577251756,0.039542756784383334,0.0006906132835884894,0.22749157170952625,0.13827133339474842,0.18563144659766934,0.07331662396302463,0.05941639025745615,0.2809613863052192,0.3631140902396606,0.02352826636788148,0.09295909155731327,0.0029220336778317617,0.15360384672745556,-0.007189745560353979,0.16876848013085322
HALLMARK_ALLOGRAFT_REJECTION,-0.010189340043163311,0.10460566927911688,-0.0769867419859927,-0.03648386622702026,0.041180221727477186,0.07412643298698644,0.06857419577810353,-0.16010996780101067,-0.3183322048837244,0.04254688674245983,-0.145810922905893,-0.45926734521381496,0.12188256496700707,-0.13245932726220472,0.012149078402533929,-0.0012462793012659955,0.158113953310299,0.2527022373594306,0.011261532840541792,-0.011187766959721842,-0.08564298431917285,0.10702946379341254,0.0866340580472068,-0.01317624214351968
HALLMARK_ANDROGEN_RESPONSE,0.10698894267770492,0.0602022155092843,0.07071071735262259,-0.03408607689315522,0.0677205104349805,-0.0047100493100372546,0.219076229694121,-0.035947454364891655,-0.3092492521741478,0.0012896669497428639,-0.014423329668818551,-0.22269829865922727,0.1469424508019198,-0.11078349863883524,0.031747652715575614,0.016055144714111954,0.25376468856333523,0.2771354944451733,0.03579946572040923,0.010734342079761252,-0.0012122433784804991,0.09766626406626285,-0.020011017995970236,0.05044478112422467
HALLMARK_ANGIOGENESIS,-0.0003627336076804905,-0.1852600865942013,-0.024154399935370253,0.1039909975620566,0.11609884667781122,-0.00929051447630381,-0.2675469314181149,-0.20368856750993702,-0.3943324544936813,-0.17937221059394376,-0.1521993055019853,-0.4780889920988334,-0.021986868799372714,-0.405140015862127,0.09017781270341108,-0.07715347021239613,-0.035704163465592444,-0.2477429434254802,-0.03205041670595793,-0.04817003779838065,-0.03670150896949801,-0.07351553723906105,-0.19394184387897537,-0.22987281782648603
HALLMARK_APICAL_JUNCTION,0.0929198583394028,0.08431824516534438,0.11349880757673245,0.007418223959661699,0.19091770344649764,0.013262123439117831,-0.004767470638075271,-0.08589039811024218,-0.25937670489400433,-0.10218061453994982,0.027935220418811475,0.09216005583016923,0.11983802251238995,-0.1965588442822649,0.054866633721178254,0.043083580159927845,0.31105908254099207,0.32888388754399134,0.03671283417567646,0.12388603570618398,6.277333036503172e-05,0.12499200034220345,-0.004603988054075455,0.31061780786873167
HALLMARK_APICAL_SURFACE,0.05600930963623564,0.21291210128593885,0.17507929125317248,-0.023725530107461475,0.1966327809023603,-0.002924320273575228,0.019516388548403638,0.2143593643901602,0.29445928679124145,0.08049496860298366,0.20836319129506836,0.28115047766979323,0.14633746220018198,-0.042804696639805795,0.0014370935943091212,0.04862428506881616,0.2578239702700181,0.28246078691265086,0.013178076331675703,0.0649925883876085,0.05311766807677513,0.12936112313865292,0.1201620004123297,0.04531961472338055
HALLMARK_APOPTOSIS,-0.03300552005965244,0.10347764723374715,-0.06479284140155168,-0.016824383712613283,-0.014849724335098551,0.010856521627106791,0.03080302024496559,0.04750663260958035,-0.008884852453982387,-0.13024593366527407,-0.02572190209607172,-0.07633745000816586,0.054590879722126076,0.21543092907917788,0.061739192600815694,0.08126331228524036,-0.13883683024668156,-0.1685956280880634,0.009949956534371888,-0.02499645145861322,0.021317424397661426,0.07289438290149282,0.10053763840047066,0.21696129927906155
HALLMARK_BILE_ACID_METABOLISM,0.08364375258019473,0.03848357957092403,0.1535343870532224,0.03471090905515147,0.2066283834513324,-0.0007901642080166276,-0.021641093338841014,-0.03368963198005275,-0.3802299417574115,-0.06774499503684032,-0.08930292356720979,-0.06576249547029883,0.03941342016157574,-0.06466965867694956,0.020400684507357096,-0.0013038074936891776,0.28831518337956363,0.28300083983140695,0.08525543099187542,0.07396393199449662,0.006107698471480114,0.0983595868681782,-0.08773484617916145,0.005403710855801349
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04200930547755416,-0.023433382443244492,0.15713095142490857,-0.002481067280803635,0.1318567919541395,-0.0033113606559215672,0.001954381792777295,-0.11587697944659703,-0.2586588384727239,-0.14145254647133945,-0.05649893614516998,-0.3678367629017726,0.11309544055740521,-0.31318862261757363,0.13305390370770076,0.06607276054792166,0.29828361810651216,0.3295543363921226,-0.055526242810165584,0.0584353553284949,0.0001542707581455424,0.11372469862981896,-0.0813954188365598,0.012363041889114348
HALLMARK_COAGULATION,-0.04413234222759741,-0.007680404327093548,-0.015358674678356927,-0.00817802703260641,0.1451358464016473,0.001527295628011054,0.12409264139531027,-0.17376476201810284,-0.4000652985543141,-0.02388907537599612,-0.21430213420819197,-0.4908241936363254,0.12719807469753028,-0.21224869210197336,0.012862817049367245,0.06975480895314735,0.1568671034964012,0.21727918677454486,0.009697162649309329,-0.06978310787819518,-0.013740716111552904,0.11621521024822752,-0.0583661234334388,-0.1483532795213167
