,UKF275,UKF296,UKF313,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.05420713388060351,-0.037712407592554745,0.013583318599306518,0.10530412066877362,-0.007391687280576453,0.11837800719550368,0.061637925048122544
HALLMARK_ALLOGRAFT_REJECTION,0.11847620555893532,0.08744019553202428,0.04624273408477754,0.09622256604312122,0.006517417496382679,0.13636270253293656,0.10545016589638476
HALLMARK_ANDROGEN_RESPONSE,0.08473616565113899,0.03985263468413778,0.04631681917987308,0.06523559458146734,-0.04497030250193739,0.09973599800389438,0.06717804710832445
HALLMARK_ANGIOGENESIS,0.043858081437592504,-0.004980111353388954,0.1010476266703067,-0.04961648361324237,-0.037688711631655686,0.04413715317204332,0.09328994128824482
HALLMARK_APICAL_JUNCTION,0.09255362697195359,0.03241738386409975,0.05994028157590816,0.05888921867448156,0.0012990137192886398,0.1567942462425701,0.06753337543556955
HALLMARK_APICAL_SURFACE,0.02180752107159949,0.025679481901568595,0.07683884551551444,0.10518474046100268,-0.03435361343487674,0.15396802470336318,0.034771521628242735
HALLMARK_APOPTOSIS,0.06898571914388703,0.021504705092199563,-0.05524319582572345,-0.0017163230188672024,0.01931375527592036,0.050813882689082844,0.06571214407683439
HALLMARK_BILE_ACID_METABOLISM,0.05761834735421688,-0.047046370248712534,0.003731868526331955,0.06471045015754372,-0.022289633079759022,0.05303745860385606,0.08234844049572793
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.049368688895921324,-0.015293313004463936,0.007907913610032985,0.07229620360690929,0.005054498383545794,0.005223223897023038,0.02766306074212454
HALLMARK_COAGULATION,0.07985215175394278,0.023561828591147155,0.14208074352109365,0.08019724969763908,-0.024007508846925256,0.12502118287468256,0.05446860087710581
HALLMARK_COMPLEMENT,0.05289461971188006,-0.008544539936631497,0.04047102880031703,0.07313781151041354,0.014995382459946383,0.03675195083301271,0.06681451939372533
HALLMARK_DNA_REPAIR,0.07119486351019542,-0.06120240322592391,0.05080341983520566,0.09464247625718303,0.030718969310450456,0.10647281877352448,0.05579877779369095
HALLMARK_E2F_TARGETS,0.048422150120952384,0.01736966521794557,0.08161337219689334,0.019256588274504893,0.02235945856431302,0.0669285626143122,0.05527416443044198
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.021507719488663476,0.046981517137303634,0.12521840461208777,0.03759805577324993,-0.033955970853542475,0.15795979176520028,0.10652808845906822
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.004349204908009231,0.015505749299518394,0.06322217270795755,0.01849803440052703,0.014076186465320908,0.09591905646827534,0.04861687786280884
HALLMARK_ESTROGEN_RESPONSE_LATE,0.03718100651833632,-0.06369375466438869,0.007233489006561343,0.05566220571140648,-0.02123640173458742,0.009483897476068245,-0.039833011520091305
HALLMARK_FATTY_ACID_METABOLISM,0.06564642170452982,0.0026301204076705394,0.007589477621990534,0.002380402997162023,0.049888789341977983,0.042267863560496,0.015575534002600987
HALLMARK_G2M_CHECKPOINT,0.08201295960331231,-0.040911260852093824,0.04807605947838027,0.033337518084297295,0.0060259827276344154,0.06330833826522397,0.10189307576551944
HALLMARK_GLYCOLYSIS,-0.006594464983766105,-0.04580582086214881,0.04563614919388525,0.09114625773010199,-0.016426775868757966,0.05166105486107105,0.039589368542464885
HALLMARK_HEDGEHOG_SIGNALING,-0.049568924798186184,-0.05777829621408639,0.07574971845293532,0.02395594371407223,0.040577470369643306,0.0021619920967232485,-0.05919299295147399
HALLMARK_HEME_METABOLISM,0.006423457735159606,-0.00681595905616152,0.07365764335847433,0.09203329180801705,0.0165805857682624,0.07756874981650956,0.015007148836024194
HALLMARK_HYPOXIA,0.01202980527236048,0.005434855460729674,-0.006701654821164299,0.00880585074180345,-0.05602407219781443,-0.02966073767351956,0.08040867952044235
HALLMARK_IL2_STAT5_SIGNALING,-0.013246095865053313,-0.019255652796301915,0.04684004814624612,0.0900130490462202,0.003347983832989112,0.07912400932736179,0.0756167030870096
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.06367579009887192,0.042466862051706133,0.019494567110855728,0.08194124844678229,-0.013147645829021134,0.037031954432612334,0.0883017107008955
HALLMARK_INFLAMMATORY_RESPONSE,0.03468730879126187,-0.10037154470866354,0.020076212147833516,-0.00650521235619875,-0.003770269515284312,-0.03153409113852385,0.07248665764898753
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.09139813197887015,0.05929402031812453,0.021198417993670032,0.06208305061927736,0.029742068733807334,0.20245625617583732,0.06820253430401285
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.11853420646160667,0.07159399936719837,-0.051652985138103916,0.05431905634177688,-0.017327810069598628,0.12968514217896643,0.12829794253772364
HALLMARK_KRAS_SIGNALING_DN,-0.032757337490470946,-0.009091070360307459,-0.09806734160962366,0.08118936566676814,0.011115844364878915,0.07159015124988262,-0.0003331879618357162
HALLMARK_KRAS_SIGNALING_UP,0.03610129345273802,-0.03311521461349445,0.07500894119024552,0.07234983739076559,0.06447321578781984,0.12877300297052946,0.048269484361404616
HALLMARK_MITOTIC_SPINDLE,0.03769380805065113,-0.017145578265345518,0.07737450786671299,0.07863006093852389,0.03797015381460897,0.13031923461359607,0.0380918776741265
HALLMARK_MTORC1_SIGNALING,0.0333970743939022,0.0038855809886460015,0.0539560931573921,0.023754524315057073,-0.04654509609395749,0.044273662515718966,0.020802213275883497
HALLMARK_MYC_TARGETS_V1,0.07090616846830967,0.00686757928628523,0.07733345867072024,0.0693684958080628,0.02667563056258545,0.085943569271071,0.0571804916969478
HALLMARK_MYC_TARGETS_V2,0.10798902020070046,-0.037079883669869626,0.0271396238052229,0.04064193320057478,0.005195292667354252,0.12277867417144674,0.06704768492760974
HALLMARK_MYOGENESIS,0.06878678785033447,-0.013826233971937774,0.11316800729935103,0.07123034328175117,-0.016973725759253128,0.19360206376921657,0.02304901707293455
HALLMARK_NOTCH_SIGNALING,-0.0037837494236400114,-0.03310569164951649,0.0009607554597669553,0.07397187606225698,0.009720380819369245,0.12315853995857999,0.06466967881557319
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.027982423754551008,-0.03449709198135785,0.042269255627380535,0.07229954837969374,0.02206712965297025,0.08985993394259663,-0.01072845809005995
HALLMARK_P53_PATHWAY,0.0661013105585111,0.023939514789986224,-0.02094056704805202,0.11265674144216195,-0.01392926926437488,0.07125262663532725,0.06840689494582082
HALLMARK_PANCREAS_BETA_CELLS,-0.011889121492817348,-0.04124081060294268,0.026855313336211595,0.044771123977120506,0.06189919291020521,0.03270526975655073,-0.07712732711198918
HALLMARK_PEROXISOME,-0.04890393975649674,-0.026246700442497318,0.056323999738295515,0.064804660698499,-0.04184553382806715,0.03640830155329643,0.03794930527273631
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.018037017108192492,-0.038360475599147424,0.06144816032819326,0.07112236616595043,0.0231336807405959,0.14030612349838772,0.04263916298164792
HALLMARK_PROTEIN_SECRETION,-0.00562113657600617,-0.06261382699655206,0.10124106440769878,0.08900065308563486,-0.001969514789765436,0.10422231575944323,-0.0001905509347323954
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.044952507821895124,-0.022016583371025022,0.032220052825457264,0.10678560339947972,0.004088590537979621,0.05836872596382659,-0.04336389996338742
HALLMARK_SPERMATOGENESIS,-0.025102453478580276,-0.07850111979744183,0.07851569387697782,0.05836102134861826,0.016686516525327325,0.04151884253513124,-0.015561768725703208
HALLMARK_TGF_BETA_SIGNALING,0.051666640436443194,-0.027478569995267637,0.008349836635277505,0.04220189396273506,0.007130071385988456,0.13898900537996858,0.11612936909526808
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.09124717249534807,0.02357890143552641,-0.020968997430550754,0.0028351193217239974,-0.05715026367844064,-0.08526872276196987,0.10618705049264013
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.07068504007029258,0.02651873888907966,0.07426196988522463,0.054413837205072535,0.012793484540533553,0.11556361799260918,0.056015380969030935
HALLMARK_UV_RESPONSE_DN,-0.07605789529794192,-0.028073384252158863,0.1098677865132186,0.05082101278320665,0.018009278632417268,0.1390189207612836,0.023702647594243616
HALLMARK_UV_RESPONSE_UP,0.064394105016086,-0.041324165617432636,-0.013849750603861425,0.06675784529499833,-0.016229410222138273,0.06057839507586778,0.03466851631971952
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.04914713674321066,0.06821165222493748,0.017096654909774443,0.057857373044670805,-0.04786245080205021,0.08549980886785075,0.04871419004991557
HALLMARK_XENOBIOTIC_METABOLISM,0.07999068827814525,-0.03581682841494407,0.06291282876469423,0.07209666794903603,-0.024302210199368318,0.07111191268958693,0.06258208854104462
