,UKF259,UKF275,UKF296,ZH1007nec,ZH1019T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.014431870895054858,0.06502704876944694,0.0068135590083157685,-0.0010138224997099435,-0.002640160627300178,0.013779381926714337,-0.012227210809071104
HALLMARK_ALLOGRAFT_REJECTION,0.009577164557452843,0.05865712495737363,-0.0017149833025007256,-0.037013543931562455,-0.05330708937686232,-0.039019420337761436,-0.012075246915787999
HALLMARK_ANDROGEN_RESPONSE,0.054359602631065394,0.021684235984007674,0.0468240610978557,0.06712462833889403,0.07335737830859497,0.009669899295665235,-0.05325828831393541
HALLMARK_ANGIOGENESIS,0.031437645113364256,0.03901379816456579,0.09248726893935277,-0.010455599693906572,0.07895871950666057,-0.030622390090163737,-0.046980884955809946
HALLMARK_APICAL_JUNCTION,0.028977855026951622,0.05958676379429781,0.017644117620661887,0.031109342262934353,-0.030698852065239726,-0.03824818365294284,-0.031094145931563084
HALLMARK_APICAL_SURFACE,-0.013389334981824265,0.02419838901161808,-0.01676917180942996,0.003229743676112431,-0.01217878579510901,-0.066328258632218,-0.03738388504332507
HALLMARK_APOPTOSIS,0.043616953124670205,0.023471178680416736,0.0009373784458680614,-0.0347156182870427,-0.030446332644528295,-0.07332981333186768,-0.026958382863874256
HALLMARK_BILE_ACID_METABOLISM,-0.012269174417043702,0.03366660453115036,0.030647678472824378,-0.006419855527062549,-0.045186117097258026,0.037007608395108436,-0.003641801717525832
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.042310027183146096,0.010314130672956907,0.0346276066089143,0.12489504561117115,0.0035025612925805865,0.032816642723114436,0.013699336432440925
HALLMARK_COAGULATION,0.009333113209652012,0.008866669422729264,0.0750809088226154,-0.03925295211591071,-0.003469879745465215,-0.10195633762287518,-0.0958799697649752
HALLMARK_COMPLEMENT,-0.003716191152859405,0.02449723495537134,0.053473426538571525,-0.024859977606156124,-0.07092084550752162,0.02524761763533793,-0.04026769699952021
HALLMARK_DNA_REPAIR,0.06894043142546556,0.017297883017585444,0.05609891622724191,0.020980440047523783,0.02806646238358698,0.037747760903267584,0.04405133037249373
HALLMARK_E2F_TARGETS,0.027454224262743968,-0.003238179446784204,0.02280508792464586,-0.014467496745357624,-0.014182397035394067,0.0022666729291599508,-0.008303909947954557
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.05512927894888724,-0.007552425946199754,0.037293580481887856,0.0959315636201878,0.011074614306835111,-0.09125884182387535,-0.025336673931256444
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.0007128641590971016,0.04063221695593773,-0.0024167497829460085,0.09421345097761359,0.05324436985666492,0.05082869391891396,0.01224560623116066
