,MGH258,UKF255,UKF266,UKF269,UKF296,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.03386210917868145,0.08554345928376829,0.05230851135207834,0.06987768129651266,0.0005406015196633925,0.02851918807039599,0.012472062223556117,0.04214922283022901,0.015357461266627025,0.05235646490230136,-0.023928571825823825,0.051675122672682754,0.08004677346163194,0.05936869461752664
HALLMARK_ALLOGRAFT_REJECTION,-0.01773010070751752,0.01194545412863051,0.06860866635498371,0.095541993088883,-0.0026786263498169123,0.004020148806425778,-0.0436321553583915,0.04678014796135477,-0.03563037816149972,-0.02564261416330319,0.05673544525179399,-0.03346896817441145,-0.023736902611006187,-0.015045872626576667
HALLMARK_ANDROGEN_RESPONSE,0.03460072031281618,0.10972486022933502,0.07162380118692993,0.08113340232210028,-0.010398170617638227,0.033198041530645046,-0.04283401262744304,0.03366763029288422,0.012516482845507505,0.037396731017958464,0.04403504284642127,0.04352653042762469,0.10193702605427439,0.03107044598320686
HALLMARK_ANGIOGENESIS,-0.047440619429027484,0.027689022158800477,0.09785359412309204,0.1306316297489341,-0.015613784893143896,0.002301868128579623,-0.0007744633458771842,-0.0323963022978624,0.07007840084215226,0.03093944206029779,0.09678306083331796,-0.008402004258944834,0.12213426183645058,-0.028220033109840857
HALLMARK_APICAL_JUNCTION,0.05487074758525472,0.07493019377074844,0.08160500534844196,0.12067891475457426,-0.014186259410896133,0.06203839384138642,-0.03377948415962541,0.03620245485057052,0.06120539511707474,0.07583600678632509,0.03520545663176309,0.03709167215858865,0.14912111859372046,0.04582767770002551
HALLMARK_APICAL_SURFACE,0.09120883280625931,0.08927201834149281,-0.007379861767763714,-0.04457370322880641,-0.01702284941069529,0.09512485584088853,-0.004714383418576505,0.013468597503168356,0.09385029785696716,0.08397340987232545,0.03904356480542209,0.034741590393920795,0.11972539237227377,0.1343480975290448
HALLMARK_APOPTOSIS,0.03334452704954629,-0.04207877152833538,-0.009927822662582136,0.026630128984064624,0.02469412204746036,-0.028157386466154167,-0.013230357666952394,-0.014109598915840946,0.017229589611616542,0.07050350036009008,-0.04075158036380038,-0.04599111716985733,-0.03880654074849195,0.10987002445264052
HALLMARK_BILE_ACID_METABOLISM,0.05884296893571659,0.026597195028505067,0.07505240855281585,0.09854547733197278,-0.03134260705215055,0.03202922587666899,0.05071289865842489,0.038422582478021224,0.02126733688885175,0.09866766436745246,0.0402197247445712,0.04277106753233629,0.11646782164485833,0.05996485920211773
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.009015160874642287,0.06004650121504685,0.08962862607826436,0.06941628466445254,0.017983948409248402,0.08011512020917073,0.02191217434850152,0.04901916554643935,0.005181861318762548,0.03254275876888832,-0.018240914606394,0.11483809688461777,0.1295220629548107,0.033206272795372097
HALLMARK_COAGULATION,0.005684666419049028,0.0021687162668192375,0.049301810939378875,0.051199996617326826,0.025986990572329595,0.009791341087615623,-0.05636904504897927,0.010715958990923789,0.06675648852908472,0.10412674559891459,-0.03470423322754393,-0.007761594079329443,0.054109586474700044,0.06305797204145655
HALLMARK_COMPLEMENT,-0.01374719659203661,0.07004602823711499,0.006997375309068444,0.10019601741869948,-0.010182677321706633,-0.04221679301925932,-0.06734479565398337,0.014119754354215494,-0.001957590758900988,0.09555593645249168,-0.02431200827188697,0.06935923873912005,0.09185922672775777,0.11792244081989949
HALLMARK_DNA_REPAIR,-0.020896229534618296,0.06414558443116174,0.08435615327345168,0.113901479789272,-0.015773499612983567,0.04982200591436747,0.03392424933795497,0.06819364546597866,0.023561545543237517,0.12733428478054043,0.03844246059149588,0.08949546746444369,0.15258755157359585,0.03827509025967262
HALLMARK_E2F_TARGETS,0.018475510292719377,0.11524104675584623,0.08253039590346727,0.10371117256605804,0.006689481750732278,0.03711192287280933,-0.014236983071737258,0.022574268322120793,0.039471132312118684,0.09614790408222931,0.057899962122271525,0.052870055740332024,0.11598878135196539,0.03523041979664915
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.04901452937657195,-0.06761688343605368,0.07857280931032533,0.12210292358985309,0.028382941856657906,0.03684128126896153,-0.07162587234705768,-0.05411907353210319,0.052369267102365114,0.09745021904273408,0.018739960572345584,-0.006533680982906204,0.12649399506152786,0.07255362346278034
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.024736631263181794,0.039417046838064136,-0.017426957704031472,0.029806521775847906,0.008548944877609458,-0.010910287270901866,-0.0003360737926637105,0.028167113581391415,0.09547625948884034,0.10251906124028934,-0.02052486359617785,0.1174004760714217,0.15715781275368254,-0.0065790726070081825
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.013996443677221474,0.07905155043999003,-0.011838630990255937,-0.02467611184209977,-0.002458774258701128,0.07888475543479657,0.0688206718764812,0.025605383584915226,0.013615758718848344,0.05515567798464755,0.0300837233585836,0.04692955882693384,0.050584356640396975,0.11246867729343064
HALLMARK_FATTY_ACID_METABOLISM,-0.018476170301496713,-0.09637193873712344,0.014837285970281748,0.056010603180220705,-0.008978185906124205,-0.030982641059296406,0.053390681485522555,0.0033529495430533567,0.024736643506553142,0.05824682213273888,0.02259814021714497,0.09029749951014415,0.12678183552703617,0.0318584277354748
HALLMARK_G2M_CHECKPOINT,0.013114661130878655,0.06762925386730378,0.10227567744795822,0.12053149252924668,-0.001720373429765225,0.06169992331979828,-0.007336151055641074,-0.003449369277262818,0.05999306239435653,0.03697713963490252,0.08428944573534605,0.09137214863715198,0.16221199177327908,0.008555692390212625
HALLMARK_GLYCOLYSIS,0.05755906612361444,0.03712942450501637,0.01665096775162177,0.09725861505372642,0.023278551982864527,0.04272182291196027,-0.014579926488201866,0.03566054031995265,0.10319846394151158,0.07907431974719305,0.08431894783633714,0.11228314150538818,0.14888563499072777,0.12044214600961646
HALLMARK_HEDGEHOG_SIGNALING,0.006231076144672068,0.09485606621313458,-0.05620111061738731,-0.01607779136281187,0.03502792550827738,-0.010458242188527492,0.09862946143658204,-0.024077344949390664,0.1038467558901964,0.03626357161026452,0.06231639722671151,0.08216958600884557,-0.05308894014470505,0.06296947623938424
HALLMARK_HEME_METABOLISM,-0.0009400634853451814,0.06793248421506892,0.05466532254437544,0.09291448210282865,-0.00690362123209755,0.04266638324326176,0.022862888648462396,0.014009126988589388,0.013520013788639172,0.0799410192205578,-0.0023362653937361562,0.10108805924534277,0.12000405381133523,0.10399653885077954
