,MGH258,UKF243,UKF251,UKF255,UKF260,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.04623669355907437,0.045890849589883015,0.025530807833050288,0.08474862440929538,0.07042271774649515,-0.001394088136940871,-0.03997090849259766,0.07159827346586563,0.07908732237350466,0.08168122119452859,0.090533087436132,0.1324347028123644,0.18013922158962106,0.13514650472543396,0.1147390681769224,0.055334115777786935,-0.003221517293955214,0.2280122322535764,0.10293321844981661
HALLMARK_ALLOGRAFT_REJECTION,0.0372466309409607,0.027535296625697044,0.07647456609962545,-0.031027979053813503,0.02728312209610917,0.0452695214609234,-0.004365704940053245,0.10390160336295844,0.08041229052962702,0.0346319467543283,-0.021362716042435788,0.05292616131589374,0.09192222883366477,0.051686162969901535,0.026547603898305332,0.03879212217003076,0.08697700186171224,0.18393420318496975,0.11621162957696622
HALLMARK_ANDROGEN_RESPONSE,0.07941162296473833,0.029919907112169377,0.02815213312294877,0.13465687768203563,0.04007481078284322,0.055915950431057716,-0.007827182528643103,0.07472082933480759,0.08578053523309077,0.08667221436620744,0.044056752601271655,0.0694501327993673,0.17541660632209352,0.10202886932288281,0.06544904008662075,0.043813294093941496,0.07012985808487412,0.14050654465650148,0.16535310331677366
HALLMARK_ANGIOGENESIS,0.035091321417694735,-0.03371711757581682,-0.06946253889330695,0.054784223252458006,0.014850031235640016,0.0766611034487792,0.09702980968605547,0.04690721758145715,0.09814886304753684,0.06336214104939197,-0.03439523588234982,0.08533965024791691,0.012900569813890077,-0.07414139726773009,0.05362591932427642,0.080447389486721,0.01075176130742214,-0.12014796998589682,0.13073684071040456
HALLMARK_APICAL_JUNCTION,0.0896206106845744,0.007123321827882387,0.06926534474778871,0.06684666030589544,0.06399650152212241,0.04689320296720663,-0.015196120796756514,0.07328905960891466,0.10830448260717872,0.11491578279256882,0.017105565503215795,0.14672004225916058,0.19468515559340824,0.13488849831236616,0.0851283463809808,0.09575371056554054,0.03875005919970635,0.22964334063547037,0.15079781399544417
HALLMARK_APICAL_SURFACE,0.03806518227158567,0.05931878693685975,-0.0008424637809385727,-0.022681040040307635,0.05481011374023912,0.05941117150564805,0.07123211718772024,0.021951313456873584,0.008602750670938563,0.0306490547383078,0.10693202680218977,0.06666262635231408,0.1709018677897604,0.14109981892995757,0.05061691348424466,0.07370125622700754,-0.0032857196480173016,0.16623913676310817,0.0452647918451728
HALLMARK_APOPTOSIS,-0.02311500837484205,0.008325407916546172,0.03527721010747394,-0.0465625390224179,-0.05817601759694406,0.041775611899190455,-0.019625013521324352,0.05110166480827545,0.10925088046498053,0.04955670747348951,0.008921864754702824,0.18796215736076663,-0.05187207928774884,-0.10426106070731499,0.06633113380443496,0.02367132818631996,0.008886866129628598,0.10133650633794271,0.014873434648878322
HALLMARK_BILE_ACID_METABOLISM,0.05582405850731412,-0.0014883217043280444,0.05872134851589735,0.03386853000849992,0.06489658202276505,0.07331212856540349,0.00843249917661228,0.0009050737756607272,0.023385505289162566,-0.07623102259461784,0.06598490979775386,0.0041757324993294586,0.15592300496615139,0.06921057370082892,0.0727582015348533,0.010679375871651993,0.020469523080743707,0.20923868197994946,0.14150439075176263
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.1101173317362521,0.035045576591538445,0.046346751911445355,-0.018506452910925265,0.08195729636676168,0.06756977494066067,-0.066393822003989,0.012695664878789724,0.09401107406961338,0.052508905337746214,0.1047045707355041,0.04673348357334445,0.17731579353299814,0.12186727647450775,0.09430110527835849,0.0577129154267026,0.0181019838318316,0.22657558474289427,0.12345141768039283
HALLMARK_COAGULATION,0.042491322248914325,0.009777802905718143,0.08540805238137235,-0.02741592509313285,0.007240593528217884,0.0881188371313777,0.06294771375057606,0.11590201659734177,0.1379129951389816,0.05251360757462038,-0.004440545642055344,0.14093359083624168,0.1696774814921591,0.03526416998845362,0.09845048182974055,-0.01822427846586594,0.06651953331725644,0.1391080603928291,0.07595961863572967
HALLMARK_COMPLEMENT,0.016520446267449997,0.049694332272981034,0.010545995611812553,0.08344132586300128,0.06523326459964265,0.04717027167254465,-0.02379755376055235,0.07921948617669493,0.1558919422612552,0.136867480042431,0.028690114048133413,0.13528885220762507,0.13748806638498995,0.05853989359089141,0.09448131220405294,0.05942826248964311,0.0770553219414937,0.21278040169074772,0.09984237607582684
HALLMARK_DNA_REPAIR,0.08089574987809957,0.04517296489638279,0.08400350133687978,0.05738230128538027,0.07004180647407988,-0.00508751203880462,7.80224658934314e-05,0.08613270642506343,0.04544596340620395,0.025722112154110174,0.08548301774554568,0.13881910094259411,0.18779460662183414,0.1453768378236312,0.09764178211948057,0.09146189706151821,0.049150344923379705,0.26602551890781706,0.16092393442381173
HALLMARK_E2F_TARGETS,0.06628705419836038,0.03795594513838143,0.02820911388009777,0.04309550512937657,0.0766254777779216,0.003313567609830717,0.023180148556582358,0.07109143315777096,-0.009472614561888564,-0.05411577653797262,0.04723993095127273,0.06091423903332492,0.17310655136571518,0.057369425250276,0.0579206844536737,0.04801640518781181,-0.003059958185732255,0.24376654320359967,0.17509148187421072
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.11379815692750211,0.019280776900308248,0.014203010695119228,-0.05004970718572991,0.02387549558653842,0.060715890940851655,0.10382053612411454,0.1015413010674373,0.12476749849619487,0.08217040686081917,-0.011654063549624722,0.24045533180287698,0.07294989379902303,-0.08256553627575604,0.08805664497864854,0.06583700353582304,0.06559046666291325,0.08163663110845251,0.1082585039396416
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.08605782227824162,-0.026658745699729005,0.05941156493442417,0.09428544547410893,0.03744189338871049,0.026536011176560577,0.04648615596227584,0.03711949748451125,0.06025536036002826,0.06656430871292374,-0.028262574107754963,0.1718818302079155,0.17700162253049032,0.09143868571574575,0.053822415286137126,0.10095877288935715,-0.0033442399078819998,0.1929976286548817,0.07987195889980568
HALLMARK_ESTROGEN_RESPONSE_LATE,0.020380557940564672,0.06953532590447416,-0.0027836064611291623,0.014444809653143993,0.02023529186976021,-0.0029355302824963523,-0.019005816050219886,-0.0041095976323764025,0.04051082863224254,0.05077198529047935,0.04064566012832142,-0.028598270138665206,0.18553525219184797,0.09855401798165617,0.10911519354820177,0.06862001750172211,0.032667209199735085,0.15878424407395123,0.09246437538265363
HALLMARK_FATTY_ACID_METABOLISM,0.05986767981420403,0.012801372351761662,-0.009993348468459898,-0.02708883704740906,-0.07693060614681038,0.020251280873604022,0.02118020933321469,-0.01904285867638927,0.06806764427482567,0.09183674512004106,0.016438652452767065,0.14492918647127384,0.057053336884576866,0.017639012076559966,0.0331807843106096,0.009182252212848399,-0.018388124182924417,0.13520649009984573,0.07801494945906035
