,UKF248,UKF251,UKF259,UKF269,UKF275,UKF304,UKF334,ZH1019inf,ZH8812bulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.011446359283302524,0.012059791639898282,0.003359039403209974,0.02681542366234013,0.06102577523652889,0.03856701724342763,0.05699148871866218,0.1007702427946138,0.02880740784594624,0.10728372688994632
HALLMARK_ALLOGRAFT_REJECTION,-0.011371963609745185,0.06803164692162642,-0.030831286450213796,0.01802160332804075,0.10144894196220804,-0.01796068316462088,0.0554271285118776,0.022828752016442203,0.04566350833328108,0.08863541475980391
HALLMARK_ANDROGEN_RESPONSE,0.06374510804696475,-0.008325155119799409,0.020951107834252213,0.05660748185523573,0.062223512668997685,-0.03294070450119664,0.02197743928914158,0.058660296764145574,-0.01998676171793928,0.11218648455233851
HALLMARK_ANGIOGENESIS,0.014032172570096847,-0.05953057710846339,0.02692018553834318,-0.013425881778449989,-0.062655853137973,-0.029067490262069944,-0.07928286381132299,0.021272340762817938,0.0133810077259855,0.025363849742267686
HALLMARK_APICAL_JUNCTION,0.0007237232435244714,0.0030295570480996336,0.02653573271458449,0.03471689215836357,0.015793786726140485,0.03853866290543889,-0.018319126366402094,0.17240750854379047,0.057690432390777466,0.13898390708390992
HALLMARK_APICAL_SURFACE,-0.0034742927945714997,0.002212591370788503,-0.009692477243772474,-0.03582563520506389,0.04440320910040391,-0.04547874151450482,-0.06316566861294405,0.10377016688776926,-0.04717934144396653,0.14656852472750292
HALLMARK_APOPTOSIS,0.04907836600181266,-0.0003468858513837076,0.023142435894344962,0.020487559430594486,0.009041544648290236,0.028886895679378292,0.08874393811249548,0.00562732335957747,0.03990376141420968,0.03578574603234884
HALLMARK_BILE_ACID_METABOLISM,-0.017507876899701715,0.021700113008261114,0.016906426032262674,0.002726045230206357,0.026566104937004485,0.041147080087812406,0.008571615620220017,0.11212814873172747,-0.02209941142560242,0.056728583162507895
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.026858120067587,0.007491518949243481,0.034061569252632484,0.06899592557035955,-0.02116877484517439,-0.04554148076448621,-0.09171382762782224,0.086711120543625,-0.05496980988061339,0.018328853816109675
HALLMARK_COAGULATION,0.01572983978962536,0.016323754006200373,0.045116529354753236,0.020367419095995667,0.052986378324431364,-0.026017842374318274,0.01928390779045843,0.14714133943829286,0.026078323400506455,0.14429156755634046
HALLMARK_COMPLEMENT,-0.01874493583321466,0.01644533937003708,0.001823745064283814,-0.010344323038172691,0.011144491882935946,-0.017538213482296408,0.02026491994595757,0.08009748745268978,0.013006861533064205,0.055735228626847856
HALLMARK_DNA_REPAIR,0.008802686469275916,0.04920847531124279,0.0005060852091725597,0.01678598259460861,0.029208119707673383,0.0446037385199753,-0.04182685863185812,0.15284062592448375,0.03386908084192035,0.09745543244232456
HALLMARK_E2F_TARGETS,0.015347385310973516,0.04877330378313567,-0.013625279680089718,0.04445467662897349,0.022603598198976897,0.012498527657953092,-0.029846098363509665,0.137909689947179,0.05471474608202376,0.05778893291501939
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.052608224467444425,-0.005815133900750315,0.04831456134229016,0.007046738096376553,-0.040025194225766746,-0.018500839996316867,-0.05687657156121032,0.12113174807607836,0.06338247761248691,0.10619688368790842
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.0002338159956858032,0.00976100021088968,0.00753796133338101,0.03392768934203982,0.0532413985062169,0.02849207671087022,0.06712227170049422,0.12187196322857739,0.045263994980001505,0.05434863239418321
