,UKF248,ZH1019T1,ZH8811Abulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.006444754175489289,0.030866162803634387,0.03701729900749201,0.0738949444337697,0.042423408111806955
HALLMARK_ALLOGRAFT_REJECTION,-0.0013062150928814871,0.03909978312245085,0.007012739659524726,0.06289419437561194,-0.05329088263959545
HALLMARK_ANDROGEN_RESPONSE,0.04789335797509146,0.032760005577344306,0.05570217106619446,0.06271510997135368,0.0639087909190115
HALLMARK_ANGIOGENESIS,0.03984302735569954,-0.03379516704619007,0.02810849801464687,-0.02307885700278181,-0.031632336358639934
HALLMARK_APICAL_JUNCTION,0.06013412472549141,-0.03834430276944587,0.04567770898682136,0.05840776385768428,-0.006154233227277513
HALLMARK_APICAL_SURFACE,0.0331792003456524,0.03304434925554214,0.033537218153960824,0.0411334237169967,-0.002480757386642078
HALLMARK_APOPTOSIS,0.03058953582672625,0.015767740083145243,0.02361831502676704,0.05731383133338548,-0.04374136782227628
HALLMARK_BILE_ACID_METABOLISM,-0.029166551217452895,0.0009522666296817302,0.07672860748399311,0.051127791379760215,0.0489524356792119
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.020615386503216045,0.00662775250239864,0.03789791563986563,0.07055220043211449,0.06318538950171017
HALLMARK_COAGULATION,0.040535490693227955,-0.016347306751707334,-0.01442048972381081,0.07592439137106337,0.0010214033070665906
HALLMARK_COMPLEMENT,0.010630216265632202,0.01598818777440027,0.04445567409170795,0.04617741269430555,0.015160942902505947
HALLMARK_DNA_REPAIR,0.04622164429611894,0.07056382876639883,0.05811227755379541,0.08336514681387015,0.08145338559334064
HALLMARK_E2F_TARGETS,0.03913233879402335,0.03563639984838219,0.0667264466225519,0.057132490389452784,0.0731460991126388
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.08149064214254331,-0.05288343588383534,0.03281795404236914,0.0371450710778639,-0.006212476585792975
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.03078015099020667,-0.05020753179415036,0.018047317016091732,0.06678529557047187,0.018091746807284155
HALLMARK_ESTROGEN_RESPONSE_LATE,0.021412920431822628,0.00012151712361069791,0.07444889335469013,0.032311102761133914,0.038743334113021353
HALLMARK_FATTY_ACID_METABOLISM,0.003549876492759531,0.036781269521224076,0.0041960833490242025,0.008150697123786601,0.007834022660663022
HALLMARK_G2M_CHECKPOINT,0.04424087499796155,0.02631346842686619,0.05208387348048723,0.01905508030122388,0.019882862387080348
HALLMARK_GLYCOLYSIS,0.031209984265020547,-0.03586060954477888,0.05330493142410298,0.038143342567052374,0.03479713001393887
HALLMARK_HEDGEHOG_SIGNALING,0.06605597830166952,0.066461979476859,-0.002492816603295887,0.016239129999644494,-0.039674617006215725
HALLMARK_HEME_METABOLISM,0.053012186554162524,-0.00829699340156969,0.037722211132059855,0.05424075645944722,0.03876356302326385
HALLMARK_HYPOXIA,-0.02998659464920423,0.0017406463712808036,0.012663262836393649,0.0025356628007704046,0.0406786560463229
HALLMARK_IL2_STAT5_SIGNALING,0.03430850620764275,0.03185018133771642,0.06672063091352437,0.0692305848598971,0.04404295314908956
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.0019078155237399006,0.06594068757520177,0.02911526843772212,0.051652057755400674,0.055131010475562924
HALLMARK_INFLAMMATORY_RESPONSE,0.0174626636135248,0.011183555254071529,0.049323610928522846,-0.008279767582700711,-0.04595108203475548
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.013592490850761724,0.04633336370382136,0.062487655597855546,0.043286927984663756,0.038149168128538274
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.035362666803079215,0.10941745474160722,0.02360142866108224,0.058065695911052775,0.06913907400267494
HALLMARK_KRAS_SIGNALING_DN,-0.014010850812320992,0.0541080629707038,-0.01779841343161079,0.05073024324607723,0.04190241164647512
HALLMARK_KRAS_SIGNALING_UP,0.03515626232065142,0.011632918779429426,0.04733317958528773,0.03247893515595957,-0.07029151367638847
HALLMARK_MITOTIC_SPINDLE,0.03551752598038343,-0.03100024415291126,0.03449029567320084,0.05253636315963982,0.008614266710168622
HALLMARK_MTORC1_SIGNALING,0.0204393127419812,-0.0005997275300934862,0.05404219685275235,0.026394479202782085,0.0404754980723139
HALLMARK_MYC_TARGETS_V1,0.05389561992413928,0.0682541609610457,0.06169132841308228,0.054975514661150575,0.07800260417263367
HALLMARK_MYC_TARGETS_V2,0.0505434994515427,0.02141970979244765,0.015505722933087832,0.0006148727618800574,0.005289145184064476
HALLMARK_MYOGENESIS,0.06898368723924707,-0.0019138874343103034,0.01717923427714767,0.04708753291242022,-0.04643708930469325
HALLMARK_NOTCH_SIGNALING,0.04296268632810707,-0.031227082895372207,0.05509906342101002,0.0863230695656062,0.048176786117324816
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.04436187944071246,0.08852988711275048,0.05117409944590447,0.06286735057964488,0.0721215415384278
HALLMARK_P53_PATHWAY,0.025691656657516986,0.01866547175014106,0.050873965050600316,0.07178112999112832,0.07621659387162964
HALLMARK_PANCREAS_BETA_CELLS,0.012175359229333639,0.1367123562318403,0.016171933759313604,0.0450156720554059,0.004814843984013223
HALLMARK_PEROXISOME,0.031625819016606015,0.0053874963903084334,0.02454755361517976,0.036504917850703235,0.06279023987001892
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.07653751152011491,0.03361932598732907,0.05547283717830555,0.07044200006057386,0.03534726790560989
HALLMARK_PROTEIN_SECRETION,0.05848314385469834,-0.04356695361399077,0.06270437673524334,0.06410909367354602,0.050880222126230217
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.022965945716838274,0.1015314930832763,0.06674404708282915,0.06556596623384894,0.09827064523174259
HALLMARK_SPERMATOGENESIS,0.04716867324031248,0.020889223492123733,0.03286539314233485,0.03915698560450309,0.009998858339355494
HALLMARK_TGF_BETA_SIGNALING,0.05213571895650995,0.03184647743304027,0.0003340604598684411,0.03659660918121829,-0.010424197309175135
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.045631760416516336,0.06106401047764268,-0.017540872807319863,-0.004630020455722953,0.05524858196560178
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.0657770994704498,0.04430231668081347,0.07521781770709646,0.07424576955956974,0.03862569416643345
HALLMARK_UV_RESPONSE_DN,0.01317575600106554,0.03121043711200407,0.023553264514153023,0.02705622841724295,0.0037968872008965777
HALLMARK_UV_RESPONSE_UP,0.027042397230308716,0.01779894688243327,0.0469076712081007,0.057887313741941206,0.042186077155104036
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.010131652392131794,0.0479813688828491,0.02833879790166239,0.049808463036156825,-0.025993315018300035
HALLMARK_XENOBIOTIC_METABOLISM,0.0663732511350688,-0.023144756188739464,0.06838085922197483,0.060883168022988605,0.05093281518650535
