,UKF296,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.014450924568118044,0.0622729778675444,0.06100225773646801,0.02732487647128195,0.08501979181586806
HALLMARK_ALLOGRAFT_REJECTION,-0.0233688628353186,0.07490300644159248,0.09437614452857286,0.044107624823807826,0.06164358212198191
HALLMARK_ANDROGEN_RESPONSE,0.02979484640896035,0.06107776661574523,0.04729642959582517,-0.008549981965033359,0.056238095390982484
HALLMARK_ANGIOGENESIS,-0.004837934470365595,-0.01441102785566901,-0.07317796594259812,-0.07286401223980445,-0.08852182766007971
HALLMARK_APICAL_JUNCTION,-0.03590246576295916,0.10449818873552992,0.08797203778062293,0.01606738548507112,0.06169671561298113
HALLMARK_APICAL_SURFACE,0.041170747889896324,0.06665627716742094,0.05281520472919005,-0.036089211529381285,0.04504801673496607
HALLMARK_APOPTOSIS,-0.022184186689883877,0.01089195028494199,0.022350049720354304,0.03619991922410235,0.0604398844424064
HALLMARK_BILE_ACID_METABOLISM,0.00934381936191249,0.056713656283757435,0.08399457809076251,-0.03970364705924928,0.07191020027653974
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03505175860413651,0.11699554068635391,0.0544745087704517,0.005692830781661832,0.10202291899880198
HALLMARK_COAGULATION,-0.03697840877492118,0.015681615116319672,0.04773875275946259,0.08624914858169891,0.039655682334786765
HALLMARK_COMPLEMENT,-0.018984042245485788,0.07287782794705579,0.08882998769790018,0.0032968571945809133,0.07585800154210168
HALLMARK_DNA_REPAIR,0.0431079710489315,0.11765823790580884,0.09791319538999937,0.01451534942713588,0.09844195847236922
HALLMARK_E2F_TARGETS,-0.010134939054454782,0.09947526255227662,0.06247975207482201,0.025252379476767155,0.046614258404683834
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.010885760378838252,-0.08100311316457227,0.050422434700305066,0.03899513067027101,-0.014036139994830612
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.005230036807868095,-0.046534699617282405,0.06601518655204944,0.06392707796441834,0.053698463570271436
HALLMARK_ESTROGEN_RESPONSE_LATE,0.00043292791444519345,0.05110943671118451,0.07618686885355903,-0.02551669211766968,0.056961295297749535
HALLMARK_FATTY_ACID_METABOLISM,-0.042422344607974984,-0.07520231560766887,0.03855923985395416,0.022612359467935973,0.02243760181508615
HALLMARK_G2M_CHECKPOINT,0.02156893771730647,0.12484144001858347,0.000528431003919805,0.02069323782609236,0.09223359299270467
HALLMARK_GLYCOLYSIS,0.07003297299479018,-0.0254270205352224,0.03254602992627576,-0.0294045987735652,0.11425264331861326
HALLMARK_HEDGEHOG_SIGNALING,0.0889907633080065,-0.02522222792965105,0.005793813705560974,0.00603149957680307,0.07805028132209683
HALLMARK_HEME_METABOLISM,-0.004908627650981557,0.053067389263130274,0.05867777062902494,0.014543782287448738,0.06784289411975616
HALLMARK_HYPOXIA,-0.03186982431895343,-0.06908903159933905,0.021271966152223643,0.001110697636867772,0.009498985227769229
HALLMARK_IL2_STAT5_SIGNALING,-0.0045590348933627935,0.06203210709736808,0.018211324049342184,-0.002393487089364605,0.10567680480482472
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.038723543413552705,0.14217676006478097,-0.0011826718194632676,0.054242931609831666,0.06843688490097137
HALLMARK_INFLAMMATORY_RESPONSE,-0.003051137464105338,-0.04601162675080438,0.034721407453548174,0.04976889338561171,-0.0020118501973291226
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.01117921153130938,0.09450568299085368,0.056529015023999006,0.020568272374383016,0.05041966612197266
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.0028282532073554295,0.08583999189465354,0.06700256638565427,0.060064906445089904,0.06491179637443573
HALLMARK_KRAS_SIGNALING_DN,0.062159474562581425,-0.003189217760232301,0.035121808910861266,-0.01682176088179236,0.07546997658244863
HALLMARK_KRAS_SIGNALING_UP,0.03338794162918289,0.05654319885832345,0.07427984089843309,0.025092260962699106,0.03273333088975121
HALLMARK_MITOTIC_SPINDLE,-0.020937935010626817,0.05689440215917383,0.00349570271078572,0.03259415314518247,0.08580435856916196
HALLMARK_MTORC1_SIGNALING,-0.0045308378058942335,0.08048459142420411,0.018481751829744607,0.012566945428991378,0.04360479580252895
HALLMARK_MYC_TARGETS_V1,0.022450207659756936,0.13407370596859905,0.09553983686905346,-0.017547145505970762,0.08859041518436467
HALLMARK_MYC_TARGETS_V2,-0.0038454363482210707,-0.011678189597911144,0.014857073577913082,0.059224803127565874,0.04132894514617995
HALLMARK_MYOGENESIS,0.02720218073791226,0.006120715900434747,0.020068601635502205,0.013727742665736967,0.02807044005399546
HALLMARK_NOTCH_SIGNALING,-0.05453492718328421,0.12222832704113067,0.08633697205357226,-0.008776914486527482,0.07416403054005165
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.06732579021948353,0.13078558997857506,0.10842825132657274,-0.006288543287170185,0.10820318980189561
HALLMARK_P53_PATHWAY,0.004740495865537129,0.04962417186360686,0.07362834868090556,-0.006148383336950623,0.13125370948834017
HALLMARK_PANCREAS_BETA_CELLS,0.02156400831517727,0.08281770524405734,0.06875332648772796,-0.0306571622404339,0.09349160086632145
HALLMARK_PEROXISOME,0.005295188165918709,0.06104514214258533,0.01809121255067839,-0.03603374632916827,0.04452471371467757
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.03138030360672696,0.025347093400261048,0.11962651636509601,0.025171062047296806,0.07980639115918466
HALLMARK_PROTEIN_SECRETION,0.009648935928276982,0.015000334131916121,0.09181827239935404,0.001423918287329769,0.07466125354200794
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.017657443334533222,0.15786441914112956,0.04869577138571526,-0.016280542395948547,0.14111397820768992
HALLMARK_SPERMATOGENESIS,0.02970841420704541,0.004843059869443234,0.03570057873698075,0.007784645774131435,0.08304508442834993
HALLMARK_TGF_BETA_SIGNALING,0.016230959815208414,0.08305918121717379,0.08285526559121999,0.0011648954809040553,0.03770942620051894
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.00665737673494996,0.1335923275500105,0.0021963979706354645,0.04828358408956864,0.06128857972860921
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.010245307148190963,0.07086052516011349,0.07857393312070905,0.014677231219362869,0.08158214480554131
HALLMARK_UV_RESPONSE_DN,-0.02862376795891523,-0.13521227022520096,0.035938701179727056,0.038630219336904977,-0.022900090682700887
HALLMARK_UV_RESPONSE_UP,0.026379304072543335,0.13644531876481777,0.057103337931377264,0.009999499928759151,0.08240278998725814
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.02430809999658923,0.10830138891322202,-0.04674136177210867,0.0099909590501768,0.05427264829982868
HALLMARK_XENOBIOTIC_METABOLISM,0.012183720818224136,0.037776945049827926,0.044388502280268055,0.006858185449586443,0.10011225991443987
