,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.1449163586461711,0.16026787912498794,-0.04014777480331557,0.05060906768974089,0.013370529500016584,0.1346658799008678,0.09966455162061073,0.048954114396253905,0.13762033271235735,0.032968154436422904,0.17681886736352734,0.16394839582632256,0.04831335504736689,0.12417657138166677,0.10426661451889109,0.02561090759621521,0.15173246730987727,0.07755166486389903
HALLMARK_ALLOGRAFT_REJECTION,-0.061335537546819224,0.1776261141132811,0.002508126957076851,-0.023882224747471672,0.05989909302807506,0.09648843539681701,0.07974297588297,0.021339415933937865,0.16480454781670992,0.08107733760977104,0.06527135515659555,0.024633568767545824,0.14668114314935754,0.22429800790144244,0.08766221284516412,0.050425539049700194,0.22814723892209543,0.014688807022277353
HALLMARK_ANDROGEN_RESPONSE,0.13378492429865155,0.13879798427402845,0.014125264509856045,0.05560459815894345,-0.03228074957898283,0.1272336833701856,0.09384162819917889,0.04929239637876443,0.07763992214503283,0.015152013961559088,0.14301015307741724,0.0890132289828602,0.05286939744042736,0.07767784047082024,0.04465750548964143,0.07123655932092691,0.2557818590503105,0.11827356270268766
HALLMARK_ANGIOGENESIS,-0.02288425026267998,0.1091587507572352,-0.04748999712522375,0.007509268989771806,0.02684218523381708,0.02760995209320069,0.09739588989988272,0.03714059768756619,-0.08172422253950475,-0.04666227661557727,0.04687237636941114,-0.021214109598807564,-0.11016474637528761,-0.13663152453082836,0.008087374387182716,-0.02143813216924456,0.14455451828108862,0.10511677864105552
HALLMARK_APICAL_JUNCTION,0.14081695032274993,0.21288727944320188,-0.036801146199032506,0.06263727687832744,0.08406071141578648,0.11479100528482224,0.09821031506675301,0.021596342572723182,0.16463033484185197,0.04152508624839108,0.21629004619624387,0.16571219927662603,0.07904064381618635,0.16878284924139303,0.14239318153977704,0.047234418579757555,0.29172239324652083,0.12606669196033918
HALLMARK_APICAL_SURFACE,0.10989867318132068,0.12237457806723652,-0.011412022673665916,0.04823934067102466,0.0591485224008251,0.050326158920361144,-0.032558002657454746,-0.04136593354120877,0.17037514655508615,-0.052218646034961035,0.12217507780038207,0.06030546327221736,0.022877862060493803,0.09936212006146983,0.0093239265915705,0.011252263114579402,0.2646080921975247,0.1053660701749149
HALLMARK_APOPTOSIS,0.016093162653321773,0.11114301915800429,0.03327136729097272,0.07181076896320318,0.06936335552313184,0.07411345728927668,0.016325095414363198,0.016419457913210072,-0.045000047478537204,0.07930774542832755,0.0007314986606452298,0.05000907463251478,0.018311321147906425,0.011574129166954394,0.03326383834204801,0.002207622257658816,0.043819174390803406,0.03949969494932634
HALLMARK_BILE_ACID_METABOLISM,0.14523921899225659,-0.0006543891782988568,0.013556102200163138,0.034257644211337916,0.028773680584057344,0.0418464073858954,0.07942687729595707,0.0011482835218148103,0.01919099338682503,0.02060626537474012,0.11394130331126291,0.043110796755851326,0.1095606718963863,0.09425599929283325,0.0005307310736521734,-0.01113598611682193,-0.014999646909168178,0.09012424480953454
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.12801839140793303,-0.08693568924484603,-0.03328914978263833,0.009655442931503748,0.006046865336253458,0.08986103466053055,0.0074052397904969995,0.04401945625573847,0.1740501600142352,-0.035478061592404304,0.08839515226087599,0.08968889230905787,0.05898208166456607,0.049954139135264454,-0.007708420061580099,-0.018432755113540412,-0.02560167812981687,0.045987604627454375
HALLMARK_COAGULATION,-0.10213529919392232,0.22453603900428182,-0.008233837434633254,0.07839330655219426,0.1165966596811887,0.09211523886647696,0.07601036742284459,0.06422900185131653,0.11805244303579895,0.06654401560121713,0.08984243037117129,0.06729878041108307,0.12244564480800146,0.20334312598679072,0.1016028690987986,0.002004752773983182,0.3119806994831058,0.06308430467140652
HALLMARK_COMPLEMENT,-0.05585088664055209,0.05392912050496063,-0.07322595055524406,0.02094916320085002,0.06992945131326746,0.13102725125493977,0.09415373724753617,-0.02423418983699023,0.10955613579693795,0.056641696935267744,0.04714124076633667,0.06297119114937752,0.09187413239134602,0.14576960314135917,0.15611814930849024,0.026990675305168025,0.06511599338375304,0.06402309080345121
HALLMARK_DNA_REPAIR,0.15852640002059676,0.07695179581385213,-0.03936970220364254,0.056248329965272195,0.0441483367990706,0.129346147434703,0.1067726338113571,-0.0019235343975277444,0.16568796683620318,0.01963417821026891,0.20870510802587805,0.12751014155668025,0.09573427291862274,0.1378523952506568,0.09027062448561426,0.0643645492551333,0.08795927980110842,0.0444907121677112
