,MGH258,UKF248,UKF251,UKF255,UKF259,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.04056341630395027,0.15048689390701306,-0.03698278039677877,0.04257082114882547,-0.0412059945865274,0.0656701506899451,0.06258363502343123,0.004254857961427754,-0.11812794375155435,-0.011387982709208735,0.11810349074404287,0.11196385403552367,0.13346446986441593,0.2639776414959903,0.02436561916820143,-0.013169896734935385,0.04369863666173003,0.3448472065278366,0.2616764718053584,0.05957911036680621
HALLMARK_ALLOGRAFT_REJECTION,-0.05041000420044188,0.14881535648998126,0.01760793071719513,0.08257955370458618,-0.054119795236627834,0.128437196076722,0.11280876477739392,0.11059187489422802,0.38137320784206985,0.057732410563066425,0.03767691064033053,0.003288002482090646,0.14918574122445213,0.24556806557143185,0.04444479973515851,-0.004634640672600122,0.004620373459077395,0.20429304753459854,0.013299697297991282,0.02214232973813942
HALLMARK_ANDROGEN_RESPONSE,-0.008867189905051767,0.12788063879744943,-0.008524612343113826,0.04032151704240818,0.08705346319810317,0.15952189092943714,0.08922524022348,0.07012698715882272,0.25526587297448033,0.050783976862713666,0.04957024652609542,0.05564452012191719,0.1983052451114836,0.2614825658973651,0.03497197306263605,0.055565661830765646,0.04831160285111582,0.2868901515972036,0.2749540824193859,0.09630116459973131
HALLMARK_ANGIOGENESIS,-0.04848231329796743,0.08399190795212955,0.027975628339032808,-0.03628258162866955,0.08229188661830222,0.18554704289888427,0.1159236689826896,0.032439972570104204,0.3178294724468613,0.15211374237537767,0.03649956845879178,-0.09136076732733889,0.19561156065079535,0.03424046804000159,-0.0334447174992342,0.06882190463137,0.020704268003377765,-0.08371034728956459,0.24747777185523206,0.06452477555890092
HALLMARK_APICAL_JUNCTION,0.032677791646914645,0.1739533566855047,-0.057671791785427945,0.046635159053838575,-0.029726248934511895,0.17524845651265414,0.10311797734190653,0.02016565686564423,0.18461395073312653,0.03726878109863388,0.14412308296762155,0.1271178178098335,0.13119776055500912,0.2529757996934348,0.0371495870786318,0.13440224594069186,0.053657990441614,0.32572624234429526,0.26605576765666833,0.11032149976932257
HALLMARK_APICAL_SURFACE,0.03421839396241895,0.0544163423224316,0.03553081041614729,0.024287024482902486,-0.053771088341625965,0.03900087319310803,-0.0920804095278933,0.01255343976500582,-0.27467731948271207,0.08755406330671432,-0.006455551706681644,0.10001846603877816,0.20528596308577016,0.2192288027375095,0.08621153548588212,0.05938584134247496,-0.007081078620793356,0.2779416326368871,0.16605410831456913,0.04665932503286851
HALLMARK_APOPTOSIS,0.04973159027794137,0.17767418899612464,0.007129681613444243,0.045625721107560344,0.026039094123814294,-0.03175077296919641,0.06279275750332952,0.03238915905644037,0.2319504237418579,-0.02617106650172911,0.06867757618492143,0.02529774364415933,0.02943002705653484,0.01272923919974394,0.0010106883122209663,-0.016161877087576337,0.015355642976725599,0.24455813510588323,0.08698514240777785,0.02776476641446052
HALLMARK_BILE_ACID_METABOLISM,0.07239630509540063,-0.028078849590997813,0.0328655158175186,0.002669604561510362,-0.0074733786950739334,0.12155685805142334,0.07551036313935454,0.04417000095388148,0.07190166492210692,-0.0035896121525014774,0.008441755211390638,0.10178705069672601,0.1355734372133091,0.24470267308684115,0.010807675560033656,0.009883080968903247,0.02944489709029492,0.27255768401857783,0.25020612783978247,0.06023622705339755
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.024490673928714873,-0.09213214637124487,-0.0333188625108334,0.08067443969768476,0.029845384870184215,0.1820763494996927,0.09304037591147264,0.013840148857412516,0.2782996289736515,0.058322096243092154,0.053135732988411684,0.07891802283695067,0.15511359976781688,0.23018686566084712,0.058774696086247545,0.022270622722604785,0.04364887065757773,0.41552738651089194,0.41141117527640997,0.04651109411043839
HALLMARK_COAGULATION,-0.054799135046471624,0.23976290932013647,-0.008125390058783424,0.035991955276884084,-0.02754910002327082,0.08871637416066161,0.13001357504308697,0.07827290287030739,0.4240267233947327,0.01395761168747856,0.12370492662586184,0.0888579241280208,0.18448805788568523,0.2586942421978496,-0.0064765597864668446,-0.053730452030927224,0.07524165560487787,0.29922979423471247,0.25454714524335104,0.07134116395080993
