,UKF248,UKF259,UKF260,UKF269,UKF275,UKF296,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.02534861649771557,0.005747927396227862,0.020796917232009396,0.1076259071922615,0.09637438929944328,0.06536639144072665,-0.019867293012440477,0.10365837786851015,0.03456452781457811,0.18157557107857455,0.13461068353287559
HALLMARK_ALLOGRAFT_REJECTION,-0.01132082192107084,0.016470056451179077,0.05174988273503744,0.1927524711354672,0.08732699426801682,0.020199225227910372,0.07601941225318903,-0.03428571864611715,0.06952554736670821,-0.020997763987437756,0.02979909785183973
HALLMARK_ANDROGEN_RESPONSE,0.026871309189921765,0.01093416872298518,-0.02732950784280286,0.11250012450659302,0.06706234048818123,0.04291200704454861,0.05109385766840698,0.03423307669292599,0.029555635689087405,-0.0618196882701656,0.12114872829572085
HALLMARK_ANGIOGENESIS,0.04960463489040628,-0.03198046723459489,0.021108765555082183,0.19310655943010274,-0.03460568244453638,0.0761646100332993,0.03419390020887778,0.010608085793106528,0.02986878585611785,-0.2648250944420554,0.08841939672889346
HALLMARK_APICAL_JUNCTION,0.027711809929265148,-0.017738757673409912,0.10431776961492785,0.18052072413757644,-0.032149706988529134,0.04827866493569701,0.0011862661702921524,0.11285292269470011,0.02441787779542269,0.02512846639893625,0.1633221448798717
HALLMARK_APICAL_SURFACE,0.014895061956890401,0.02102512694133651,0.014221036932464525,-0.031240389083624184,0.06751758773787381,-0.013492587920448046,-0.1262415092900761,0.0191437062941857,0.044001120353625064,-0.08321458085569086,0.0806822394400424
HALLMARK_APOPTOSIS,-0.03094457496699892,0.012379419172054793,0.039077774409859094,0.10467615624793658,-0.008910328180743702,0.05326044225735527,-0.04258899352621806,0.07016176310683934,-0.06913921621729835,-0.09032777333628868,0.018869381500776796
HALLMARK_BILE_ACID_METABOLISM,0.00798997397938703,0.021856498448937733,0.05470951004544392,0.1511043868014059,0.027956753284726202,0.05587594983755748,-0.04593181942630437,0.014245735308588576,0.06356709318055735,0.2801703350021775,0.22022319367831739
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.014639093491632185,-0.024441394150175714,0.08709326632888684,0.09002165083727368,-0.04765832283583454,0.0757049641881931,-0.05818510786191986,0.05542463210140982,0.0033770857939447976,0.11850411484643884,0.1907287563766431
HALLMARK_COAGULATION,-0.007153974474877042,-0.04164308909418349,0.10452762300283301,0.16497301439347892,0.053114929866689205,0.09934277109883065,0.12106534131445403,0.09343395566290007,0.02870302179538547,-0.09366121856930201,0.10051273009042844
HALLMARK_COMPLEMENT,0.02779065019537748,0.018695842122901103,0.04268247554064922,0.1948490026820167,-0.031397048525647515,0.06299142872733511,-0.008656767928905261,0.0467794908495526,-0.04839945965585882,0.0907787844044017,0.07877095915829083
HALLMARK_DNA_REPAIR,0.03985732465924065,0.0231573044348795,0.0969826030296752,0.1527283308378758,0.06965576936142202,0.08056853291676726,-0.06145814532429915,0.11800050977135808,0.02434626572738875,0.22960673875387577,0.2056500780412284
HALLMARK_E2F_TARGETS,0.028511509880990007,0.03612281214387854,0.026564216496677492,0.1301830762473937,0.026271523525870595,0.030522003531268476,-0.12448330005922623,0.04360702225490103,0.03931592654250537,0.23082741793401193,0.18736195847015685
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.01428810815367275,-0.003152744737481404,0.08987457627812731,0.1977276762536637,-0.07025969575947076,0.09812624552739983,0.14234068423542812,0.14142892897763043,-0.05419897955024133,-0.17616102037684853,0.08556149642923667
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.03082958939016428,-0.0163576328653675,0.019089230803405167,0.12217659164571724,0.03222387973767017,0.060028924348000785,0.11288493941445003,0.11771487491342914,-0.024616118994810757,0.19557727811434994,0.1675278060890572
HALLMARK_ESTROGEN_RESPONSE_LATE,0.029315284080374343,-0.012900871123567982,0.14313225190552958,-0.010119499686763163,0.10364638149543577,0.03556656935058955,-0.019461145536191424,-0.002371570855752732,0.04101880095839103,0.15006562198156376,0.10960049991650302
