,UKF243,UKF259,UKF260,UKF269,UKF275,UKF334,ZH916T1
HALLMARK_ADIPOGENESIS,0.10196109007800376,0.030855046366185288,-0.01688179391878643,0.09598359210544352,0.030432604019606638,-0.029043564255096178,0.15433726019305088
HALLMARK_ALLOGRAFT_REJECTION,-0.0655438072971734,0.002664741230426426,0.043169128395937936,0.1368312191311107,0.029124710223492483,0.0226217479879562,0.10273148584639816
HALLMARK_ANDROGEN_RESPONSE,0.061496527254870134,0.0009361568424453077,0.05263681865881774,0.11417713499541395,0.04819421453567759,-0.0043445432896925245,0.11945035252451355
HALLMARK_ANGIOGENESIS,0.023458282140428745,0.04975479166627449,0.06227893029976371,0.12560737193261615,0.0623678469797508,0.022326551271031225,-0.09606593892568867
HALLMARK_APICAL_JUNCTION,0.07163829378710782,0.0541979012897269,0.030598953576044172,0.1254220914961543,0.0957929210690486,0.03428689878811595,0.11200127533860137
HALLMARK_APICAL_SURFACE,0.08190213967055023,0.004785246495651535,-0.0007272578582690975,-0.06502213566934646,0.019466009477603644,0.013511418429856188,0.10886259562922167
HALLMARK_APOPTOSIS,0.05043845145446124,0.025596168837060337,0.08601804875636236,0.016283036871551797,0.11600676168232947,-0.03274679316878407,0.09957301357510188
HALLMARK_BILE_ACID_METABOLISM,0.054925428269175014,0.012628235169141026,-0.09006033368235923,0.089735593999918,0.08920859730878235,-0.0014855754857462577,0.11841617252028767
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.10615206142561977,0.03259345051990362,-0.04382283902144061,0.07434967996236701,0.05914732881625498,0.02374836469142636,0.1401542739850285
HALLMARK_COAGULATION,0.05935881996637003,0.09005297366267893,0.07818663775845541,0.1175061722962888,0.09496389923230882,0.025023951720996376,0.10301191459787674
HALLMARK_COMPLEMENT,0.03621279610896173,0.026839748592633418,0.06361058634898462,0.12126873658576696,0.061163223587309475,0.01158001757260129,0.11533562710559934
HALLMARK_DNA_REPAIR,0.07516462863822365,0.037598577831711145,0.040852551958329104,0.1349037812911924,0.0650701652766273,0.03321189732125732,0.14390314955116806
HALLMARK_E2F_TARGETS,0.06889018347824953,0.023861530140949425,-0.044702186890329274,0.12518779399923696,0.0297771798849651,0.025399924991507773,0.10936827477260959
