,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk
HALLMARK_ADIPOGENESIS,0.06566329020073003,-0.03429960636015385,0.14305653742358962,0.02718289752582387,0.06529159325940036,0.07738536687548273,0.1586740870051047,-0.032548899142206836,0.013285529458171467,0.035520238716676755,0.09514824255041927,0.04361186101825087,0.10403032535536968,0.116345980954744
HALLMARK_ALLOGRAFT_REJECTION,-0.037991468610688,-0.018543816276272444,0.09159207936028313,0.0018967337501567404,0.015347345781171725,0.06811217047179013,0.14612244755263326,-0.0003814335534678023,-0.0469271975561218,-0.010884535758661705,0.09515364222001668,0.067111931005651,0.014485170126869912,0.08632003222417053
HALLMARK_ANDROGEN_RESPONSE,0.04246229634386725,-0.018141331098148222,0.0549504447987194,0.03253280368303888,-0.025270771165845043,0.10419059635878439,0.15570797808934925,0.07348071075619976,-0.004277871285206795,0.002711941449962132,0.0022668436008664457,0.026151173728570145,0.04166514463360384,0.08234784593915444
HALLMARK_ANGIOGENESIS,-0.04038761672570333,0.07269582630519451,-0.013160444719339828,0.05829297450487511,-0.05591235946666541,0.032600043880476756,0.14179800705145867,-0.0006705926070251432,-0.04887426772948849,0.04540238336388975,-0.015850439351713545,-0.13951704400131987,-0.0042243972403532394,-0.09766950769592934
HALLMARK_APICAL_JUNCTION,0.03721034649097755,-0.01666240647554081,0.19180712052837237,0.04036703640047803,0.07136547417538938,0.10617843385525477,0.16074945361676193,0.040070364482644595,0.000425300699977367,0.04551319161331401,0.12000167562962967,0.0811837290230724,0.09387965412035124,0.11977051418864312
HALLMARK_APICAL_SURFACE,0.04656544920568951,0.05836636814775846,0.12987561306513457,-0.04242315401071508,0.07923085548755791,0.052701177807288044,-0.028543311761196143,-0.029069173268839718,0.11882683423766587,0.07205163634952638,0.06487690560494255,0.09254349943110297,0.13815279368912664,0.06760455062204755
HALLMARK_APOPTOSIS,0.03692830555092089,0.02463324474092596,-0.0420567007854782,0.009737568544590961,-0.02497526299643278,0.04842738372271089,0.03835573256140248,0.04838967910203001,-0.003365284364860373,-0.06898828356449617,0.019026462705021393,0.025464202365471266,2.6620038213668008e-05,-0.054570911648266024
HALLMARK_BILE_ACID_METABOLISM,0.012173871859986888,-0.02855847002646614,0.15722335190930858,-0.015249981219637368,0.1085733593886953,0.1054600602558567,0.1388466683436857,-0.04528887798509643,-0.0001896004480734024,0.02006497053141728,0.026072013899582528,0.026823849343686982,0.12175200251859049,0.114023228682561
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.013181185663093524,-0.05269734053251198,0.1956032036152769,0.019962483235370542,0.14315037923545948,0.02479063931720743,0.09519759197249378,0.023805867603542447,0.0677220271777168,0.0974624516910737,0.031103259886755392,0.1560243248096849,0.09505055645482767,0.12687444386057495
HALLMARK_COAGULATION,0.048376598994464455,-0.018725126751796356,0.12945327439370413,0.0030391380951596144,0.005960873063287685,0.04614160741261952,0.16860526448857613,0.0214352376885746,-0.010781745284694211,0.024617099406456587,0.11162504357543067,0.024381128926442036,0.07677772361536385,0.0790052572687143
HALLMARK_COMPLEMENT,0.04492961925258253,-0.005675691270298303,0.11600755381334085,0.0037479558743265164,-0.00456023133905196,0.08707596273184509,0.15079512039768397,0.003094053199758644,-0.012583180941028593,-0.026592098859786705,0.003270060676142481,0.07957365155860974,0.05009622108393553,0.0960883128715967
HALLMARK_DNA_REPAIR,0.059208649482271884,-0.050666763564138906,0.1880754274514329,0.09126294496806257,0.0098844969706953,0.11615990143107965,0.19591484510124513,0.051252237856613106,0.05160303940349044,0.04732135359039261,0.07056105471828045,0.10971747476062753,0.1280314485003865,0.11059364367737153
HALLMARK_E2F_TARGETS,-0.00013273383008929182,-0.061457267477354874,0.16733942288833634,-0.03185534908522586,0.058100810378086655,0.0847967440345643,0.16509140094986793,0.012380447727685663,0.011620819432842638,0.02885303625329707,-0.035011187686030155,0.09468692102419753,0.11785144110317172,0.05406709623434848
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.04707570821457078,0.02102742679959456,-0.07969874931094717,0.061984665179330496,8.75806462190096e-05,0.05899884539598129,0.1539733575119303,0.05890538646301149,0.000782792102901965,0.02658482261420969,0.14837716781150095,-0.06212219798661104,0.009079800155672495,-0.04590050134689125
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.02198253148990271,-0.0005860175603217523,0.0467429994053508,0.028244710576893,-0.07696889800199348,0.08068361293350376,0.1300229894853882,0.04851646708920887,-0.016639335875125474,-0.0314318793661123,0.05831159271718975,-0.014290549528230499,0.13318492199749746,0.029301376281412262
HALLMARK_ESTROGEN_RESPONSE_LATE,0.030149511773813416,-0.04050050185291325,0.1948735352416855,0.022240757818739992,0.12678073192441153,0.06005200702725902,-0.01724762914786493,-0.01925215559369797,-0.007430872778479381,0.09738337556154844,0.010918941876372565,0.019838261890029095,0.030658808358744488,0.08536782320156584
