,MGH258,UKF269,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.050693171441148197,0.20193101401938876,0.07877582367300416,0.060477902963956956,0.024045530078578545,0.0010008118657449418
HALLMARK_ALLOGRAFT_REJECTION,-0.029525914053120838,0.265490040076731,-0.033790301352481934,0.08510087071729197,-0.006732060995813352,0.019357072385676757
HALLMARK_ANDROGEN_RESPONSE,0.09769956149352334,0.20682078642994325,0.013504320609684681,0.07346453457038514,0.022357130915785336,-0.001046933760123941
HALLMARK_ANGIOGENESIS,-0.017446930044312754,0.2957386856484323,-0.0543832208640898,-0.019330635311838616,0.04680661529324765,0.028531913192433426
HALLMARK_APICAL_JUNCTION,0.0626300264723933,0.26623648660495947,0.07094868046324479,0.05443108087381037,-0.018655084933392296,0.04334961087761737
HALLMARK_APICAL_SURFACE,0.051101852296667465,-0.07656270332780532,0.025163570351425926,0.062152998742643135,0.09381334322479183,0.020223409801054342
HALLMARK_APOPTOSIS,0.038131336559311675,0.06317838421875335,-0.027039532139846847,-0.017872639487746013,-0.04583094167066414,0.002911384758359553
HALLMARK_BILE_ACID_METABOLISM,0.14267845920010486,0.2459359051707946,0.06141405663587897,0.044659655562664116,0.00640899464367722,-0.000633825353452236
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.011701519361234376,0.11758043871927008,0.09255434401331736,0.07673457904774604,-0.0173048731032328,0.059228100345475994
HALLMARK_COAGULATION,-0.058551758721651984,0.21473848692477954,-0.0015527546910795126,0.0512079823221146,-0.03192796765760026,-0.03007284962084192
HALLMARK_COMPLEMENT,-0.02443782106965897,0.2782693484876331,0.003996911483102357,0.08102678395648351,-0.028042982082929217,0.00686403204968317
HALLMARK_DNA_REPAIR,0.0692602006087258,0.2659344565386675,0.06092381617112344,0.0703848352145039,0.005712140301467378,0.0817559851884656
HALLMARK_E2F_TARGETS,0.07850774221763543,0.2520117960698065,0.020684500304577073,0.10037837190910116,0.049251526850553645,0.04760899717574333
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.10231648116054919,0.27823911148267344,-0.05412478239720669,-0.013838418266986775,-0.008523542565158965,0.005623665945531249
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.037994263372910134,0.1737183660994349,0.09938344806338792,0.05518756832849434,-0.0061604646069144025,-0.003917827771920486
HALLMARK_ESTROGEN_RESPONSE_LATE,0.05079216407226953,-0.013920656648894362,0.048332350061152864,0.08458775998589935,0.05164849383555024,0.050303056407097646
HALLMARK_FATTY_ACID_METABOLISM,-0.03169230975769848,0.17329243015855442,-0.008058782857941706,0.02013554817574925,-0.00032897037474859103,0.03051614838269791
HALLMARK_G2M_CHECKPOINT,0.05030847737248376,0.23897211595507553,0.005893009081026742,0.04396337403087196,0.022592289428831094,0.06563113860297747
HALLMARK_GLYCOLYSIS,0.11207223666133047,0.2434956750021814,0.06961692817969652,0.0604125708485889,0.058402421465032904,0.07971607271671798
HALLMARK_HEDGEHOG_SIGNALING,0.03853790623172836,-0.1021550340042411,0.09486696419687077,-0.004314432387959556,0.04701773847665112,0.03944462028378275
HALLMARK_HEME_METABOLISM,0.05762060688336588,0.24652438990496803,0.08573887956117977,0.04880738437258648,0.037467857390109896,0.027386497411556045
HALLMARK_HYPOXIA,0.06243673913295907,-0.024768157720189282,0.015027347515737375,-0.047350136677369654,-0.03625773134154159,-0.005267687107156426
HALLMARK_IL2_STAT5_SIGNALING,0.03216796963845263,0.26686997680253743,0.050549968988404116,0.07703711666188968,0.029288245419303756,0.04422641725337884
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.013845727227926274,0.241423445537818,-0.0009150673482292137,0.07364015530784764,-0.01342803905150667,0.005072870846960145
HALLMARK_INFLAMMATORY_RESPONSE,0.01659500161289625,0.15081332868367575,0.01607619990444488,-0.06176624462998432,0.015871759086897284,0.0011176761596913003
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.09860745669246677,0.2493019341622972,0.03578134905543624,0.0636911097757861,0.016995534470518592,0.09484266779925295
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.022418357944697955,0.25235859985578113,-0.011532074335219689,0.07619451219295902,0.025226788514181066,-0.002826350536284118
HALLMARK_KRAS_SIGNALING_DN,0.038348553042376075,-0.03877369293568039,0.10141909967570842,0.07036279392879123,0.02884683383227057,0.05212044364637294
HALLMARK_KRAS_SIGNALING_UP,0.045476250654209856,0.05967947865032573,0.00620023029381868,0.06374818731223543,0.005214840662688916,0.037640603042106154
HALLMARK_MITOTIC_SPINDLE,0.029946284474237635,0.23673327108079031,0.06359732192392102,0.03907503621455756,0.014069314255060406,0.0518452459044047
HALLMARK_MTORC1_SIGNALING,0.07984068174249384,0.23514217211219707,0.0051801449358078065,-0.0020565593118063463,0.017681255332820688,0.042206957035055434
HALLMARK_MYC_TARGETS_V1,0.10248919947598971,0.2669619145326868,0.061001657287583666,0.05811473494208423,0.055614279096086294,0.05855236850157818
HALLMARK_MYC_TARGETS_V2,0.036724330294388256,0.13662730673943602,-0.04220537061310573,0.10409151332604648,0.049727438986168444,-0.006808955958358332
HALLMARK_MYOGENESIS,0.058443684880848244,-0.0794516448494884,0.05773665156677211,0.07748575579386331,-0.06148539931237449,0.009335217122512505
HALLMARK_NOTCH_SIGNALING,0.08373144088707145,0.2718535145269642,0.04015736040862588,0.08997856866486395,-0.006297669301122905,0.09349228507493802
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.1239613174683511,0.020151749232602975,0.07668773755873277,0.07375711167048299,0.06304043312935322,0.09516307857753736
HALLMARK_P53_PATHWAY,-0.03174452251022048,0.275373603830641,0.08804954265257907,0.046782395763854547,0.0034541526848548432,0.07111128749087813
HALLMARK_PANCREAS_BETA_CELLS,0.06646374764618604,-0.06639728370059086,0.06771634928553295,0.09818484462594165,0.01160233117275044,0.06586523733539901
HALLMARK_PEROXISOME,-0.05088510896840534,0.10332090544614565,0.09198240162303405,0.054936087993994645,-0.024737523767895484,0.02649936706833121
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.10853910568964605,0.14064799717458307,0.04874509857248018,0.051507673356208455,0.03789085712659349,0.047023401418636805
HALLMARK_PROTEIN_SECRETION,0.09862543897675456,0.24586472029909406,0.06281365552209149,0.04720615373974174,0.012766498518868309,0.07591934114593653
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.08459378112593922,-0.19528424188910226,0.09980413169381269,0.05715005462771798,-0.04126776893045756,0.03198509995187859
HALLMARK_SPERMATOGENESIS,-0.03293673570931555,0.08372027331332554,0.051129517350468064,0.06206213127777707,0.06472732240061872,0.06125398976208042
HALLMARK_TGF_BETA_SIGNALING,0.05685071436782139,0.2550741970734856,0.003205254362966449,0.046833939495009656,0.007120430944565779,-2.3421661284474135e-05
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.06339438043476996,-0.10892189517613954,0.045576286155010075,-0.02243021376033634,-0.01676802943686581,-0.038336639788899174
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.08813951434761134,0.2504095227519883,0.07681695234423763,0.03583996256859218,0.015051181900299273,0.06479255849084944
HALLMARK_UV_RESPONSE_DN,0.0391344871869787,0.07229190729694061,0.0701768678127576,0.07089197433424226,0.0062986181056110795,-0.030708577564324515
HALLMARK_UV_RESPONSE_UP,0.018581521634973428,-0.08087155667347848,0.07576977905163958,0.01905759678829943,-0.006919574393115743,0.061206983764527455
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.08439257264671857,0.21178736939512385,0.06346520708367877,-0.005485601304300038,0.09274312643604947,0.025726794099170832
HALLMARK_XENOBIOTIC_METABOLISM,0.056359466798403195,0.12431057822505666,0.07513645958264226,0.0567315402636373,0.008797699779625624,0.009663299558738398
