,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.027286956664120093,0.28122093229361816,-0.07530089655927232,0.07113071076809231,0.14089859966595042,0.044840632646915825,-0.058925812006357776,0.07222425315647203,0.028456124196191007,-0.15321960893508446,-0.037623780311107045,-0.02682756520523278,0.02051967423633443,0.2254271721517946,0.17164957787156634,0.09587807086708158,0.07112366464303385,0.10362532334274295,0.36709384387172656,0.20658149350361835,-0.00030453593319055346,0.04329914137089286,0.21429002757794993,0.21426929319061416,0.081261745415293
HALLMARK_ALLOGRAFT_REJECTION,0.06287287246192569,0.013634881221924276,-0.025010345564232806,-0.009390051446362766,0.050368092569316236,-0.0002956366375912247,-0.05660585785677811,0.05964077192088298,0.04186132824952793,-0.3519014681093253,-0.050704983861782744,0.15371955973312068,0.2708679372686914,0.10379736175653856,-0.09011409131820058,0.11897157550547616,0.07600315595805834,0.16668271724270384,0.3714316442806928,0.12131125448765037,0.17014633052844666,-0.037170634558085475,-0.026504600109679987,0.07137154928433741,-0.0005664494680651838
HALLMARK_ANDROGEN_RESPONSE,0.09119471503765175,0.14389669395795893,0.04741646613270186,0.006585027007837649,0.06123333151098738,0.11077310832600021,0.19757807698879803,0.02400208467143318,-0.13154148442340627,-0.12969275106526987,-0.003012843308712562,0.02776055250950768,0.26489698498669473,0.22708445024184376,0.1330957938171854,0.1452310903649897,0.11984505970386088,0.05194986053602748,0.3269154129318963,0.15641904167069193,0.2649788009461411,0.02283478230874362,0.19759998683119465,0.3571082632146941,0.10213754638530215
HALLMARK_ANGIOGENESIS,0.09945475071573742,-0.07550902173934194,0.17908642491487908,0.0332271998182495,-0.09505423718288634,-0.005609362737967748,0.03785430480982238,0.082877693276026,-0.07896553021228991,0.4524256867915192,-0.14188461557276616,0.03066368300325415,0.2510337715223285,0.3204935009381312,0.34447396042369216,-0.104039230291933,0.02900680010069387,-0.014555455104338201,-0.17737086145931885,0.19066653660934252,0.20682190861117086,0.04261029624454696,-0.08780325916464798,0.4626228016375866,-0.1872502773239034
HALLMARK_APICAL_JUNCTION,0.007812519938644647,0.3753209446514979,-0.03614707170190291,0.02601651555556465,0.2557368594946478,0.041327542741678526,0.15372056841051257,0.1125225201182429,0.08509919856415239,0.20342459662700815,-0.016143364555891666,0.19161334463358065,0.2587209653572568,0.2258766701132151,0.20615925413223363,0.11352863225323206,0.07231857372499087,0.12630878766901366,0.31125683822841665,0.21852802919501702,0.379142005469567,0.09354932007605597,0.23288448980494633,0.3145118458806771,0.13040125072602998
HALLMARK_APICAL_SURFACE,0.0008428869469893225,0.34254403732825245,-0.20227904857610773,0.0029227088092051217,0.22230268107258053,-0.043402734396402846,-0.03136705417586666,0.014276477498300995,0.3133184768576303,-0.24815544324741298,0.18131321402791362,-0.09678666810160667,0.12538583327577577,0.31760472323175826,0.19925764433194937,0.10811425298021396,0.030958087663808014,0.1306380802531811,0.3627507837815542,0.18541892491359732,0.011630448228088857,-0.041325568898999306,0.14558275875968685,0.27197895377055564,0.09005226296851605
HALLMARK_APOPTOSIS,0.05605590813668815,0.09546368440866079,0.2663017174219639,0.03163134648123134,0.10598655616402293,0.09738559790907278,0.31929314866417713,-0.012059237102303206,0.15242558270042272,0.2793092821549637,0.009052184612704274,0.13750943262854343,0.017305319811756918,-0.17216124488695878,0.17073218613225472,0.01284419931554187,0.05240722762031385,-0.11124101204892375,-0.14878701100831768,0.10868409805989704,-0.06609471822069887,0.09804084091726704,0.059188029188146626,0.02547995982754462,0.15969062942263923
HALLMARK_BILE_ACID_METABOLISM,-0.005367419465632812,0.2966465167589015,-0.2778779045438459,0.008309095783596251,0.17229468401493636,-0.022522078927677124,-0.1631119258384307,0.06881276535330999,-0.14140060104769855,0.1375937141277292,-0.03444326358352782,0.0012557659748565185,0.12591539121106765,0.23273310899365635,0.04817321582185,0.08819065577252228,0.015625453467479025,0.07063022349510294,0.31593008095461766,0.09151086390609597,0.01200877233398012,0.08020336117255931,0.21133224859442049,0.22133295982384427,0.0022387928530258347
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.141274664639637,0.34204961178709864,-0.017195585942286363,0.06242728273077976,0.1313128983295197,0.04319863202784246,-0.016859339099536855,0.06983904698253221,-0.1344166255232293,0.46695563994395506,0.015088838431663983,0.04038032959255688,0.22505073772415127,0.4659938207551029,0.2376003367008003,0.12651253019674916,0.07508288811237727,0.17260316119746563,0.41437698851004423,0.20008923159305061,0.06271693252650591,0.10625710364539646,0.4044679583974546,0.2783607222155894,-0.03775643613055205
HALLMARK_COAGULATION,0.07963808152803173,0.31068377667228375,0.1200247453961896,0.03278537626508071,0.18378702301720848,0.0026098335651984087,0.2546710312344674,0.042453445578459655,-0.09519495707535636,-0.03315543112833649,-0.13251145390745964,0.12561018886674644,0.29079972874117993,-0.1091513608255266,0.24293283743372765,0.06225240983540222,0.10598798732894672,0.1209441720899503,0.29186276496988056,0.20710158193674094,-0.13320305527817877,0.05722315360107886,0.08285519581377944,0.19078108361848994,-0.0637989183258596
HALLMARK_COMPLEMENT,0.08845224205869888,0.20079212068014415,0.09095162509269288,0.05641693045826243,0.16201327189604606,0.021929888369455565,0.18595547888804118,0.0371544641094691,0.18991161773437146,0.28861612380384033,0.1175459669249393,0.13914809575900006,0.17527797452776078,0.21890583090788873,0.18864151627627118,0.12931674751677694,0.049537013621319535,0.15815513767065675,0.27815088268537885,0.20868960819081092,-0.04801902079929644,-0.03810142452773092,0.2951539478955886,0.22553402650724147,0.07528796999496952
HALLMARK_DNA_REPAIR,0.10622493860749095,0.22579429372112475,-0.018902525057173675,0.043714466183347324,0.14597266460357697,0.15747298304368967,0.09636159138773752,0.10393752637914001,0.08334908015204642,-0.03899392349006889,0.028362796237959256,0.06330737994960078,0.2554365391763079,0.5013649135198092,0.16887363354208013,0.2480749624658245,0.12814014746564,0.12026327131030048,0.3695984834068027,0.2668729131924828,0.29136701648405994,0.0426304810775318,0.3020989048468511,0.3214466980534906,0.14233060283536828
