,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.0005096162028736816,0.04721788394634764,0.04275884546182915,0.03304938219149974,0.026378218856917848,0.022451790869162287,0.03196546220846857,0.07674902810926805,0.014769703272153855,-0.010758834244145019,-0.027461934375100167,0.10172441199367842,0.08261352811336116,-0.07101334802990343,0.05833478558214064,0.032780864073432225,0.03838676047066181,0.09899835028776052
HALLMARK_ALLOGRAFT_REJECTION,0.024041252683225798,0.007683071702153585,-0.016256138719916442,-0.03619766785590725,-0.01497294751602718,0.014614263546956274,0.003637237488083657,0.06762779930423757,-0.005221652435064796,0.008419461140836783,-0.010514313923546148,0.06660252777725709,-0.045082576016497136,-0.021779076160315828,-0.02093276046931661,0.019843569612112845,0.02223898720243943,-0.004135558429456627
HALLMARK_ANDROGEN_RESPONSE,0.04848244832158074,-0.006488409573324196,0.001403118934651355,-0.0030401034255257953,0.004431057091021033,0.022827527664729966,0.007365115145714977,0.04150311892543015,0.029092424267736477,0.01794875371968498,0.0025520565895834394,0.07159446473944443,0.07111699189654065,-0.04717823197872662,0.07343558361203104,0.028717326994328767,0.02406039771400674,0.08160191090530683
HALLMARK_ANGIOGENESIS,-0.03169657979036697,-0.04481917002757289,-0.11795365979261449,0.04010559325072691,0.04304397724710734,-0.01612776034642114,-0.005956476985787072,0.055731717367325864,0.03697983497188795,0.026274983760831705,-0.03604112203565435,-0.07737385776440871,-0.18640026738971954,-0.07400534084660147,0.10417685051389536,-0.004868512061776738,-0.017269120232571416,0.0544377778622267
HALLMARK_APICAL_JUNCTION,0.06965819401787515,0.0782754379544335,0.022210322180973158,0.043034070395690224,-0.011106680170954902,-0.012513922428233194,0.007424346620963528,0.10379490625379935,0.05928200622289501,-0.024389100706589575,-0.015084815656584568,0.10160699721771739,0.08481777407368038,-0.08701280954959209,0.07926336785859896,0.04267692734392888,-0.011748712781781478,0.12602141747565412
HALLMARK_APICAL_SURFACE,0.01582166388932669,0.027837631944182473,0.053140094196547374,-0.015301341447833447,-0.02461685446081104,0.010690504494937641,0.025596997057623663,0.018121664856201217,0.010926078659679542,-0.026015829285816628,0.02998304133739935,0.0803186757469094,0.026730244614564577,0.0071699971309683785,-0.013070370458094673,0.03322430295691009,0.05723984467660707,0.08166359506993802
HALLMARK_APOPTOSIS,0.0635687021346695,0.07842204250866197,-0.017796368889919173,0.03623746354493335,0.039556042257069025,0.022055093481567336,0.06392861539741307,0.0755734573642216,0.010725631322377567,0.008829972227287021,-0.07483850610562306,0.04301193013535595,0.0019451424960884073,-0.011362641732170825,0.11272457656452368,0.024895596697779087,0.02494898270821466,0.00792082395612189
HALLMARK_BILE_ACID_METABOLISM,0.04584260778135493,-0.035473211548981365,0.04026983489426058,-0.024064806487250213,-0.011872140323603068,-0.023502822610881716,0.027156419618368524,0.03536741385710665,0.025639418510815495,0.012839604984047197,-0.041527500695806435,0.06311396633172317,0.11751758112974366,-0.003272777458981929,0.07420559811556522,0.03619669470901885,0.04334835223476048,0.10608229939110614
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09987294974720914,0.07791392176608122,0.07172883806287096,-0.0464870230028189,0.0278735943895228,-0.003726124366380426,0.02425555558598665,0.0465467260814721,0.04828343083082482,-0.019453683846699498,-0.035536074448286645,0.1348586493491729,0.18413197360166522,-0.011040123006126012,0.04340418518547281,0.06073468220011964,-0.018341634052447434,0.08587080085676896
HALLMARK_COAGULATION,0.05289526022995402,0.053342952354735164,2.1323921197689485e-05,-0.020145554022013807,-0.031390771791977294,-0.012362515371678838,-0.023560943431181248,0.06190090521267126,0.02577329781270272,0.03754303095027326,-0.03321755191539285,-0.006398938550167873,0.05019389365741471,-0.037608240874036206,0.08435923214440022,0.0640470238297598,0.04418628990476901,0.11952030324147804
