,UKF243,UKF259,UKF260,UKF269,UKF334,ZH8811Abulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,-0.01904417638155841,-0.00520219336675264,0.0069139775985827155,0.056244663359612194,0.030795797773940144,0.06406497488444829,-0.016259692441234968,0.07334132377301042
HALLMARK_ALLOGRAFT_REJECTION,-0.03780652888459781,-0.04128643770899595,-0.033949225933451024,0.06655635218794774,-0.006960735449136583,-0.041092446804422436,-0.10245581851722749,0.07936204278756964
HALLMARK_ANDROGEN_RESPONSE,0.03940913267016115,-0.006335719656548048,-0.0830306311371875,0.07538198379206612,0.03442569666774045,0.05425247987807128,-0.06323017473517979,0.0551068480836707
HALLMARK_ANGIOGENESIS,-0.014530869124516501,0.06319633954147987,-0.0023830686383600357,0.07288471349632644,0.05259456129422051,0.021034193030169335,-0.012861617271762393,0.024093457831890625
HALLMARK_APICAL_JUNCTION,0.015782199588890464,-0.04171626474059802,0.008881661848358839,0.06175097186826878,0.05557433141875962,0.09658988323790604,0.013820472310717704,0.058150401532361236
HALLMARK_APICAL_SURFACE,-0.04871034462125798,-0.04260615955212926,0.017990935409303216,-0.02428073151582252,0.069221700400474,0.07427984712180483,-0.007621867203106131,0.039451489461482685
HALLMARK_APOPTOSIS,-0.044641248815550864,0.0009444516498047974,-0.010379436421263613,-0.013653573725624714,-0.04666093954384796,-0.04476345399418705,-0.008437641028544307,0.11088785034234763
HALLMARK_BILE_ACID_METABOLISM,0.022801779160379586,-0.0433608920115883,-0.0019878700493403244,0.07740014156634012,0.07729037899781713,0.11186360946355126,-0.018844074327440553,0.04163059639563691
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.006860495095349508,0.002554068571139802,0.004467772711386697,0.04665348883383904,0.040461586442646476,0.07997874336370187,0.017285939020178585,0.02030285452201652
HALLMARK_COAGULATION,-0.019133147125584997,-0.015287574019346106,-0.05214240436671996,0.07163630764712668,0.07186442622546807,0.07311308256685846,-0.030713647030478526,0.06967953277308912
HALLMARK_COMPLEMENT,-0.0556232708711807,-0.052051002603343874,-0.08056370069109495,0.07060984213267696,0.051019078644871776,0.057174708689647774,0.00377181415104695,0.024904568489902634
HALLMARK_DNA_REPAIR,0.08431851586356197,-0.005390017051435628,0.028708156819138502,0.07478455018857927,0.11243410528545625,0.06624773840389571,-0.0023610232910074077,0.041766775508847824
HALLMARK_E2F_TARGETS,0.012127807570877624,-0.05096883963297176,0.0025647156456689844,0.08255333754376529,0.044866919477454456,0.07285379255471874,-0.0014309202933203422,0.00462875990633931
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.01293136290961393,0.048884737039001376,0.017591217235474074,0.08102879969872319,0.04584776370250489,0.0013402467854328503,-0.01610761307060201,0.05747646461902627
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.024249941155687054,-0.0003654194104672333,0.012398590921506157,0.07088126200374613,0.0021709061231615138,0.06834555752128303,0.005330063625243946,0.08377330869079716
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.030188541968715014,-0.0695272899531988,-0.0014955243762215216,-0.013566162697981821,0.06998986937292713,0.05910567279730618,-0.04077672928107184,0.04600943254084637
HALLMARK_FATTY_ACID_METABOLISM,0.030344899555043076,0.0007042685872404253,0.05077324124859395,0.050517172908570634,0.008865935928380213,0.03831883525922898,-0.023021257709849974,-0.012138389480111499
HALLMARK_G2M_CHECKPOINT,-0.015299808010086452,0.016209100995153568,0.019461147471768525,0.07538949647729504,0.05893334571479218,0.014132032815003645,-0.02696145006370128,0.0225410541190597
HALLMARK_GLYCOLYSIS,0.0764683212513438,0.043794349273426215,0.053277849295013946,0.06629678906170157,0.07305760755836271,0.08397026319914351,0.043482197219444005,0.03470768133719683
HALLMARK_HEDGEHOG_SIGNALING,-0.01472975591560407,-0.03176347822063071,0.01893535831041816,-0.02225851463564153,0.06093454667590905,0.03126663292521737,0.05045097547513017,-0.0051790586027019156
HALLMARK_HEME_METABOLISM,0.03457548008714116,-0.016983668350994914,-0.0014157071650859785,0.056043978788957116,0.08053526548477458,0.06576961940323585,0.0355950315966795,0.04951990518219767
HALLMARK_HYPOXIA,0.08520609097141801,0.08624168277687191,0.0229915813234109,-0.03198141939219989,0.014798849749971456,0.03665363559021152,0.03277427758687935,-0.09111776916049412
HALLMARK_IL2_STAT5_SIGNALING,-0.04139412861771089,0.013358892194749391,-0.024286576711413158,0.04670637000479756,0.018743501096524333,0.0692438257499206,0.0072388070921655355,0.0198943536019703
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.009049380190397523,-0.03131336353880174,0.020501390848490193,0.05031290860722172,0.11243339142431086,0.07951944014730952,-0.013391520096289912,0.03403069020198603
HALLMARK_INFLAMMATORY_RESPONSE,0.008681921695494869,0.0794610850536313,-0.004295619471000953,0.05924669942932286,0.08298052466124133,0.005760212761061761,0.008909320218405369,0.016761591004040247
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.02918558602385262,-0.017692771778897057,-0.03280251442869341,0.06715159520996523,0.06847917407179639,0.02945991079781677,-0.04609065030258179,0.05389943455539868
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.008830917046342467,0.02948781654450991,0.002095107034558558,0.050061950488671576,0.05738570365011399,0.03352690731410846,-0.017496133867329025,0.08618342631805073
HALLMARK_KRAS_SIGNALING_DN,0.007542668971451077,-0.021075000570611797,0.05581095063685539,-0.026340480655338647,0.03533596059103979,0.09230867653778332,0.0333977281970881,0.039192715740830185
HALLMARK_KRAS_SIGNALING_UP,-0.057661843046818054,-0.019151810258001008,0.009477730073709775,-0.024155298464694844,0.02280255808453716,0.09530596230622855,-0.036685442997500435,0.08260376650910735
HALLMARK_MITOTIC_SPINDLE,-0.012214631302064695,-0.014307637163097848,0.004930234908936989,0.08071739281103549,0.07033938943415172,0.1027491577786739,0.008311904175971956,0.044279305013375764
HALLMARK_MTORC1_SIGNALING,0.07299950821492093,0.04413900795937381,0.051924495127999466,0.07255322331023537,0.021184938841790284,0.05100950830898589,0.009150311596278923,-0.00040506240874027164
HALLMARK_MYC_TARGETS_V1,0.05722266331275331,0.004223616911032708,-0.0061010712569196796,0.07975780830155545,0.09507283117952929,0.03556081977355167,0.005230769937898603,-0.005745130747568051
HALLMARK_MYC_TARGETS_V2,0.003666411619806714,0.013107984213554497,0.030965432745899763,0.01724009878393348,0.037458670210886065,0.054772670685173754,-0.05720543535423636,0.03330718120801572
HALLMARK_MYOGENESIS,-0.07357614448211118,-0.036664014534697656,-0.03388496218734305,-0.012075062387156978,0.021337686341085984,0.07698663419102617,-0.023578873055658405,0.0838208802058699
HALLMARK_NOTCH_SIGNALING,-0.030253517550442872,-0.09062616063339521,0.01851554429691354,0.07881316159863987,0.07979083981086108,0.05541718447189882,0.0017040842139233654,-0.009697777356316302
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.038511299612071864,-0.022540733033133017,-0.01905115108078651,-0.0015358009363503568,0.09619211601914698,0.04854997364175601,0.012910584371512709,0.010919684624172659
HALLMARK_P53_PATHWAY,0.05993284679534331,0.024226911699086133,0.0010281647623291634,0.0769381648535772,0.06241252597781529,0.07304362377063521,0.04151543742097483,0.019184105105034138
HALLMARK_PANCREAS_BETA_CELLS,-0.041558791657125824,-0.06707706029806708,-0.030719658731513704,-0.003508962742475275,0.05383730159671622,0.08686799522554754,0.013478770674186584,0.03965927952856051
HALLMARK_PEROXISOME,-0.0037671597385375896,-0.024883874283049206,0.00819665567862106,0.02867626680613476,0.0673517658482859,0.037781375019369096,0.0031943878376185808,0.0021409379516408662
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.010057430244356071,-0.05732258923100826,-0.011760491037213593,0.011952101902918158,0.05838249406983614,0.013252589575106864,0.011031558858217544,0.07268020906582362
HALLMARK_PROTEIN_SECRETION,-0.004907884175655992,-0.019742765609411368,0.008635785879432225,0.06825197800766798,0.1209135842763379,0.0553125848376086,0.00437623493582278,0.03618003479887232
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.011809363360542046,0.002066505442377465,-0.030633535931911284,-0.027461782318766767,0.040599817447015935,0.029207163325280488,-0.030517361020846515,0.07658257152822781
HALLMARK_SPERMATOGENESIS,-0.06018239207912122,0.00931556649912217,0.021796332260559225,0.015076844669990087,0.0305527280539319,0.08699069085429524,-0.03156648455049411,0.017446913433627836
HALLMARK_TGF_BETA_SIGNALING,-0.009617916530516281,-0.021201417287002415,-0.013150121829221808,0.08232778927977946,0.08828068461926122,0.05130261923772505,-0.03605662053255943,0.07153369787713591
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.03807736079139997,0.01883877874534238,0.020191119192285473,-0.026594485700553148,0.0725313772018315,0.0544007639425218,-0.005388064934826407,0.022135401461848354
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.06774044981097586,0.01824336501630959,0.06692396437097596,0.0584203233478797,0.07530019641426855,0.07112286190115417,-0.010083530149534971,0.03079426490236206
HALLMARK_UV_RESPONSE_DN,0.001700261673848281,-0.06404400418378046,-0.03487708901824989,0.015244364787044676,0.03444126813474722,0.03902260928578927,-0.05675952784776078,0.0920606647202271
HALLMARK_UV_RESPONSE_UP,0.016787133721651148,-0.025430024472300177,0.049674504752759564,-0.024032695656698647,0.043007024462759946,0.09348524017497759,0.0297174594037699,0.056250891531410226
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.03721701788058531,-0.012831770857437703,0.013935182586662197,0.05619393121437701,0.051117161386540336,0.024275852041365804,-0.06373470395839792,-0.003510321939614006
HALLMARK_XENOBIOTIC_METABOLISM,0.001316845551892264,-0.027855308460092047,0.020407080499548827,0.032651881282801457,0.009070951510211032,0.04174736348684222,-0.01927652515754827,0.05432779670857256
