,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.0531439632452583,0.05916925881828849,0.01662154690231927,0.0035961914219632286,0.04622626114219127,-0.009096794408275918,-0.011879026486210788,0.11211985541207302,0.013437838846380388,0.17224673088012463,0.04414683102321039,0.031506666528819116,0.05310233366315141,0.10563517728491707
HALLMARK_ALLOGRAFT_REJECTION,0.08187937928503984,0.08419651373753756,-0.00958497025448209,-0.08691824182030328,0.04443155584528207,0.039612367296646,0.11792575602425619,0.07514146240823225,0.0511902371528195,0.06670129040208907,0.06445121608280391,0.030865888985686842,0.04711328918190541,0.07343452489776107
HALLMARK_ANDROGEN_RESPONSE,0.017535546127195663,0.022649608391493683,0.016021084302472576,0.021405860756849984,0.05890300062129715,0.05914521100820247,0.06784620975276602,0.04149736349260396,0.06778196591012241,0.16759910391254118,0.015245712696920695,0.06367334371151877,0.054707193031866705,0.030513278462578106
HALLMARK_ANGIOGENESIS,-0.026027530460354477,-0.0063786179792001,0.03840318829974806,0.042676283789089664,0.07312180098596992,0.05113429038512282,0.08583023780449982,-0.03982308028954929,0.03384380750061989,0.04518123667168742,0.09711602567646316,-0.05817792522097412,0.006405638610775311,-0.07984871549716117
HALLMARK_APICAL_JUNCTION,0.04898944809817518,0.06386218238874693,0.011875056119378035,0.04029474482890571,0.06328435577126193,0.029036774415920473,0.09367377355786972,0.09726697401655472,0.07790168999328491,0.2012290349219082,0.01720597506109536,0.049693203966151574,0.048443001720095455,0.05812558350127896
HALLMARK_APICAL_SURFACE,0.054123777098454284,-0.0038133335793402333,0.016082154370897706,-0.018774688144484394,-0.030757112258066762,-0.04578425157248346,-0.10067186566012686,0.10187365398535594,0.088869549335596,0.1218507253507288,0.05522784592827762,-0.020831821104481604,0.05244179216340229,0.023820924137934112
HALLMARK_APOPTOSIS,-0.019019152678706606,0.023717507405334858,0.04581461660941208,0.06170531634709054,-0.03781865336739343,0.02999697139941911,0.08850045032409613,0.03620801539364048,-0.03966378707339735,0.0969759755143388,-0.02925341128834087,-0.021305601460768438,-0.0008207237154264726,0.04965444453965599
HALLMARK_BILE_ACID_METABOLISM,0.06292363869161013,-0.014841241167795451,0.011204969961648088,0.016124034154152804,0.05633251807539482,-0.019889863704904153,-0.057355940069654415,0.003056776795773162,0.07422188487367712,0.20519674813663086,0.12269429580263974,0.02564525734111872,0.04781989584034793,0.10278159627285258
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0027626302814055476,0.05902070192163887,-0.02344280099245989,0.023672968028980324,-0.021263082318576668,0.0027813160278009467,0.08168977954961931,0.08317987971963246,0.05817528172060461,0.07972726523476385,0.07772199365578103,0.04647163330994146,0.054380799276037665,0.09714085657901757
HALLMARK_COAGULATION,0.017100708268189477,0.058302867566848694,-0.02585760163591571,-0.02543483280301461,0.008641597983307743,0.004373132843767282,0.15986551462472806,0.029900143792356823,0.03691290896000916,0.1162612576683411,0.04580997000206493,0.05410043337211846,0.0430156439437738,0.04437357333679752
HALLMARK_COMPLEMENT,0.027127640104088507,0.04830327611283901,-0.02726014343714231,0.004928857574218108,0.07261309081779738,0.0335393895608394,0.08518377252220077,0.043030145553398215,-0.0023694008406336194,0.09633955994197119,0.08567714216063259,0.02279323365487505,0.04652612908650141,0.09381759962863857
