,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF304,UKF313,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.038551426475386084,0.09131361386621441,0.042072484891012944,-0.031127853655023532,-0.08851620479725816,0.10852375634028906,0.009955415362728627,-0.153399879559795,0.2168161832104583,0.10489936043964852,0.1153870818248001,0.23350687015799304,0.18500604462886702,0.05277769616664879,0.30488797296018044,0.22731332623609019
HALLMARK_ALLOGRAFT_REJECTION,0.07830528912651662,0.16984501736352858,-0.00237846321782433,0.019619180160534034,0.06521877309426177,0.1328735971275655,0.022152516998508356,0.30592238259769805,0.22430026160417918,0.1374512099428931,0.06200077483675577,0.23502854116413138,0.20352140584681813,0.26842120468120745,0.31668419420551364,0.09697529026732496
HALLMARK_ANDROGEN_RESPONSE,0.014020033499745744,0.13377902178681864,0.012059230676450457,0.062252800458284324,-0.042228049287159765,0.05241529709034474,0.09037590580311075,0.022285834636724382,0.21168450458827134,0.10684891240963672,0.11293641960713889,0.30293610237359087,0.24731000874644465,0.2039857557725641,0.3527423341525828,0.32963580337932635
HALLMARK_ANGIOGENESIS,0.2260899603143916,0.043366529779076034,-0.005230434846583316,0.10215681649412965,0.141527297765045,0.12708361054428988,0.07423821241266096,0.17271576539273842,-0.10677083066996865,0.14947714901014858,0.09974929160303606,0.1987774259533365,-0.0039172022096754504,0.2679503194345061,0.0007746324938171566,0.23409977052820488
HALLMARK_APICAL_JUNCTION,0.06818898607412623,0.13161622544788235,0.029800878596696785,-0.03855362041819136,0.08638181660927743,0.14691473905633026,0.023046031124810778,0.053844335881530536,0.26356809932955494,0.06629680761888417,0.08938620491520373,0.267994853295486,0.20612684368272646,0.07925134596875484,0.31651310464609433,0.33867392820448783
HALLMARK_APICAL_SURFACE,-0.056730784054267215,0.07590725921386803,-0.0065308880334993885,0.014329596133426055,-0.062408095361008165,0.009631608621499421,0.047234368583841176,-0.21372783715911334,0.21306968835374726,0.024522521525342168,0.059781782529888194,0.23431031948090514,0.15752210719599932,0.04658472236085658,0.3040915211340135,0.22535604398897158
HALLMARK_APOPTOSIS,0.05829835073712518,0.14320444468334612,0.035372003039788616,-0.02717248756721002,0.24947660431183544,0.0659508265031443,0.04652903938233036,0.15636386552555023,0.036548916346256746,0.0714932058189063,0.07498233384537102,0.04777122858122525,0.06457791852440808,0.09354360235953546,0.2866751654369371,0.0793289228179645
HALLMARK_BILE_ACID_METABOLISM,0.06125958557821623,-0.005842088883178105,0.031453008529009306,-0.008045673850467547,-0.049664664297929734,0.12140243931188065,0.016886997219047625,-0.1174810201911567,0.10682536405962742,0.07878059186064863,-0.02362492937158053,0.2635571120919901,0.11977846654064533,0.026112867082584732,0.21353848462365085,0.29813757002510827
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04879046308947994,-0.00040342266031883153,0.05929848674666297,0.0017035543362418331,-0.05462443389361179,0.006315559918830871,-0.002618657489119177,0.07747503314357958,0.2503078881338368,0.10843801889675697,-0.0678605533793946,0.2136304435242646,0.19486334752595486,-0.10900895824637417,0.2174909295081873,0.272351988660165
HALLMARK_COAGULATION,0.09242032300566076,0.23345597268199955,0.05475283616659856,0.001726594702049183,0.22948230047690527,0.1499609398816468,0.036706738749119394,0.22845156799296193,0.1041952500689233,0.0954006338921988,0.07385413959206412,0.35338797336443967,0.2379448521205504,0.15570580131525216,0.3354744136118376,0.22429647465908598
