,UKF243,UKF255,UKF259,UKF260,UKF269,UKF275,UKF304,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.0007664929337124439,0.005012445330296358,0.04150325986652231,-0.008671572631653373,0.07145004813637826,0.10192418316676442,-0.0027875087545505676,-0.005491864871186472,0.014968784743400394,0.1174811593393916,0.07675245563162329,0.11553178680408874,0.07078058635963394
HALLMARK_ALLOGRAFT_REJECTION,0.02708927713951917,0.009074386540740102,0.00997111300478478,-0.04494944280164353,0.10228471091796407,0.01373198177325504,0.014244047246853566,-0.024026671630831126,0.023998554764720452,0.1107793758280948,-0.007062240421651677,0.06713863561912618,0.03286618451817275
HALLMARK_ANDROGEN_RESPONSE,0.02535979817768738,-0.005409560670771087,0.03818218459128599,-0.039335461431589266,0.11494686617833648,0.07515959979142198,0.040286431557059875,-0.045591603660432294,0.011887062235751858,0.11011147862686999,-0.0011088263463940595,0.08846420277424125,0.009445223122384173
HALLMARK_ANGIOGENESIS,0.022381408189613313,-0.12515332655464298,-0.039572395089422334,0.02174873448635303,0.13989769215161413,-0.03924199622237654,0.0323139693769135,0.04865924720215074,0.018425232982585638,-0.07727443164799759,0.01709188899018713,-0.03245843867443705,-0.050770212450460005
HALLMARK_APICAL_JUNCTION,0.029596841209441376,-0.008084462273349012,0.0446721312102303,-0.000155853423456789,0.136396893591787,0.03053571986019035,-0.00391869885769352,-0.05922080218781065,-0.01182057493161569,0.10693223288016118,0.07763296814006525,0.12266856191386204,0.04590444273086882
HALLMARK_APICAL_SURFACE,-0.09884037412593186,0.027694050840770493,0.024142133543363795,0.000342046585045647,-0.03237967526065004,0.08509700273536558,0.015725790809480614,0.04352251403533942,-0.019121517583303993,0.07655110935331069,0.12243846565071548,0.07664111645033644,0.0031971445325527153
HALLMARK_APOPTOSIS,0.046468257073714624,0.06720763454979582,0.023851163118339475,-0.04366522621506056,0.024067146846304403,0.03153137816059697,-0.02502834836306908,-0.1149759953206976,-0.11384317483301279,-0.04039662317464187,0.00162016297600045,0.003759047414463038,0.019951522654069995
HALLMARK_BILE_ACID_METABOLISM,-0.029193282039402833,0.025243649600239015,0.025478221207293653,0.02729705862534589,0.1094023421210738,0.05827993529415897,0.021332527035083378,-0.023448273912538287,0.027365362388743934,0.10846970123431718,0.07150665291497946,0.0827486252272775,0.05511640532434327
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.01577242723267937,0.02466252932121207,0.0173043836629924,0.00436286679626912,0.05096179375809231,-0.03199201862760304,0.03567302860925314,-0.01046313007903619,0.004958955770504157,0.11093169409097563,0.02547000722027088,0.0911798540062027,0.05452826658374995
HALLMARK_COAGULATION,0.036100661633186426,0.0608793634124318,0.008926389476507148,-0.052036006380969425,0.09405583315231913,-0.01417614796056117,0.05932679983444355,-0.033650135251883546,-0.028610221509171214,0.0490497828548601,0.037797355073271,0.08818349729338251,0.04162323947309751
HALLMARK_COMPLEMENT,-0.06226752765038925,-0.014147810637737247,0.0423183298637489,-0.03335761943118836,0.11979499788708278,0.032165706385377135,-0.011876918010386988,-0.07125457254256284,-0.04522942388431327,0.06467519758673536,0.08413821556210577,0.08886862447328431,0.06618782193223748
HALLMARK_DNA_REPAIR,-0.01135085973962873,0.022535746318327648,0.02738989377005759,-0.013871905634670301,0.13335497797405776,0.07163923464998803,-0.02509969701096191,0.029969765042351177,0.0008029332496111663,0.14512980884179713,0.10005102951664818,0.12134778085933112,0.05141852343044013
HALLMARK_E2F_TARGETS,-0.06087460279521122,-0.010269847815822119,0.03270650432935038,-0.006892074537101536,0.13558154536523936,0.08309575821105514,-0.005183811483626108,0.011796979999686447,-0.006470010939943626,0.12071285392947562,0.06578581346971808,0.08783854106562665,0.011314174170616248
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.06886341059801612,0.03871177299633838,-0.04520877117319595,-0.020941723489874962,0.1306913040219842,-0.021230900821017144,0.012822053951367407,-0.062207447710255354,-0.032040731060606994,-0.06344614796154756,0.07875795158902317,0.06827542418650351,-0.02342144481982401
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.018506399093343884,-0.031834274795795606,0.02660482770536811,-0.05448209908843692,0.08394849913055155,-0.013569623977325616,-0.007557516828699283,-0.0005646715213067671,-0.0066628253986581775,0.04222439969346647,0.08328045606703478,0.08681144871677283,0.03592022429381865
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.03089453118727415,0.013629321864380123,-0.011581341732557508,0.1198021073567416,0.004037652293663732,-0.009571896154391819,-0.05654469115870989,-0.04542943268015852,0.006078768711744786,0.13054332131966942,0.12964572654392437,0.05946533528242618,0.03906344175097716
HALLMARK_FATTY_ACID_METABOLISM,0.03314303655786943,0.05326453786901793,-0.019285612752331576,-0.011311862304761717,0.09610712206151699,-0.04342884826723139,0.000738907470686543,0.047957367539206645,-0.09582166188543181,-0.004235411550998495,0.02813462083704317,0.051030172827004866,-0.023542435737714744
HALLMARK_G2M_CHECKPOINT,0.03916660582227531,-0.014855103266412087,0.036426292950770094,0.07459581489813472,0.12893863724163207,0.054487410593643947,-0.017025246914054132,-0.019660220341944527,-0.04626583298592895,0.0450393078683082,0.060634547876252345,0.09941101767243977,-0.010999015426773937
HALLMARK_GLYCOLYSIS,-0.00492251929170479,0.038119680920059185,0.0016749758550609786,0.0211441586000825,0.14308026514331557,0.0444680509385992,-0.018581020699746636,0.06433901844574662,0.00020694561747945886,0.06779917640484343,0.0474884146199726,0.10797616198129413,0.054615667962992845
HALLMARK_HEDGEHOG_SIGNALING,-0.0037356229551645764,-0.002137476024888881,0.008616281650153351,-0.0591420507891676,-0.04233201455330743,0.057937122656462774,-0.05828380912487563,-0.008201766039691248,-0.031192931754293815,0.018263095741191122,0.06361233290706349,0.0971771748550582,-0.013707912925961411
HALLMARK_HEME_METABOLISM,-0.03123596548456704,0.054049303466554385,0.014504534108129487,0.03172242415008729,0.13660893946963096,0.05938125857665254,0.0017142935112573054,-0.037329644209840314,0.01731230368817598,0.11799122588848039,0.09712988870919893,0.09331399277107523,0.11488792272362924
HALLMARK_HYPOXIA,0.09856997116407502,0.008854067807410486,-0.07714645766329113,0.01808408581960333,-0.02968128500743148,-0.021899089478651358,-0.013941691124185078,0.13219065144256634,-0.0617926378466527,-0.10826434960574743,0.06323309682479032,0.0026895121608827904,-0.015868200031266565
HALLMARK_IL2_STAT5_SIGNALING,0.014637316926627704,-0.003943335617521533,0.02373873162226276,0.012710732535329812,0.15285960805070822,-0.0030609590825253696,0.07776569989069271,-0.050098412042029486,-0.01125126435676988,0.09688253798934275,0.021611143494687568,0.06212956624848745,0.04505864178999597
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.06139631491566229,0.039616265925294096,-0.040323326206917545,0.10025293256393737,0.11423369572274071,0.02706384462091514,0.03114595022492194,-0.08685372256444931,-0.024721724953602427,0.037038561737060466,-0.014842619429107334,0.05804236233424059,-0.012449279101250457
HALLMARK_INFLAMMATORY_RESPONSE,1.583422155629425e-05,0.025705281498059084,-0.004809988084769098,0.0021266130007772327,0.08083557197375899,-0.04173045894594776,-0.07966142298320043,-0.06054590502214625,-0.09246331040128661,-0.04373693989012476,0.07398619717401364,-0.019939268416921955,-0.023299256584264127
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.06381789948390103,0.016674729046280774,0.033454730159746655,0.009167784709202266,0.12172324269047856,0.055195379840422026,0.04024740668447351,-0.019899984706357263,0.036752090459672225,0.11247695515908372,-0.021856471711680883,0.100981501396849,0.04902516410675069
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.07450353827975942,0.029817754040917445,-0.0229322778760382,-0.009020598488549176,0.11895782377889985,0.007924102206312705,0.0413587661983367,-0.04346228025327109,-0.049496923182278205,0.01641338932050163,0.09109065422121393,0.04551799250965481,-0.00753326419862794
HALLMARK_KRAS_SIGNALING_DN,-0.0530497840889534,0.03928073336455702,0.08870399581631389,0.03089769384087626,-0.001999544460342976,0.041325199651901345,-0.0016721581250967656,0.05967347063312217,0.016801583906372142,0.10082272176081089,0.048247334615514594,0.08422721157311766,0.08461338289121324
HALLMARK_KRAS_SIGNALING_UP,-0.046204529367915456,-0.015683842340534222,0.05049691138536154,-0.03144632008020787,0.016515750995907366,0.1060095315846651,-0.019532817968883627,0.022884517471030586,0.019628205058849813,0.10808188649563709,0.021543050791801594,0.08288093485470097,0.01995005551833456
HALLMARK_MITOTIC_SPINDLE,-0.04845619791005388,-0.0038459368559489483,0.04571788557666394,0.014260806737693935,0.12943725633611172,0.06587738845604349,-0.008398190645317286,-0.04094030686997279,0.00802770680641186,0.12092161779301097,0.01987419899019738,0.09609229826314306,0.06793924191715797
HALLMARK_MTORC1_SIGNALING,0.007742741520701602,-0.021920602184058707,-0.014690002462005667,0.04855099613387633,0.12914184665820916,0.01742899321472874,-0.061238169236327133,0.1023309112889977,-0.053228023610353926,-0.036365015987265,0.04398384918779137,0.03518424946290218,-0.03532071384597328
HALLMARK_MYC_TARGETS_V1,0.014630352440080619,0.005665940973653917,0.036131002907195,-0.02171639436324785,0.13870668262794794,0.021431217653295302,-0.03439187198271146,0.024577630412207684,0.0757430301306995,0.1443133274437663,0.08520698342594048,0.1243777956147666,0.03445448542899864
HALLMARK_MYC_TARGETS_V2,-0.020006536640897712,0.05559904161903429,0.004593595764987316,0.00886513789677641,0.09947620632494823,0.05979674331594876,0.011919050555895865,-0.08246839102617891,-0.03107065180103614,0.07602578608416,0.04783897352456115,0.041345520926401605,0.018968555764353495
HALLMARK_MYOGENESIS,-0.021939257408556446,0.0356162791949184,0.04158843692119842,-0.0027575459685101047,-0.05785418785354675,0.039262286942611094,0.0003813432828909652,0.017213821784404882,-0.000943417097347646,0.10682724854657369,0.0006114556462657613,0.07766165964630044,0.054248175756710336
HALLMARK_NOTCH_SIGNALING,-0.022301126069475617,-0.02771305402016141,0.08988315855750353,-0.05501092298823843,0.16123289253054118,0.04522536184228797,-0.0828733108933806,-0.016046758614191366,0.051240217913518536,0.12935588005579352,0.11182410334393919,0.11450423831615186,0.027555836132881914
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.041827953284331816,0.0006470240751053261,0.03368374833143112,-0.029577945798285345,-0.009002163319629485,0.021907875585628938,-0.046652652934017075,0.03751545923727541,0.05831758992989419,0.14062733798540403,0.08438916405809428,0.12023683319872358,0.057981235181005605
