,ZH8812bulk,ZH916T1,ZH916inf
HALLMARK_ADIPOGENESIS,0.08098254990549758,-0.03567032373033617,-0.028266046695415683
HALLMARK_ALLOGRAFT_REJECTION,0.045855613728361166,-0.017168206161594514,-0.016091532439093722
HALLMARK_ANDROGEN_RESPONSE,0.07165590357109287,-0.04819659481730945,-0.012783050952989324
HALLMARK_ANGIOGENESIS,0.0509156244543594,0.03440185430962781,-0.06768741351272135
HALLMARK_APICAL_JUNCTION,0.03627478424696702,-0.04357059581528843,-0.006622077526821629
HALLMARK_APICAL_SURFACE,0.016018180327534607,-0.05388966355796245,-0.04755865497374429
HALLMARK_APOPTOSIS,0.08283732252396171,-0.057193891616043546,-0.02627591313746411
HALLMARK_BILE_ACID_METABOLISM,0.04454647086382163,-0.047609564771221434,-0.0240375807274003
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06899526103542357,-0.03483542522135935,-0.05492084985068892
HALLMARK_COAGULATION,0.08756672169833728,-0.058482765664798174,-0.07074852209963235
HALLMARK_COMPLEMENT,0.06537300311475647,-0.05150717793907659,0.004059971572571465
HALLMARK_DNA_REPAIR,0.10523464805098004,-0.03141383504886315,-0.04219609211331792
HALLMARK_E2F_TARGETS,0.03674304543074948,-0.029803082995395195,0.05926831657385757
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.051066003927509866,-0.04002274353441359,0.014105973389615742
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.04023188916487441,-0.034655388752354514,-0.0018691314553411099
HALLMARK_ESTROGEN_RESPONSE_LATE,0.042694880705605176,-0.06368887159883584,-0.013402579176961285
HALLMARK_FATTY_ACID_METABOLISM,0.0633152957711937,-0.010086268752791876,-0.06449675738723187
HALLMARK_G2M_CHECKPOINT,0.05281761923592239,-0.024954497000192175,0.03136921534634775
HALLMARK_GLYCOLYSIS,0.03909126391656604,-0.01887426641877841,-0.0004872486872773028
HALLMARK_HEDGEHOG_SIGNALING,-0.01182286567463419,-0.09210532262447368,-0.01030693940455867
HALLMARK_HEME_METABOLISM,0.11264875564763929,-0.03731152941682066,0.032806977006113264
HALLMARK_HYPOXIA,0.0007913984196092658,0.04482124426893614,-0.01069215113893894
HALLMARK_IL2_STAT5_SIGNALING,0.0330632047230753,-0.007700988067805396,-0.04080995251098008
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.01110067988937725,-0.018182103479355213,-0.03517107663178086
HALLMARK_INFLAMMATORY_RESPONSE,0.01673270141348014,-0.016837708960551274,0.0769125134306958
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.10539921697207376,-0.020507919617185046,-0.031727583610865626
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.04055923834218115,-0.07383057206380432,-0.0483187540310193
HALLMARK_KRAS_SIGNALING_DN,0.0563866355838198,-0.023088924321732974,-0.04941310988106596
HALLMARK_KRAS_SIGNALING_UP,0.10647388960993198,-0.034946170839808804,-0.04689039552756061
HALLMARK_MITOTIC_SPINDLE,0.11475620244745106,-0.010955476214019842,0.007545079913628385
HALLMARK_MTORC1_SIGNALING,0.02675654158350114,0.01626260313121696,0.016809094921048325
HALLMARK_MYC_TARGETS_V1,0.07551056805514923,0.0030344832002385607,-0.05298487974376147
HALLMARK_MYC_TARGETS_V2,0.02707727669645268,-0.01605879730390039,-0.04408854085490636
HALLMARK_MYOGENESIS,0.06737703640941546,-0.0043312276516332925,-0.020906202607547757
HALLMARK_NOTCH_SIGNALING,0.04448668338869615,-0.006620138265990326,-0.06069362540500053
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.0715921133413132,-0.01380872067952321,-0.011560545330842208
HALLMARK_P53_PATHWAY,0.06767326375796343,0.012044880660984643,0.07082009409679207
HALLMARK_PANCREAS_BETA_CELLS,0.07175573504565669,-0.024792906030915957,-0.08786788941138594
HALLMARK_PEROXISOME,0.06443416794003963,-0.018003916401661744,-0.0403711491391349
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.07869719323602065,-0.017848281892534117,-0.06349592482153416
HALLMARK_PROTEIN_SECRETION,0.10516156663555853,-0.04491557452227275,-0.03708878047223391
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.02215377565193469,-0.002618768758716758,-0.007327949598232613
HALLMARK_SPERMATOGENESIS,0.07784376269613338,-0.017289486532644883,-0.052182561785365615
HALLMARK_TGF_BETA_SIGNALING,-0.00463270315178398,-0.02915554590059105,-0.14135802996953947
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.01371196608624246,-0.043212485233155386,-0.08902686019362208
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.023213541965649103,-0.019101020190639258,-0.02218789093307195
HALLMARK_UV_RESPONSE_DN,0.04585532462746717,-0.0472302781744393,0.03534830706771254
HALLMARK_UV_RESPONSE_UP,0.04298092606169164,-0.02362193471271022,-0.06646471728605449
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.0802995079112042,-0.024076405682795697,0.0819100051009937
HALLMARK_XENOBIOTIC_METABOLISM,0.06078284245225075,-0.026733632420867924,-0.01564662972261709
