,UKF243,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,ZH8811Bbulk
HALLMARK_ADIPOGENESIS,0.10901404093285612,0.02335326029618672,-0.020126263991136845,0.022239339655678873,0.03635704476567609,0.08266619888358365,0.024575294030058398,0.06353931963760026
HALLMARK_ALLOGRAFT_REJECTION,0.03670876300405185,-0.053282948574168945,-0.0029364334514303506,-0.010634829153826105,0.13259996480612982,0.08260940402727919,-0.006143573072806996,-0.00598072136128372
HALLMARK_ANDROGEN_RESPONSE,0.08161577758370095,-0.004048498471456374,0.02414192459523755,0.10190936551672602,0.13313972656190368,0.12748930182471852,-0.03720624658907975,0.06596323180758745
HALLMARK_ANGIOGENESIS,0.053124549268674284,0.0007358757451325253,0.05349770394286002,0.07188675934821527,0.17257461873988197,0.09124594721799374,-0.03411200886789692,-0.06446446689635023
HALLMARK_APICAL_JUNCTION,0.13512459630744708,0.05103280252706801,-0.07187132134194567,0.02006587130971297,0.1757464218089664,0.08928411370768599,0.04329789041501269,0.09798769439621009
HALLMARK_APICAL_SURFACE,0.13672421664389728,0.01774824050902887,0.007182734576153546,-0.06705960040948994,-0.05794065461807204,-0.083809606309119,-0.0065656127595231754,0.034405749243032226
HALLMARK_APOPTOSIS,0.02730746229103963,-0.004681084984723504,-0.018410768256859885,0.017445715201576322,-0.040071385271431524,0.01544317291357404,-0.013011880366503697,-0.021512949074113455
HALLMARK_BILE_ACID_METABOLISM,0.10112302151978887,0.005622737071875379,-0.05778226687869424,0.009050317319815846,0.13853310068738958,0.0730446524978728,0.03808915143021699,0.057464820224137333
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07154588314198647,0.09017235688087516,-0.0628359172039856,0.02111116697209665,0.1728740476270054,0.10649138272870555,-0.010762790814675044,0.06904761795060016
HALLMARK_COAGULATION,0.08236398228204005,0.010958847622596253,0.0169915749283427,-0.03766318506031597,0.09880111497777826,0.07983790063611264,0.012821547047624738,0.02098966117549741
HALLMARK_COMPLEMENT,0.028423841230214266,-0.0019307521225193664,0.0046196640446522115,-0.0015132832750516167,0.07154683689043997,0.08919837138652438,0.00862412194003084,0.04546464725807949
HALLMARK_DNA_REPAIR,0.095759885051485,0.04073594639819475,-0.061040478258776974,0.09832363312265853,0.1633312936683839,0.11116246244971065,-0.022078425584378315,0.09386160010764295
HALLMARK_E2F_TARGETS,0.12580046265220834,0.051933452264181945,-0.0651383225652042,0.019447330467226763,0.18093631449706202,0.13012825746583823,-0.016720575745316296,0.022844869374478105
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.03479619650936989,-0.0016268408644378052,-0.029422166036888416,0.07164845135398058,0.1707163857263004,0.08354831192723408,-0.012896815103409124,0.006052568130194984
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0012563783221284917,-0.006578149903661375,0.041199867628124956,0.02474888091548951,-0.01756422060265963,0.0634059868141411,0.0518064106352177,0.06132519980268495
HALLMARK_ESTROGEN_RESPONSE_LATE,0.07273371514323287,0.0536844648772694,-0.08108257617732087,-0.022469180378435902,0.03857700347003272,-0.030505048336377214,0.008724893454693801,0.04899427009692101
