,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.12446101943013152,0.10077135759237117,0.009951834890666754,-0.03915444878811483,0.13480035480411245,0.11019490490711233,-0.03335707324576901,0.08128969603800267,-0.005379930406532598,0.16147677563395607,0.11918282166184706,0.035023947260548825,0.0781646752550236,-0.0008065371905192925,0.03530962068245468,0.03543981043065382,0.11421366598703597,0.13102513780110722
HALLMARK_ALLOGRAFT_REJECTION,0.0758277831825184,-0.05513488980152346,-0.01435289803285598,-0.03539079486950956,0.06300445885964283,-0.09683747469209286,-0.19295703638172554,0.06834247377664372,-0.060593978012919575,-0.31884880709291624,-0.11160488053427066,0.06507197814709417,0.08032604733457006,0.0020228343542976735,0.044258299193335585,0.02095849223413361,0.10922628312069102,-0.07928362707513101
HALLMARK_ANDROGEN_RESPONSE,0.0034760326490276727,0.03583303329182695,-0.0464641111695247,-0.033688192417653064,0.25716076545470135,0.054957705562448826,-0.12804015112820052,-0.014545497755088451,0.022102094651729808,-0.11581400423132125,-0.06737113263412335,0.013796683791822754,0.11051224319643022,0.016950389353830694,-0.011337261060449733,0.05028885469310107,0.09394341143981819,-0.017966848847922625
HALLMARK_ANGIOGENESIS,-0.21686410665274058,-0.01387031760673488,0.14931143861323376,0.008883117579896392,-0.34365804847513887,-0.11086778995359413,-0.2376014116000189,-0.17048987778491478,-0.07007223852170069,-0.2970986675441965,-0.25630599757204364,-0.06009108344865499,-0.0008879413308502969,0.0015264741983725709,0.009194939776039605,-0.06763060848970515,-0.06928395176768545,-0.08083658264540346
HALLMARK_APICAL_JUNCTION,0.03304843872274629,0.07249543177206039,-0.039034313167233464,-0.008035173208696483,-0.02536631274202712,-0.006127693413225534,-0.14342230933465572,-0.07106436523956855,0.014316482497824981,0.05990495195985415,-0.15331979716686525,0.03589189753885683,0.06717725798497032,-0.001319006804880893,0.04764763967089337,0.02648427406293408,0.0990932520670991,0.16906540768738304
HALLMARK_APICAL_SURFACE,0.24094233476997798,0.11755338356255628,-0.011171607466520727,-0.009737037089345466,0.007555347733556453,0.10185296815539456,0.1826947012140339,0.07719858652569207,0.12473142520317489,0.2291091890451749,-0.019855787415258258,0.06545169079759942,0.06337427863233851,0.06290385568211328,0.06773867690532055,0.03010244204816316,0.12014412078234221,0.060155333338628166
HALLMARK_APOPTOSIS,-0.008695725638595008,-0.06302296404964423,-0.012204062830702958,0.029091287807660418,0.0232431018218554,0.010983744203360093,-0.04615791725606651,-0.15613072338012413,-0.021602914037750956,-0.05822000039850189,0.1771826700048716,0.07954936982422613,-0.04707081219006522,0.03451936119914728,-0.05052759375272702,0.009133839526022808,0.011235177271234291,0.09331901591057952
HALLMARK_BILE_ACID_METABOLISM,0.028728489151784005,0.10601514541039166,-0.020890668547587095,0.034789183432098,-0.08514310496266198,-0.0286902001890658,-0.19161773082850594,-0.0597255122764911,-0.0537343011022669,-0.053529599763068585,-0.11435144403423457,-0.02125764497248779,0.04543782925182314,0.009774486069491418,-0.04920478308175345,0.08957290385127423,0.05757399272616225,0.016477190034554008
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.059836059139615885,0.11020567633461581,0.013332781168665302,-0.006186488174624441,-0.02930741713169768,-0.09909728563848384,-0.1285084745983143,-0.16430411422346966,0.012753751345476386,-0.23089591679112165,-0.2039900777266989,0.018504257249438882,0.10756727506281281,-0.008299134227183022,0.039742375773404594,0.08358637346945214,0.019124865453680338,0.04639580980198218
HALLMARK_COAGULATION,-0.03758341263692496,-0.010937766844787348,0.008060092536984743,-0.02904897253649131,0.0747904728339554,-0.12450090002072568,-0.20550978174991133,-0.041877962404781616,-0.09787381702716486,-0.3196027986869362,-0.15600767145541897,0.04496927948968111,0.0702580006734938,0.0691811933822348,-0.03339238927478156,-0.0009835570320529741,0.04507378996155948,-0.09686846435495199
HALLMARK_COMPLEMENT,0.15284802450007356,0.06545975479450587,0.015448710728603847,-0.04404319932485218,0.25986646175693173,0.07936181488228648,-0.12921932128268993,-0.10655816650702166,0.033605795690430054,-0.20124547916014396,0.07679598346473775,0.026071784517836486,0.05075067824532683,0.0021877276948306878,0.03653590447129147,0.05096976456426017,0.060087520900822325,0.10064531651862249
HALLMARK_DNA_REPAIR,0.078673268050123,0.0774699962428088,-0.031144365527903863,-0.029839013410924698,0.18447806316320337,0.050997257601085186,-0.07822725537019355,-0.04811470973781366,0.04279270072220711,0.18056922748825435,-0.09763577309633667,0.08597742226201083,0.08386125026514243,-0.03665977410790124,0.04842702230676954,0.08756672018583991,0.07388533494863081,0.1800839194469577
