,MGH258,UKF259,UKF260,UKF266,UKF334,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.04772233708438355,-0.014697863738246188,0.0005776398493539209,0.025287242954414285,-0.008577255520128153,0.06510687611610244,0.144978716501477,0.014982509342222106
HALLMARK_ALLOGRAFT_REJECTION,-0.09499100267731159,-0.09834450371774685,-0.005188720583577922,-0.004606403612572971,0.08246226698387851,0.085697330420481,0.0701635220349649,-0.01898606339821529
HALLMARK_ANDROGEN_RESPONSE,0.04979553374648154,0.004131029087550099,-0.008369925715859835,0.01947339075419827,0.04095526124653046,0.08531269578693233,0.1207724744603049,-0.021884428965067745
HALLMARK_ANGIOGENESIS,-0.0074292424384275095,0.04679421414464447,0.023336826194809795,-0.006626598522589103,0.08594960647243576,0.007830308292817091,-0.022388903264668705,0.00869003387111221
HALLMARK_APICAL_JUNCTION,0.08176979560374793,-0.04770082270534486,-0.0029588878922363476,0.006604296106664722,0.010130664021457982,0.07758726105924875,0.1501070172304873,0.016730986882061063
HALLMARK_APICAL_SURFACE,0.10022609662704676,-0.04072596002699858,0.00161639360077328,0.03294736831997294,-0.06768428602585755,0.07567096952264822,0.15330866172224392,0.044768767798991346
HALLMARK_APOPTOSIS,0.02887685004639245,-0.05647215899927109,0.056862218511564554,0.02618797112248497,-0.01166657097581573,0.022339979153586133,0.017133585285491856,0.052612559103957325
HALLMARK_BILE_ACID_METABOLISM,0.0641083234444993,-0.004626923967288661,0.017309771883099085,0.01004625273346509,0.006577441768279329,0.049456556475666984,0.10253895089841715,-0.04220333752028308
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.058941039584591126,-0.010890597131915807,-0.023768575108926535,0.013985901117145812,-0.0557270237565367,0.027768940086800857,0.09892010627472315,-0.017957990882171215
HALLMARK_COAGULATION,-0.05342804803830466,-0.06548087078690318,0.03669920928858114,0.014381480815902521,0.08685780551719184,0.08024020070230876,0.09293694058383306,0.030595009116974405
HALLMARK_COMPLEMENT,-0.0126444588070435,-0.051762725635987425,0.08069063246018593,0.007083823812606068,0.030823364111061402,0.07871747499663342,0.0698377941882887,0.04229395015814279
HALLMARK_DNA_REPAIR,0.10916366394024973,-0.017363447682153994,-0.010916897718130888,-0.0026195658970920984,-0.011828671532754935,0.06742421770613365,0.147208143738525,-0.04637692300561945
HALLMARK_E2F_TARGETS,0.10038839181959003,-0.012580777696144747,-0.03739814035631204,-0.021166470804890224,0.006457553686256474,0.1362012794676745,0.1138258326915103,0.011845348039979558
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.1030716649927829,0.003048905199333454,0.02783147196544151,0.007191355053053144,0.08042332671481861,0.06460288494570159,0.08350892523337611,-0.011859329286836817
