,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334
HALLMARK_ADIPOGENESIS,0.035959243612770135,-0.02754532064489144,-0.027655577806280033,-0.022290774321462394,-0.07243064865310242,0.11840095104436212,0.0015084014761168746,0.043304969651199544,0.07800794185057144
HALLMARK_ALLOGRAFT_REJECTION,-0.038233040707176945,-0.05330890652483737,-0.0007259803830548692,0.023453063202708527,-0.2563074272179864,0.07830837059597798,-0.010384086343293611,-0.10149280763415575,-0.04818430241151763
HALLMARK_ANDROGEN_RESPONSE,0.04257901486410171,-0.013901337851702873,0.029451585165558004,0.036730528207019095,-0.2409397583642401,0.0956930061140012,0.010466848210632974,0.0020298355742173874,-0.0457356219333706
HALLMARK_ANGIOGENESIS,-0.007858339351974705,0.05704771902738267,-0.02594040567065299,0.031073846266117318,-0.2760622626425056,-0.07916443311114027,-0.055780845210755284,-0.11700011736584126,-0.11039810627440919
HALLMARK_APICAL_JUNCTION,0.044877763975976016,-0.022100167761756002,-0.031523925291431436,0.057665768500759766,-0.18154390768447848,-0.0057292865415540725,0.022053616166835304,0.07197870129675023,-0.02593817536712793
HALLMARK_APICAL_SURFACE,0.04727918119668401,0.05011601722961424,0.012665671563915692,-0.022918478536265757,0.2111179858875581,0.047637700474671606,0.1449048398281998,0.11664566927075427,-0.014301434721373919
HALLMARK_APOPTOSIS,0.0021743569133661615,-0.0189456326072206,0.04234580202471557,0.01743106899042688,-0.0287344183314604,-0.04442967017380538,-0.05859111634506116,-0.01024676581259605,0.054226146748247994
HALLMARK_BILE_ACID_METABOLISM,0.014828283127284535,-0.008599331437179931,-0.026584280516742487,0.030928031590791067,-0.27580699890682275,0.03788463468789378,-0.03425905796706382,-0.034137316426485084,-0.020268811345136226
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03839607818616963,0.04277898221919422,-0.00717260723726461,0.02416375632316001,-0.21053361049205946,-0.07672802597936548,-0.03259919345095504,-0.07283696178552518,-0.05844928822294741
HALLMARK_COAGULATION,-0.0055091852321281975,0.011293678178476662,-0.0317039503365139,0.02937651333850518,-0.28848592048310223,0.05771865130947649,-0.03359775024806466,-0.13530208499657084,-0.08999808353969561
HALLMARK_COMPLEMENT,0.020578099017605125,-0.03437987040581651,-0.034953872538717144,-0.06730418258993345,-0.16348246119939464,-0.015054301415807337,0.04895184911305402,-0.07979938529552431,0.06010873573653423
HALLMARK_DNA_REPAIR,0.08490826203385525,-0.046516723915758354,-0.028964272555095004,0.006188013509429984,-0.15673903970232875,0.0953945714350053,0.04385203711682623,0.08285439913098876,-0.0009917882702796862
HALLMARK_E2F_TARGETS,0.0030665280127175542,-0.04016215339306356,-0.053767435745216946,0.040832889070993195,-0.2191005767481381,-0.02473209603305842,0.04403574229450256,0.11467853623900313,-0.05206179669476466
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.012342088723163053,0.006794130350915313,-0.04861924391961892,0.017854006122221794,-0.22720572923723154,-0.05018866772603163,-0.02968706722997246,-0.07684406411421273,-0.09819190727055374
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.029794077843427268,-0.007780997599067829,0.019379680990075872,-0.05387129741776073,-0.05993424771553917,0.07452339891334399,-0.0006009780626019996,0.13427715810788649,0.10985734101022321
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0384194772719888,0.006175171345019912,-0.06567949944956263,0.03765053768830916,0.21027908064879036,0.053020077264809284,-0.006340870706854079,-0.06855753989065265,-0.06970641734178554
HALLMARK_FATTY_ACID_METABOLISM,0.06998535094876566,-0.014233428337045686,-0.000128820390066956,0.05423390299025368,-0.18172915010679874,-0.04042210753874975,-0.024243014595660556,0.08793984714821401,0.04105216819755485
HALLMARK_G2M_CHECKPOINT,0.009093114128858932,-0.03223198227483255,0.005722709198562565,0.05758082267711265,-0.20815325916561223,0.0011697417391896476,-0.05988213373423339,0.033108540129149634,-0.06161041958752338
HALLMARK_GLYCOLYSIS,0.05742840836789838,-0.029426605208291073,0.009657140751404223,-0.006972965293287953,-0.10393748358116037,0.016152156481271406,0.06349956894054723,0.13928906473858527,0.02495478875904926
