,UKF243,UKF248,UKF251,UKF255,UKF259,UKF269,UKF275,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.04584720999456812,0.05879542084593689,0.019230477311408783,-0.024123924822709832,0.0015568537172517666,0.09255544773067415,-0.008338758013232394,0.12576837068755087,0.03977807875142704,0.025756813943286154,0.11926849824112033,0.009067365844244871,0.15110377429870936,0.05619545694647823
HALLMARK_ALLOGRAFT_REJECTION,-0.034271058477413546,0.03737499844330563,0.019485451170070146,0.03309210132017917,0.018793124192503827,0.1044070992324134,0.02547039050784922,0.08729960289542474,0.04529839639622996,0.06674249224450848,0.039367941138904024,0.053973888655001453,0.08692990777506834,-0.052606040932643455
HALLMARK_ANDROGEN_RESPONSE,-0.025485692750914796,0.0966054882029588,-0.003746842492122131,0.024831792492891185,0.003826171658955455,0.1105508087578337,0.013292589318281601,-0.0016024384344578088,0.13561967878131845,0.04439387928552834,0.10376012003230296,0.035203234798311916,0.15077953385811327,0.0930809029655263
HALLMARK_ANGIOGENESIS,0.029679107259682654,0.011618692596429364,0.04763004521552077,-0.05274163454776755,-0.012399483914229995,0.14540768403087734,0.005375699625245948,-0.176155279990132,-0.07544505058405217,0.07973155317221146,-0.04790957899467467,-0.044994623867867255,0.0458206845384505,0.10018188392146046
HALLMARK_APICAL_JUNCTION,-0.08176707929683366,0.057958638815009116,0.01632028838447253,0.004816809693262973,0.04403939939306018,0.09739429409170432,0.08036280754783352,0.08232781894902956,0.06938818466811485,0.010491344358778538,0.07969869292661569,-0.003223804442694433,0.16345441015233123,0.056613051007380046
HALLMARK_APICAL_SURFACE,-0.0745294470566108,0.002248353616752762,-0.07813516068785631,-0.04283492719700189,-0.012129652579253048,-0.08740377766704596,-0.07757849157599263,0.10144010658968106,0.10590898336576314,0.011802959529162738,0.0830175428536112,-0.03596122349566042,0.17734651907574853,0.0877541747758487
HALLMARK_APOPTOSIS,-0.09545519034212462,0.06675558840209851,0.04647067883130849,0.04894723850839016,0.04082295761069088,0.06444505130316648,-0.02314026907327636,-0.07079698842753876,-0.047770833602590254,-0.03422173735174092,0.03306627442668978,0.002932001059686994,0.07351636829543863,-0.0034674455800992577
HALLMARK_BILE_ACID_METABOLISM,-0.041138592893906256,0.0034618816601217663,-0.019874353759525756,0.023128402857125554,0.008916432649764452,0.11688071226089797,0.06326528453325352,0.16674621257046224,0.019958329338633465,-0.019272769572369137,0.0687979208278201,-0.011302480950765678,0.08346730677408619,0.016086050158130114
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0535680630904624,0.02441083092897623,0.027567357981396,0.015883986312665337,0.08882553456138337,0.08810406411086807,0.032143601829334345,0.059057699781359906,0.05609749451042779,0.05180850797719517,0.12859134276927112,0.044799335888177756,0.12000541838143926,0.05804826959544194
HALLMARK_COAGULATION,-0.05001639700707621,0.10171892271837592,0.02083464320687344,-0.009437233540862112,0.057261584260242526,0.08707946351761121,0.013901168333966228,0.08852205815174606,0.03820549322708031,-0.023678151768805413,0.0693871732382205,0.06349706541107111,0.13159670942611346,0.0003584413127091985
