,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.22239291070009604,-0.09352543354412399,-0.040944467424480824,0.07917902948151703,0.06769719941136926
HALLMARK_ALLOGRAFT_REJECTION,0.157890505361059,0.0019314531502035547,-0.04373611787372331,0.08123954356239928,0.009016058710923047
HALLMARK_ANDROGEN_RESPONSE,0.18484887724310875,-0.07948508398065625,-0.026899170889337652,0.13855359740453368,0.11676261031502122
HALLMARK_ANGIOGENESIS,0.08803079810302103,-0.03661487424715457,0.05937788932972309,0.007569355627795365,0.14637532470380446
HALLMARK_APICAL_JUNCTION,0.15961057875313645,-0.10477331039954062,-0.023977597465087028,0.12973018052282567,0.12679887716760604
HALLMARK_APICAL_SURFACE,0.038806849176438174,-0.06720717769887548,-0.03525318442716634,0.13185880754363882,0.1258539033511533
HALLMARK_APOPTOSIS,0.11875994460456969,-0.0464350425755767,0.018805968009629935,0.04012954798341944,0.07764414517701657
HALLMARK_BILE_ACID_METABOLISM,0.08274785819128266,-0.05411898800466502,-0.046986925268905126,0.035595117367089764,0.04860379401756943
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08979913112042993,-0.09207890856170173,0.004487340708000925,0.09155349770005122,0.02070482469459642
HALLMARK_COAGULATION,0.12408801886315864,-0.05497757134685731,0.024437107306237615,0.12061652244118529,0.11933830386977842
HALLMARK_COMPLEMENT,0.13730204664786833,-0.0763593841955775,-0.03961383575432323,0.11586578203712111,0.07504789203286516
HALLMARK_DNA_REPAIR,0.13939908748648727,-0.10674685886740241,-0.0549469504824443,0.07762644288799075,0.04978308813037144
HALLMARK_E2F_TARGETS,0.025999927454292956,-0.0644571162028505,-0.02076576005793613,0.06966526433402387,0.07393631668245058
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.15794442692588048,0.020625888794382284,0.008848649877861416,0.10966305983709286,0.13755945146856186
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.11396404360658736,-0.09371444367423479,0.005992087806742535,0.06540585440475667,0.07947510941374612
HALLMARK_ESTROGEN_RESPONSE_LATE,0.06187844675295198,-0.05892039573148414,-0.033001402278078684,0.09327919372055486,0.019983684800189506
HALLMARK_FATTY_ACID_METABOLISM,0.12496997104899321,-0.06511677703257039,0.023622462136394257,0.04367948052141155,0.03988487547757528
HALLMARK_G2M_CHECKPOINT,0.06661862529694335,-0.020114827547076934,-0.028790802378333317,0.10328498971450681,0.1216777884003568
