,UKF248,UKF260,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.03002275588969989,0.049331654848353924,0.13507885526108032,0.04513579837819332,0.1166442917927054,0.01366172850127426
HALLMARK_ALLOGRAFT_REJECTION,-0.08317388780392075,0.07279073369807275,0.059059319241655465,-0.013554538789699522,0.024338831790321074,0.07884174837690061
HALLMARK_ANDROGEN_RESPONSE,0.03174987714733622,0.01459044183606586,0.11480794214797305,0.0008059572345081915,0.08022488879492937,0.06659722287907002
HALLMARK_ANGIOGENESIS,0.011045371760026384,-0.08287561242587115,0.03442344388459157,-0.011671827878971508,-0.026948385574559402,0.026731937247046637
HALLMARK_APICAL_JUNCTION,-0.010660513766368434,0.08007465871307294,0.12026570568255776,-0.042835129032321395,0.09339986913331227,0.052878517966085045
HALLMARK_APICAL_SURFACE,-0.022477673987549317,0.07384658098199802,0.14911227981765712,-0.003736804886172165,0.09685960228041803,0.04283919461294238
HALLMARK_APOPTOSIS,0.055750014107823494,-0.04628712023591186,-0.038764497270939245,-0.021095376970136318,0.07648923442509721,-0.03676520504157194
HALLMARK_BILE_ACID_METABOLISM,0.008294071160231458,0.01442501299983766,0.12203244711764902,0.018525984544314523,0.09936242651416767,0.04814046749811368
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07004105907550781,0.02043154899189854,0.12264881903242932,0.02788998537326761,0.09974258123937976,0.05543431281078871
HALLMARK_COAGULATION,-0.020563030678226835,0.009726111248900195,0.07734797549565996,0.008320785640586128,0.08198347819701901,-0.009944721563212404
HALLMARK_COMPLEMENT,-0.011434906258052123,0.027677038486403047,0.13008950481555542,0.0007210087132942358,0.073695204590996,0.024275732850207475
HALLMARK_DNA_REPAIR,0.011337590571268782,0.06987943874911608,0.12345468392363095,-0.033616139856908894,0.120921983699761,0.07733441021054564
HALLMARK_E2F_TARGETS,-0.005176133812511317,0.041668092717609476,0.12803674226786715,-0.05101105445175367,0.11625227300669234,0.06955356878238272
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.028778052191510823,0.0006050001070797633,0.003911604719998623,0.00018778499311137176,0.033484315120358064,0.010930452964395753
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.028774124246377725,0.03326174967058197,0.11144578652037689,-0.0035538808726750925,0.08090854833610621,0.015607520433381558
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.008656269310247787,-0.008868878190060188,0.17176060530822918,-0.012039286137011301,0.10052658922087858,0.05901227028917656
HALLMARK_FATTY_ACID_METABOLISM,0.10964001380366471,0.039670615175617395,-0.004690027565780709,-0.00531742585246908,0.06581388950599985,0.06120672512239595
HALLMARK_G2M_CHECKPOINT,-0.0008799005222190308,-0.014420939663633272,0.12183645981987493,0.00011718090473120053,0.07575480972352436,0.06677536592891285
HALLMARK_GLYCOLYSIS,0.06988203204596563,-0.0069100834046797455,0.1426206109901923,0.012940488033095096,0.109440517972226,0.043433689944661416
HALLMARK_HEDGEHOG_SIGNALING,0.01782533056356965,0.04473595478475612,0.14967398140924604,-0.013082890001837558,0.11108578087687337,-0.06495861351367886
HALLMARK_HEME_METABOLISM,0.037253811220350604,0.04167109833313666,0.1302437050544258,-0.04447969232391856,0.12200838598214371,0.04425408436689267
HALLMARK_HYPOXIA,0.04451675796158779,-0.05141339748792262,-0.020929198540892736,0.06325960500399863,-0.015933470208658783,0.041070700693133774
HALLMARK_IL2_STAT5_SIGNALING,0.0050066110268912325,0.031371846501744925,0.1503421844515591,0.01566125984431982,0.09660520207408578,0.05266078213401068
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.036752486567680306,-0.0037793797341799324,0.13033621375666266,-0.020702225683813257,0.1090815082896503,0.04056205660812744
HALLMARK_INFLAMMATORY_RESPONSE,0.047088512846328985,-0.02079154053195902,-0.02860526207439304,0.017256234077006414,0.08002325197989096,-0.03294986705522872
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.07682216858978952,0.08762184777359487,0.11880238484225994,0.011858108643707942,0.11614294471166499,0.08561030334375802
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.004576363666234042,-0.03391260116969408,0.08056602613681774,0.018026834373084326,0.02778997150019468,0.053556182610689486
HALLMARK_KRAS_SIGNALING_DN,-0.03105532666051332,0.04885690575641678,0.11681570811123045,0.017374791754520377,0.13223374253176057,0.041550900618643215
HALLMARK_KRAS_SIGNALING_UP,0.02319501670947424,0.040498587112970115,0.1914117442890649,0.005810113646595217,0.06036419862437451,0.030978260694360316
HALLMARK_MITOTIC_SPINDLE,0.009937409527355228,0.0920665192927766,0.13785913986790713,-0.03052342612706036,0.12206819017829959,0.06995182290496446
HALLMARK_MTORC1_SIGNALING,0.036970177945543324,-0.06999603481661965,0.07900993766445627,-0.0002149267245610978,0.013507868547889395,0.05909077721344979
HALLMARK_MYC_TARGETS_V1,0.045471478571993386,0.03519578206223196,0.09526484464816835,-0.023766858801414284,0.06666702618097126,0.08412573877608259
HALLMARK_MYC_TARGETS_V2,0.023684459975142846,0.06962114608863165,0.11537798519403941,-0.003622932779091196,0.09062639601254133,0.06685545525939803
HALLMARK_MYOGENESIS,-0.015123540388262819,0.04436866735539173,0.0775389272104658,-0.011221751896536966,0.08149065840967927,-0.028797280784141854
HALLMARK_NOTCH_SIGNALING,-0.0037667600232089747,0.05868924369925174,0.13972497766175812,-0.011156697805130756,0.11271039307475106,0.08090838720320441
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.00709275104864549,0.06761334522685708,0.10657524723018938,0.002432871081431002,0.07681860658372079,0.10056756575558788
HALLMARK_P53_PATHWAY,0.017385686395498257,0.04021820317836085,0.08104949629638529,0.00487029901576627,0.09410794608131356,0.05370237736851653
HALLMARK_PANCREAS_BETA_CELLS,0.0028704957174007398,0.07520163486777158,0.10064122292522544,-0.027774317530467236,0.0684900132734148,0.015367457991598872
HALLMARK_PEROXISOME,-0.008497273138865542,0.05926010946708823,0.12292338099478586,-0.021292613868053267,0.05862826860366788,0.06137812418535186
