,MGH258,UKF248,UKF259,UKF313,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.035625792811297324,0.07992212177859644,0.05618341448024976,0.1049071160851219,0.10464308455471853,0.05717992350927915,0.09272814483799556,0.10644726868035793,0.07028840398616668,0.022210808460578366
HALLMARK_ALLOGRAFT_REJECTION,-0.015740793148764438,0.02214284716369851,0.05360407222669012,0.12111160947361475,0.1257508358395437,0.04710090505022862,0.019254520508982707,0.062412594631206755,0.0787177827734435,0.07994095357402478
HALLMARK_ANDROGEN_RESPONSE,-0.0012873579119077874,0.06173622329727399,-0.00019626616817538367,0.10903978175696974,0.08463433558070728,0.053229128253313586,0.047017761177017024,0.047796078059084104,0.08802658561349232,0.050005801173978515
HALLMARK_ANGIOGENESIS,0.023043004618600694,-0.08273122944342794,-0.03311070731662711,-0.0716020925092313,-0.0008627453586248795,-0.013956476298387812,-0.05781077231407291,0.021507648135958162,0.06314304886359932,-0.01661398556462215
HALLMARK_APICAL_JUNCTION,0.07029579134903144,0.13676564445547837,0.01073193317760315,0.11963671784472457,0.143890855708005,0.023591633768861104,0.11032030836312762,0.12222838797221447,0.1474076767449468,0.02102148483942853
HALLMARK_APICAL_SURFACE,-0.03379936624286762,0.0787903301345094,0.0159433032732385,0.08350433128441023,0.20019926918141087,0.04279483668216895,0.07608717650200449,0.006296950631701205,0.1185301191949003,0.0878006652308448
HALLMARK_APOPTOSIS,0.06172778294262628,0.02876227692186966,0.04443046830410827,0.029300568914920614,-0.061923687195591645,0.005336454372708284,0.009070972294920572,0.0652428771013009,-0.00013837032389229224,0.029351229454564868
HALLMARK_BILE_ACID_METABOLISM,-0.006821680086581015,-0.05245654250896967,0.004655965626277219,0.039483982477649684,0.08632521885419174,0.03555033317385544,0.03860057143448485,0.07659167673498782,0.03341920126873171,-0.00966659396430432
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.02333979177618822,0.04177113526677337,0.012493797445778637,0.09835715658056178,0.10137557981757081,0.010348395754765096,0.06099891452040894,0.08047778098104856,-0.02716529202902776,0.02063334141540856
HALLMARK_COAGULATION,0.022053770356976615,0.1200036627322822,-0.002349934751715535,0.11706248811185545,0.15716221712153358,0.05216544467867874,0.15773621016949424,0.12020871160977618,0.13242578237749938,0.029964590427743062
HALLMARK_COMPLEMENT,0.017277599259571674,-0.012305944039913813,0.05282450080324739,0.08620559511589808,0.10276983306290813,-0.027502833307469714,0.0028583612043867838,0.11705787635200623,0.021547353887172584,-0.011621778406101908
HALLMARK_DNA_REPAIR,0.03702869784951426,0.08138642496795433,0.027363742409907542,0.12380756650073405,0.11510944239535652,0.02146499420340322,0.036709615377389204,0.08961337570446673,0.062240526198154095,0.004246604001024291
HALLMARK_E2F_TARGETS,0.06683530738138843,0.07394912922358413,0.05028243536344835,0.10898524051542145,0.12028848018165861,0.0028932582487406736,-0.018128913616416543,0.04523048976268561,0.025313882025052435,-0.01722753708440025
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.09368441076521324,0.09350689050245124,-0.005285642275190357,-0.04035678554713085,0.13014871336435002,-0.019279624982138158,-0.010498793236754992,0.11883508964618412,0.11901526116898242,-0.021057671629537117
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.07104128586813752,-0.002786820249415273,0.04888052699945469,-0.06091416052845481,0.07130464110895837,-0.019280617830881315,0.08191000396988161,0.10980102433603321,0.048433402727559104,-0.047223624580710784
HALLMARK_ESTROGEN_RESPONSE_LATE,0.03660496048818284,0.06401853592606067,0.03217676201800564,0.11275899403709937,0.056705363455457326,0.008549919225414452,0.034666247050354315,0.06054352329318397,-0.028008761841050268,0.005528274467632788
HALLMARK_FATTY_ACID_METABOLISM,0.030988658460280028,0.006335442354617422,-0.016650184909848098,-0.05842454502590982,0.053122264851804456,-0.0323579076197066,-0.10562271261034002,0.07845187000611722,0.0002276968108861767,-0.035932253978855626
HALLMARK_G2M_CHECKPOINT,0.044126561523049675,0.07297151719843127,-0.0369619751018649,0.11969565892748786,0.12603825456310966,-0.015410075069355166,-0.02307050217479137,0.09829681726933241,0.015930129118558862,-0.03701398702655387
HALLMARK_GLYCOLYSIS,0.020896071606058195,-0.019550475593624748,0.03173919199036655,-0.04683154447340892,0.07378971057352424,-0.05204482037748314,0.0028361240630339728,0.08033770451872099,0.012449223240009862,-0.009024403574957417
