,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.10870590164473527,0.10669763729879846,0.12119491739819592,0.06284335841773614,0.22910805879396717,0.09953700687010486,0.19142599447869185,0.0991587326193894,0.12876342760806672,0.04731642876045983,0.07004096774481061,0.10502538679004432,-0.0005932170589830096,0.2061586829458128,0.11620052298953394,0.24573679893231087,0.2190647378462479,0.2886689011478924,0.12411215861915928,0.15434591076713386,0.14699618508577528
HALLMARK_ALLOGRAFT_REJECTION,-0.023328166485041615,-0.10701350473054151,0.06734424512105493,-0.01857857009655237,0.11850733203976771,0.01426488062252964,-0.036679575215407795,0.35886704738650366,0.17077303104256128,0.018420405382611943,0.047459265389939116,0.11040614913122694,0.028956305512491825,0.031879138178826996,0.06723933007030458,0.14850834082484798,0.10722964248300915,0.18273538912092435,-0.05844906240920229,0.14510655702730269,0.01594197557196692
HALLMARK_ANDROGEN_RESPONSE,0.14732758254168601,0.14972637728494154,0.087214074982919,0.037746225526350805,0.09485026763421153,-0.05073096289918293,-0.06941537479735137,0.3390649867563168,0.1443170104641797,0.0466356603865695,-0.02180203424310867,0.11461332868365826,0.03843289718940459,0.08926276348995456,0.08878525101112275,0.12771753178278977,0.20794528637706838,0.26180041345232663,0.03400752389693674,0.25470667738306524,0.162409390900986
HALLMARK_ANGIOGENESIS,0.04771758567644022,-0.005156799561636937,-0.03404643667853188,0.011969356022744364,0.1384084709418751,-0.08389061300201066,-0.01925695334313431,0.4673445983987694,0.2150654085470097,0.07426306494407187,0.04598605925758617,0.013673546090456182,-0.06340846382878135,-0.04886853953860836,-0.07890316654671103,-0.06445860281684879,0.0416024826012301,-0.12851188828213703,-0.1343482961390266,0.12772786836583222,0.11434788705936327
HALLMARK_APICAL_JUNCTION,0.18113914846736648,0.16172275872726932,0.10306311851380891,0.03345294141027855,0.22799537172298986,0.1341369774224679,0.21292853215589339,0.4524639492791058,0.22252028498062473,0.12461869746743101,0.04657907502766736,0.1535368474408682,-0.0072128447560047895,0.16423858692677742,0.09427070826799631,0.26074484065241327,0.28283707015789833,0.30226832334245113,0.11565962395365718,0.32022890249125485,0.14259092862494513
HALLMARK_APICAL_SURFACE,0.16781430472076464,0.03606286648124053,0.06829629535211693,0.05180001056792632,0.13175100628416317,0.11482651139142536,0.24598525150509154,-0.13778041360702353,-0.02558763806442076,0.02012414748683017,-0.006566725343770554,0.18657537385405543,0.07512701484839222,0.19490173380840894,0.03497540381341016,0.1970356833324489,0.2505711222063154,0.262096002112251,0.09207322624423427,0.253858357889867,0.10257604431286202
HALLMARK_APOPTOSIS,0.014454041239352634,0.04342331818040781,0.040034687115083706,-0.0003438306387149372,-0.10990369920244397,0.01799802948075027,-0.13739174989197742,-0.08944255671775796,0.008200154770313883,0.06720628423568918,0.032932138220946434,-0.0867855231661994,-0.10543935785578618,0.0449541913158293,0.07710411375508802,0.13502121210112508,0.0269096479948298,-0.08256718729391464,-0.038695419520825045,0.048775497620915376,0.022175789627624128
HALLMARK_BILE_ACID_METABOLISM,0.1164585905013147,0.12338888303007811,0.037543582617787855,-0.0005699786738848717,0.17708504219560814,0.09932366574447499,0.26006255822515223,0.33958447795216573,0.20481944401388583,0.07123989790491095,0.0829196535740834,-0.008662615052675094,0.058282728706067224,0.21253319717963703,0.0020670156818915265,0.18797987910786404,0.2243534763443425,0.21245140060448686,0.06756610753152552,0.06198153988827698,0.1187260430253535
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.16581813675327975,0.16125960491855448,0.08838288465604337,0.015751733350608314,0.17797841552431656,0.12228679800066396,0.2345234242671512,0.41802219783484607,0.02997977393039407,0.07680581793523768,0.056360357383970036,0.071464478236858,0.025815704268101407,0.1248615654163233,0.1046060463010551,0.221086097464947,0.25062503310441014,0.2676880258489304,0.1223636969172586,0.09141242737200737,0.13768637928059127
HALLMARK_COAGULATION,-0.0719957207185589,0.11429239130811622,0.09377846355990252,-0.0008743405926219325,0.13545184126312498,0.10455182497143928,0.006230989984245938,0.32543477945756755,0.1383343714176808,0.11287400555886871,0.05987559079194059,0.22439074004111098,-0.0871921414806842,0.18273771645538783,0.07952200625766323,0.22290734524540812,0.2150684154551984,0.21303550753922934,-0.05311094414366745,0.27115933658545033,0.049204295096346946
HALLMARK_COMPLEMENT,-0.013589524009342593,0.010425291497740177,0.05836985693598768,-0.0495716035458541,0.18869503842622828,0.0395123777757887,-0.04248930613816807,0.1504075275107097,0.22546547223758964,0.08722937827030076,0.051714177564439905,0.06149240281456846,-0.032517824903996885,0.13186842795973772,0.06527504028535729,0.1676916397934723,0.21622196353199932,0.16662441296839453,0.1055305794044784,0.09858500849759969,0.10309823401345171
