,MGH258,UKF248,UKF255,UKF259,UKF266,UKF275,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.0797119945143589,-0.030238172500675668,0.1335057195827422,-0.03556006034108507,-0.029775983024082728,0.07326193257491573,-0.023490896986470455,-0.08070844244220074,0.0296266209609973,0.08481298021857342,0.023086921151301593,0.06773352015245031,0.003823111018453042,0.07591467185196847,0.09066177120107387,0.1283299979327291,-0.006499591543997926
HALLMARK_ALLOGRAFT_REJECTION,0.010011187516847125,0.018868542575504813,0.16380151075591923,-0.02205369344158107,0.18813918607402133,0.07411455915438213,0.027548208607057246,0.016603701640036418,0.05300703900344247,0.2073737093055907,0.0377950551540165,0.019909762278994565,0.002936781884012376,0.08091350761963416,0.022293108774414684,0.057468800331027844,0.029475942401988958
HALLMARK_ANDROGEN_RESPONSE,-0.03968611007460571,-0.027635437813298525,0.07515552622258617,0.02780379028644127,0.1220135280382326,0.03120367826436739,0.05674417598040155,-0.09285615669994918,0.06443800935771603,0.10297197799176135,0.009937297841317404,0.02472038021656827,0.023618345427534063,0.03537665418283335,0.03599583943217678,0.14206558467674743,0.060366106147479275
HALLMARK_ANGIOGENESIS,0.05542331596624473,0.027990547920322354,0.10723436083139072,-0.04729166797152289,0.19020400482863087,-0.03321781455740302,-0.03841581090879431,-0.15030883334356274,0.04292746631036595,0.019286228770678558,0.022852334255022647,0.08227895685756956,0.06252687675512811,-0.02533918582850488,-0.06976134041138864,0.07279471161978043,0.09730224624680492
HALLMARK_APICAL_JUNCTION,-0.11126433985917085,-0.05693320505273518,0.17346069702851313,-0.003050214948306253,0.161763094310356,0.0004547218337064281,0.02808543861302038,-0.07195698413275724,0.03927956512681275,0.02656436552867423,0.00718361897882938,-0.001950026056071448,0.0167683449926739,0.05023157226906266,0.007225820304214464,0.08874409052609358,-0.004820095237967572
HALLMARK_APICAL_SURFACE,-0.09546497910742592,-0.07189402819365805,0.12337332885544604,-0.07538004864491976,-0.04739125296740432,0.044591354759327226,-0.046029923306070746,-0.11300203682561756,0.03429560885217946,0.014197373053903842,0.0381363208888773,0.013607629051114454,0.0007668953100357531,0.026576971667743886,-0.010934887534310447,0.1454642575280761,0.08396300952709258
HALLMARK_APOPTOSIS,-0.03296855956896185,-0.010498647533734303,-0.08092915650006999,0.05258693287764587,-0.03279926016027912,-0.027677061790385107,-0.035730770866376674,-0.01686970366525852,0.04169888595247133,-0.1630234080503902,-0.06976725130492883,-0.015180930859580534,-0.030720693477776905,-0.0005419868195735577,-0.03439761244882502,0.0336271105840964,0.025931265204203222
HALLMARK_BILE_ACID_METABOLISM,-0.11115532563181224,-0.015612497361024352,0.11196364159718439,0.009543055334682471,0.09752051083940982,-0.025176505270564024,-0.04615110666708933,0.005557470400961823,0.11731255561637023,0.07881100927005649,0.047086366465206086,0.060008536178314795,-0.010659357214624703,0.00546859310689993,0.09284605811939338,0.05772908407880372,0.1117074734047025
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.02066063639561391,-0.04122609367094562,0.09553548432185494,0.021862670490217905,0.168291035983947,-0.047662638253631796,-0.00908430823210927,-0.06285503882580182,0.017105566608010957,0.018704826603901957,0.011763376273066267,0.002416315406023241,-0.009783924301845204,0.05106238590701214,0.05628364481441257,0.062323390485669795,0.07900852829115834
HALLMARK_COAGULATION,0.1119676758258656,-0.02237876325997383,0.04943651559384258,-0.06594971771454351,0.1850905645081003,0.02113908065177671,0.006686680926626481,-0.18934060764909144,0.0032293187982965197,0.011623160915126728,-0.008737393950289933,0.04901727618337601,-0.031220194299418646,0.08293890909985703,-0.028921874247661735,0.06430951768363181,0.08068642069464986
HALLMARK_COMPLEMENT,0.04335564884205159,-0.04760990665741605,0.1538506506929673,-0.03366967107988115,0.06744065494531344,-0.034759042416911926,-0.006606138683146989,-0.01937033903180063,0.03919931032083359,0.025805319987891855,-0.057041254055134674,0.03665413515672836,-0.026899076734442823,0.09408013562410455,0.08160919483068498,0.10041905900908393,0.05016531229399621
HALLMARK_DNA_REPAIR,-0.06518987267059081,-0.0349078431712419,0.12580137689537962,0.08455658319680416,0.1152161778175663,0.03761504825421352,-0.02689054302105947,-0.02249335423852615,0.05809490444283083,0.06619752977764824,0.0127786393346408,0.008772128188684435,-0.002159433250991097,0.09350885919604363,0.07590151162806517,0.09780189674110555,0.03435953640440371
HALLMARK_E2F_TARGETS,-0.02680838368272691,0.006588263196344375,0.17442174825038584,0.0030249100582136735,0.17409365431046137,0.017331823674254558,-0.01172216017868563,-0.09153213723565161,0.07667814532510984,0.17237736292381858,0.05236956962228806,0.04901558100741848,0.02879770209110611,-0.03797406091496757,0.08297250298867896,0.10216526900588592,0.04129446916701525
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.026233969489515317,-0.002643769362517325,-0.13385722637267986,0.05869866959648098,0.19719671696501753,-0.054339654830048364,-0.01030373649291338,-0.1508962010935949,0.005437326565122426,-0.12246917466721767,-0.12576094904802168,0.06101098176129237,0.025059943539220565,0.04059878335766105,-0.023251017536267186,0.04535034730391657,0.09130459731700846
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.005963603833698849,-0.009671400406222865,0.07669163189147493,0.02788335747810096,-0.07525029556588776,-0.009696627651783588,-0.05796499075178006,-0.0660512565917361,0.08426637743284071,-0.03928400180761844,-0.021797603602139313,0.04581366979542919,-0.028093130040238473,0.08473612797958822,0.08863564809428792,0.07881562999937096,0.012716633306319107
HALLMARK_ESTROGEN_RESPONSE_LATE,0.10239122070923459,-0.06248044637583513,0.11865038652833818,-0.03274918564218481,0.019479099068647122,0.07870999739576497,0.10782885337233127,-0.03801825417114163,0.03460085456807284,0.1019397454619965,0.033656710050266235,0.006251496140119107,0.028120717751782213,0.06359018462278894,0.07170657049765326,0.08297641615316606,-0.04672294304340051
HALLMARK_FATTY_ACID_METABOLISM,0.09594174633928135,-0.021754084431846087,-0.06827034573724101,0.04000256813159825,-0.017611565787775195,0.0058321697931408125,0.02194621904988221,-0.0298928533026056,0.0347390852806001,-0.18753705264375425,-0.08883381634045322,-0.0017416948815539629,0.005473286471243823,-0.013472931411425377,0.0479809126882254,-0.0009982874626267998,-0.0311246490379706
HALLMARK_G2M_CHECKPOINT,-0.05537948528130867,-0.03828481031861127,0.09756581099687489,-0.0013524371642973925,0.1715241682715656,0.005669423082542574,-0.04435951690217085,0.015098248326442859,0.007503933569343046,0.13864144946016901,0.07251545352829965,0.04412332302953561,0.06759941052459055,-0.01528109783274257,0.06581362749733909,0.08081033220750038,0.039447930355588245
HALLMARK_GLYCOLYSIS,-0.0873033231041188,-0.02249506700761064,0.06843453116835584,0.005744602830347784,-0.04149345647750796,-0.05291536100988757,-0.01719463562731777,-0.026680477390503627,0.029674632166369015,0.0008857645819676641,-0.017647505336527355,0.014634472351068505,-0.0032973435626245965,0.08176899498168524,0.06501540040560205,0.09965886509209176,0.051584292758145564
