,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.033423020964630526,0.2387169836468396,0.06545274527550551,0.005328952942509065,0.07407550534762564,0.02962699262318215,0.040788248640940834,0.27434788800234333,0.05595637697300346,0.014032519665992976,0.04348301420166903,-0.0015422282652224448,-0.08750945344977351,-0.044374931413745024,0.0802668649235041,0.07735123600252969
HALLMARK_ALLOGRAFT_REJECTION,-0.042740151449961,0.1499772427810204,0.03482362688832164,0.06836548110591863,0.12401379330951645,0.11993938070212656,0.006358552474931761,0.4437116042676237,0.264940466285493,0.06486047319089594,0.042418248229747005,-0.037857449961428716,-0.03458092069871027,0.08065512019714458,0.16028451378168326,0.12164802233011643
HALLMARK_ANDROGEN_RESPONSE,0.0697278275576699,0.26640339826854326,0.09756381034957604,0.024732070097011404,0.09599850351386964,0.06083073263822376,-0.05936172969643325,0.31158457747482404,0.2291728719485663,0.036627109056860625,0.004542422079905133,-0.02463051267764791,-0.07185404329746706,0.04593930303696389,0.07643738998151085,0.04831837817800169
HALLMARK_ANGIOGENESIS,0.0806078936924747,0.06714130075193127,0.12712982186722285,-0.013832853496691848,0.0316997572476478,-0.08794629068608105,-0.049568658038399736,0.4404713275291563,0.011465139717802443,-0.0023557309916577367,-0.014236576407797682,-0.028069580514524777,-0.07814709552133849,-0.0922577799180348,-0.027209001241434477,-0.12559702974048795
HALLMARK_APICAL_JUNCTION,0.07089299375806796,0.2821733005406223,0.03482254755778954,0.024651501752613422,0.10175149314409446,-0.05571396078587516,-0.02816054508886433,0.4477841463067888,0.09677043583686118,0.008406178721708762,-0.020929768358908335,-0.0015852819179238485,-0.008921768999089603,-0.0226335597533167,0.13495753701350263,0.02874585479464897
HALLMARK_APICAL_SURFACE,-0.03207121044013192,0.1970836861387594,0.019407178147863,-0.02125477803086449,0.012951312856493421,-0.03947406019041967,-0.01846354006013424,-0.12256111930074286,0.11779718631264405,-0.06901940774727065,-0.018837984391964713,0.001890823252488513,0.06341173299580345,0.08039754725367747,0.11342967612143126,0.008978164417404899
HALLMARK_APOPTOSIS,0.0728124290794065,0.05295436362337346,0.04680114435402621,0.010406098136924623,0.02799775354241593,-0.06432642864918371,0.02987210434447335,0.1471152053616265,0.11912895921768503,0.024944632154283834,0.022813965254928098,0.03608458838386905,0.1078345784722058,0.04582263416185404,0.034239172791043264,-0.007952970871460652
HALLMARK_BILE_ACID_METABOLISM,0.1053053763565974,0.2692522594564666,0.01946842329706882,-0.00022362827447347077,-0.01721888681616395,-0.03765005671488758,-0.10211841563498124,0.36143821279763466,0.09356188032407084,0.0005466699847905652,0.0050817110552025145,0.03213496273253615,0.08548919887606186,0.03359720869186266,0.06204600962446452,0.04739370619389075
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03924650413321115,0.284672003409522,0.029237160197562225,0.018109907245071236,0.060717893560358456,-0.01926624791501427,-0.05359759838196951,0.1898320304165895,-0.027834906018967907,0.003698518671705117,0.010126806965908034,-0.01502989055844467,0.00723672021054493,0.02607822431305196,0.014155637162444432,0.010395324293997615
HALLMARK_COAGULATION,-0.10436913421936973,0.14798104076387555,0.05121733025901743,0.04531026748201902,0.10298107677447968,0.08757937319360735,-0.007762993308336512,0.4042267957559608,0.0995747983933696,0.039980715986395236,0.0011528874679352394,-0.02939584554854609,0.003163289645748999,-0.03538565310208795,0.13067694323176746,-0.02265300104978285
HALLMARK_COMPLEMENT,-0.040040534646770924,0.13844094166455131,0.11341676481263664,0.018204663502289307,0.09894722398971494,0.07758822084385833,0.028734016304997275,0.4419437536413558,0.16476173849423628,0.005041581691147219,0.05243296553897998,0.023828399753471282,-0.10672089580711633,0.04761981410882327,0.0458824079511022,0.0710090708163638
HALLMARK_DNA_REPAIR,0.09202443695072123,0.2719817696363313,0.05879545023004437,0.025651907763947473,0.16182314401076753,0.0658102569929513,-0.039221734384982575,0.39681606295435196,0.22479876022292547,0.024366568098862163,-0.017328000991079378,-0.015600860055915572,-0.006713870998500286,0.04476003344108101,0.06072567913894612,0.05048357592263077
