,UKF243,UKF248,UKF251,UKF296,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk
HALLMARK_ADIPOGENESIS,0.03120105396212503,0.058377128115082784,0.03658364262990709,0.04016903216946415,0.10583077526378998,-0.02642427497491725,-0.0198378128146005,0.058706904470547286,0.011698786317014636
HALLMARK_ALLOGRAFT_REJECTION,0.0015397725305471076,0.010132100988760629,0.04284367872171575,0.021511243579122385,0.1117333629067186,-6.788712557457166e-05,0.008594860647899093,0.044018517356277015,0.03888249812059078
HALLMARK_ANDROGEN_RESPONSE,0.08849402243695864,0.05380698383674134,-0.03193894000514071,0.03891780440235651,0.08094637030172917,0.0409012663770951,0.004124849942927562,0.08329671104883743,0.02954519276832422
HALLMARK_ANGIOGENESIS,-0.01846386049109857,0.04941358933910874,0.004231095396012827,0.04509192765822529,-0.010015189212984088,0.07277300573835635,0.09541188022647551,0.01466926118430809,-0.008709210453979922
HALLMARK_APICAL_JUNCTION,0.04800210309729529,0.019446930434450727,0.0018774816590718107,0.003089321228294805,0.12416780021089503,0.03985283084139427,-0.015033216419818736,0.06661790876726877,0.025710587816368095
HALLMARK_APICAL_SURFACE,0.02647333190095272,-0.008596716496956695,-0.03476904683255219,0.02137521895250427,0.11252175801192604,0.05001929821310546,-0.0424093692808983,0.09773490946114417,0.04825565163790258
HALLMARK_APOPTOSIS,-0.047046711354407994,0.01182887665257077,0.046395666663275076,-0.0011718685278524327,-0.02601602400730116,-0.07350033494845339,0.09372898635458767,-0.027470276972498712,0.027185801281011623
HALLMARK_BILE_ACID_METABOLISM,0.08114756259820488,-0.003036534923114994,-0.015117998031680666,-0.02464103550104698,0.031295634573609524,0.04902220836493791,-0.019823918940915286,0.059465309154820054,-0.02303819462803931
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0772153666294199,-0.012389259021675262,0.03299202722180559,-0.008714020998990402,0.12565184445420036,0.05548878214213909,-0.05312506670765557,0.07271666997428543,0.0709971929593919
HALLMARK_COAGULATION,-0.00027690089146722004,0.06992426869611286,0.021015376381476537,0.0798331308128627,0.08201641931838662,0.03665971456541976,0.07553150378325969,0.0776358903605477,0.071396771703713
HALLMARK_COMPLEMENT,0.007253924106915116,0.03160786209597138,-0.002974551452628653,-0.002738435662720661,0.07403759536982382,-0.016404361678286426,-0.004440675386054693,0.05188016192531327,0.036994953033404006
HALLMARK_DNA_REPAIR,0.10240195777503004,0.004795616710742437,0.011710128537286505,0.018722310714026448,0.12254441893935615,0.014912127634350594,-0.0077591359389143225,0.05963253271944548,0.045313899572905644
HALLMARK_E2F_TARGETS,0.02477942006347805,-0.02232607492887232,-0.015245992041017396,0.050234809090546,0.09428387920474009,0.037836269596802766,0.01261930602474053,0.026621152443449213,0.012739176499106518
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.016465079442022544,0.06595253098125714,-0.032704375389563695,0.05586134338297292,0.015991553843741135,0.01869791905486613,0.16364712166999903,0.028848640574562222,0.01653211908793606
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.0264466672728711,0.06429736405080226,0.004841044394802605,0.07044602427187113,-0.05797709024486029,-0.030922018680293917,-0.009680795930879367,0.03697609564750358,0.022189804205852134
HALLMARK_ESTROGEN_RESPONSE_LATE,0.03996432671771371,-0.011443445526550486,-0.05189638004235877,-0.03494111522779212,0.11315549681274047,0.05308180805209336,-0.004408656166833607,0.030756000023903513,0.0489337405644136
HALLMARK_FATTY_ACID_METABOLISM,0.06485512168831074,0.049050451053515846,0.017361776059772658,0.015267669426231888,-0.06301434070845198,-0.05609699674502764,0.040473162477136386,-0.01343107276758216,0.06146822700877539
HALLMARK_G2M_CHECKPOINT,0.011320611588226155,0.013590429757928731,0.03183602212109381,-0.029515300925260238,0.10042536570936067,0.051508047953461034,0.07816078274818211,0.051920609526539194,-0.027722655664615615
HALLMARK_GLYCOLYSIS,0.05199376062561963,0.018613291530394586,-0.0189230803492433,-0.03872834765940706,0.019213364005193856,0.03473422727234861,0.018114462031540452,0.05768421070128501,0.043614847557405766
HALLMARK_HEDGEHOG_SIGNALING,-0.04828407683606557,-0.01798484972287798,-0.04009645595406441,-0.014274157474863653,0.033751727543202215,-0.02113452773327415,-0.02377553105546811,0.007992483240940271,0.09775307466866423
HALLMARK_HEME_METABOLISM,0.0847445479856702,0.021328850168886967,-0.003901785401346696,0.05151884383808755,0.055875223094052386,0.02077984262090063,-0.02559490883335192,0.05888406338714306,0.0335134859185943
HALLMARK_HYPOXIA,0.023146712442261023,0.005223794863912019,0.028102360921507155,0.023502639108112216,-0.10144764119985211,0.03755284417206985,0.03774307311442861,-0.007829696449227486,0.018289147541109493
HALLMARK_IL2_STAT5_SIGNALING,0.06400249058353721,0.022410800927373034,-0.0608432413352899,0.012191796188629153,0.019967180084868384,0.020302073768854265,-0.03721550994239305,0.05483187733121131,0.012481425830413253
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.002401047608701713,0.06545883574629913,-0.03441793278514226,0.06104914680400161,0.003455392238160529,0.04592021406163037,-0.008648361891732794,0.07634372092714814,-0.00862940251003846
HALLMARK_INFLAMMATORY_RESPONSE,-0.015879738212875954,0.02226325648927254,0.01587576110663267,-0.02142154450272339,0.02688371857823832,-0.043454161032479344,0.08937794566316973,0.004129860614152114,0.02229723564713628
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.03568675467008566,-0.010851241912065738,0.020140926275194666,0.016206830663677875,0.12344457314493118,0.00958083655998498,-0.042304854090623074,0.05539179304053019,-0.006834842196958733
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.01212187062515831,0.06511449936634824,0.02481035588806413,0.011018788770864825,0.03267867928688891,0.021870760248650124,0.1320491737896797,0.06283165734423854,0.05091040842538465
HALLMARK_KRAS_SIGNALING_DN,0.056313638305473236,-0.06001915368605351,0.05285092427768406,0.020552762384311817,0.05457219184861827,0.025250193956068447,-0.0807368454533085,0.08392728970549773,-0.042490827807425205
