,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.04385500005208284,0.001495285479257252,0.10534340802164091,-0.004185419854958801,0.0055766845339194635,0.05224690366994509,0.0886925174278532,0.007725670225294413,0.03902767365825569,-0.0037448827545626924,0.008698824537002296,0.05702165278391305,-0.09164349693061313,0.08378297530101128,0.08885399900460181,0.037096592664050444,0.09805674670931894,0.11895306176521754
HALLMARK_ALLOGRAFT_REJECTION,-0.11202392208378424,-0.018609857945637253,0.028494326897577006,0.08267563728799938,-0.004654943088341502,0.023357633165794384,0.014878840938457913,0.028284135003394526,0.04744589209335882,0.039722029013825155,0.011872950195714516,0.05605230540457605,-0.07246471058847449,0.06654739297355175,0.07938503614076084,-0.04462982049627112,0.009677008303840965,0.02067781921930072
HALLMARK_ANDROGEN_RESPONSE,0.03918875446841908,-0.005414148551852168,0.07932826830896467,0.019065778924141064,-0.022649011579057184,0.012575378245499603,0.06030862075198578,0.026917703790301065,0.03258941702081797,0.005617805725106609,0.04744458513133327,0.024753206318058843,-0.0775941900760277,0.049548875586892166,0.046846067267191795,-0.011917592275199836,0.08354433552730656,0.05050255321493004
HALLMARK_ANGIOGENESIS,0.012579176693175475,0.04777127206266639,-0.011389920373938912,-0.030734725792305462,-0.00880177996305863,-0.02031519608847039,0.06464411390643517,0.04432095072508931,0.02337233451493438,0.025525127681683805,0.012537571620160972,0.05171709885063416,0.08923994078998686,0.0024680327557118358,-0.02249300358572728,0.004201456794055828,-0.05993443004614735,-0.023903664001796665
HALLMARK_APICAL_JUNCTION,0.05218547682753653,0.010238144445112611,0.10210950023660934,0.026116095350026822,-0.0026126298592515085,0.08054917247587465,0.09865709331122992,0.031892209354502175,0.05125005030043128,0.041345866681541034,0.046260672479517984,0.06662448771258588,-0.10946061435604978,0.04064036107368356,0.05561944445000767,0.011999558629571395,0.12387790077225681,0.10174937295678833
HALLMARK_APICAL_SURFACE,0.12187701162337851,0.09230128357050771,0.08788088312503327,-0.027793427639077852,0.008808436627701149,0.10631664255408595,0.03004533871847107,-0.012626197671316083,-0.03688665131499112,-0.014853182015857374,0.07974181248531598,0.12266984968978165,-0.05524723801321875,0.057256228176056155,0.029141988057485746,0.06293162118188894,0.13269122251640234,-0.0010897752843908874
HALLMARK_APOPTOSIS,0.04648929511681916,0.030147248697503116,0.000503900777366901,0.02245392221118348,0.012192397223428884,0.008995088405689158,-0.05319718177119768,-0.04005525110084839,-0.04275299684285696,0.05918482985419669,-0.034671327959545015,0.0624498034676484,-0.017140131347040333,-0.06953276325839,-0.03193396529709245,0.018372141646828488,0.040888767310319415,-0.02430578659674458
HALLMARK_BILE_ACID_METABOLISM,0.0513562948575954,-0.01763704520771105,0.03975069178325219,0.0015040829661106616,-0.00657963040122246,0.05900698493015826,0.06356786275739994,0.0448524373008119,0.01263688946449132,-0.028379918481020665,0.07646941439925074,0.092410430597413,-0.15458510362681044,0.06499406598711262,0.07766622839817869,-0.0006467601377011291,0.08187569942849156,0.21600089122963648
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06356909111031703,-0.04443315868480232,0.08147097290328806,0.05857868806160001,0.002211864932731672,0.025680260534137044,0.1212986735166835,0.004303023223318131,0.014458520057821882,0.014917477726368493,0.016102124981223778,0.08639790908747347,-0.07793514906742982,0.08659977298597539,0.08095783562924369,0.0027159005467728764,0.12276080930958717,0.21172726660675129
HALLMARK_COAGULATION,-0.07571406101985069,0.024452923956403153,0.06977147376426823,0.04063946991068484,-0.0031031703313570418,0.03958069193524457,0.054858187391260256,0.0592396007828352,0.03896902046741777,0.04467454148880041,0.039729915796581874,0.0791566816627903,-0.1114518782333373,0.02666885685860318,0.09945288192418607,0.024767205279333796,0.07935302263357837,0.05821668594367442
