,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Bbulk,ZH8812bulk
HALLMARK_ADIPOGENESIS,0.0293387386047724,0.03188495351752576,0.04832281389106315,0.003092528496711606,0.0525154548203347,0.11749479986552926,0.03683412149271954,0.03305006563104786,0.027706610581415752,0.14561005601351337,0.04530618142717267,0.011635003486850705,-0.014294756465745604,0.058468621706778544,0.07684714781898895
HALLMARK_ALLOGRAFT_REJECTION,0.05355324656169567,0.057113363820557435,0.03377175109412001,0.01584567785503981,0.004747512872962871,0.13446035436768763,0.06445641504193236,-0.004228260073393482,-0.04044080969993696,0.14156572150951063,0.030869366945925847,0.038879872420823795,-0.05502558543303566,0.00014504977611446934,0.06567057493429833
HALLMARK_ANDROGEN_RESPONSE,0.05321310441107624,0.0890571462050974,0.019569942611011727,0.08637597215840838,0.05388296893847722,0.1507590625112148,0.05604722636090036,0.028890733433248106,-0.0597663557530851,0.12966887245643222,0.02569086858291746,0.04254555848565821,-0.048263314091738854,0.05213593554738813,0.07712936646517866
HALLMARK_ANGIOGENESIS,-0.014184698998174764,0.0655234113603792,-0.050437198574719636,-0.010062399641632898,-0.0428699550241133,0.1734168662402924,-0.050697591349361075,0.01356002299605449,-0.10572254046521942,-0.08762670074566287,0.012189646131990589,0.027903248814685984,0.08057584194120414,0.02359490448448335,0.03269507363254376
HALLMARK_APICAL_JUNCTION,0.005280549985408762,0.04922937349773553,0.08069383744744524,0.03343646498199778,0.08769924252715042,0.14666774682205694,0.019441704538882054,-0.023109838012302757,-0.008903360167862634,0.1447832511981012,0.0370807036049617,0.021973127447916456,0.011686698257511601,0.06718429962583101,0.0467959755233409
HALLMARK_APICAL_SURFACE,-0.03237789317689951,0.0034630396211097468,0.02274003032157518,0.031421541332383236,0.06833916403340254,-0.11176295033400453,0.10996388834159984,0.015173760353171768,0.0769841163709075,0.12018558888862955,0.08463723312812961,0.0034512089072477863,-0.048931281771995946,0.07142893293161486,0.0888330101344601
HALLMARK_APOPTOSIS,-0.017232704656787206,0.060085461113198714,-0.003934372781272193,0.04578603872014473,0.004499137297814301,0.07279621768503323,0.005188659789769028,-0.016447608615660185,-0.026909352272801335,0.05856579896436779,0.008951025630675022,0.0881066046370286,0.00800799500812403,-0.04743979136829581,0.033431113052494126
HALLMARK_BILE_ACID_METABOLISM,-0.010377197973087381,-0.022789499896960882,0.007516342372842889,-0.04506252243409222,0.022151158301248985,0.1546001516759678,0.05624584974667929,0.013357210100411769,-0.014930420912067404,0.06040184501870651,0.05206573470161235,0.09890170639927671,-0.11380620797887425,0.06550612242843448,-0.028460010069770603
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.013964653597580041,0.0019636723212699244,0.05391150579668346,0.06586002256100984,0.05549242133296785,0.1348451578361157,-0.06991327313616183,0.0210533229520856,-0.034978241916582366,0.15908919035684238,0.010974889937330064,-0.00905357400450035,-0.04103477315977139,0.060485679478459536,0.08090251906056292
HALLMARK_COAGULATION,-0.02529682749333642,0.059661288921192164,-0.02846118849670457,0.0028888150674673103,0.07344477074370209,0.11251493884817257,-0.005499970493827592,-0.03457828054861238,-0.04889973298671678,0.048748877194419886,0.025836025603516815,0.00663778129313824,-0.01111861153614323,0.012503534933274243,0.06142535065689224
HALLMARK_COMPLEMENT,0.01026113084295361,0.06963813786874413,-0.023660649208562586,-0.013068441849251822,0.06973514022626862,0.13933192085231424,0.056297036742494116,0.011504781662001286,-0.043835153046263745,0.15614464399658143,0.06449919997728862,0.050175134149939474,-0.05551806870310823,0.06167325858491621,0.05949857924491306
