,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.08810538387274633,-0.017436257195120174,-0.0030274356843356335,-0.007885808706084808,0.036985747539400024,0.03541455213941723,0.04598328967823637,-0.009935542413472446,0.07482483552366939,0.001957865163171759,0.11059273464174561,0.022879357751323843,-0.021136928585620645,0.10484491256756985
HALLMARK_ALLOGRAFT_REJECTION,-0.040313387047293044,-0.08073619485755487,0.04265789534060788,-0.11474552633320399,0.008874106626617573,-0.06871134394531722,0.11472685654723942,-0.013935388672421192,0.10922658418790251,0.016215650105372025,0.09596047944928908,-0.06558547050508966,0.009680187104780568,0.0473813901617008
HALLMARK_ANDROGEN_RESPONSE,0.046838572920365286,-0.00800455714070339,0.0264594766259591,0.007945648707692711,0.05335291027329133,0.10516408141691873,0.08542220185718609,0.011774487352198304,0.1251991003014415,0.02811340469628796,0.08510495881105565,-0.028167953187309237,-0.08609795263605118,0.06398961717892111
HALLMARK_ANGIOGENESIS,0.08232045378250967,-0.041222060363145394,0.026755052710810624,-0.03624504982312228,0.027478483028915816,-0.047518631002799745,0.07021654471162168,0.0201007712296969,-0.015287522483309668,0.09171297465250643,0.14942760367273117,0.04867065617880041,-0.00790177351181849,-0.08850783615885033
HALLMARK_APICAL_JUNCTION,0.08331677178551246,0.024439301868711124,0.015379285221507258,-0.03887649849148625,0.016024913646914486,0.015459548933400817,0.10426018852065055,0.013376118899812278,0.08593152698908575,0.03108109457317026,0.04225183520589605,0.044702419691536356,0.012273576806875635,0.07539485071744349
HALLMARK_APICAL_SURFACE,0.02542816529734035,0.033481619939076834,-0.05336586144222195,-0.08831854032514364,-0.04032170509769276,0.036714685160075027,-0.01106831514717419,-0.022965739959633864,0.12336979563189428,0.01913819733884239,0.004984114931902867,0.012602006592127478,-0.020825655005761803,0.08304305753314933
HALLMARK_APOPTOSIS,0.03658076729369843,0.012530595884178018,-0.037606230898256494,0.005524740212354225,0.03914910174365587,0.005578447634952584,0.035169154667294554,0.06918823914231984,-0.004916720672536517,-0.019992011559996588,-0.030725556109644187,-0.01598414750463064,0.005521438446651537,0.04398966419995547
HALLMARK_BILE_ACID_METABOLISM,0.0824648765157109,-0.034733444801420994,0.002979764658406752,-0.0535060905506589,-0.00034078985020876557,-0.001781202565127202,0.09079999449448285,0.0024365811926907515,-0.018442294577473255,-0.015900380012046366,0.07770158260957141,-0.032873589447202936,-0.04494681554671325,0.12486224518428723
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09236087959905345,0.043142051483776526,0.010632905672136497,-0.06667938571418104,-0.0021774663469204176,-0.07229371852145253,0.10308467513624195,-0.017242260485512178,0.0919219375083717,0.019581270565516794,0.14606312834382942,0.005277888419838849,-0.025754380913928974,0.10916522423582661
HALLMARK_COAGULATION,0.13217065660742647,-0.00848580759217975,0.02954498171132401,-0.09428540215408429,-0.005083282693658205,-0.013334472271065389,0.09360556265602923,0.023821438144904627,0.08226481650219251,-0.01195785734499649,0.012372906133593983,-0.06103403690804177,-0.03427351611332284,0.05867661435456409
HALLMARK_COMPLEMENT,0.06720961089803858,0.01006012761654143,0.04222552374619546,-0.004777175706797746,-0.034565107904436995,0.05085667845866848,0.10982038950297686,0.016226353256265907,0.10106545190467395,0.013430419235248063,0.09346173182499098,0.05740920362955038,-0.0778492027697918,0.0889260101840677
