,UKF248,ZH1007nec,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.004891749243675667,-0.03952884533903792,0.04634807343723919,0.06517188577389631
HALLMARK_ALLOGRAFT_REJECTION,0.03761172877445238,-0.032562958943816965,0.06249166127228758,0.049202716501035956
HALLMARK_ANDROGEN_RESPONSE,-0.011455022545418265,-0.09873128743987614,0.06968096111100182,0.0649596798082678
HALLMARK_ANGIOGENESIS,-0.11260045822249722,0.042700441045411826,0.01937889966669736,0.057499564881364804
HALLMARK_APICAL_JUNCTION,0.023694087506296386,-0.023245938262959537,0.05642932447018304,0.09109983855761214
HALLMARK_APICAL_SURFACE,0.02283015204112379,-0.1156480507673924,0.07579502550281557,0.04738817620039688
HALLMARK_APOPTOSIS,-0.000252059265322036,0.0636102348665189,0.023102636744642496,-0.011818421436416834
HALLMARK_BILE_ACID_METABOLISM,0.036008788214285034,-0.05777992106699262,0.0013293812235507852,0.0983735403916081
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.036040478416949476,-0.0023649993503775104,0.039496374507770986,0.12040854105829393
HALLMARK_COAGULATION,0.04203933346270882,-0.11837297941151569,0.08076369751106258,-0.009468593901815595
HALLMARK_COMPLEMENT,-0.017116138239369954,0.018129772634245183,0.04155746262303111,0.028051307935980128
HALLMARK_DNA_REPAIR,0.00019664071459594927,-0.023652286322593436,0.05803167460680602,0.12105178806396882
HALLMARK_E2F_TARGETS,0.02836652702198893,-0.10816275438835428,0.023609427439982515,0.1042777114442461
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.007922741570945597,-0.047031792096903946,0.07048957582820382,0.0526191628515672
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.06484877420081556,-0.03022856656162757,-0.01305335844425202,0.008261351258464696
HALLMARK_ESTROGEN_RESPONSE_LATE,0.029695275833376413,0.030307257833902035,0.04962034055267093,0.05913684568594442
HALLMARK_FATTY_ACID_METABOLISM,-0.00865757795316367,0.08652468776729971,0.0077639441738503465,0.023185297350223677
HALLMARK_G2M_CHECKPOINT,0.007004218552565396,-0.08378684579454866,0.03579418142855047,0.13532558936550604
HALLMARK_GLYCOLYSIS,-0.05915222132890211,0.07521832230604573,0.05577404245462265,0.07574847987861125
HALLMARK_HEDGEHOG_SIGNALING,-0.04052141792341568,0.06780734786530754,0.014405662672653544,-0.06095807627896122
HALLMARK_HEME_METABOLISM,-0.0031767662613311396,0.010987382450745042,0.04569170218515892,0.01438017828042101
HALLMARK_HYPOXIA,-0.07277996923750851,0.18025767344394353,0.014734283696102034,0.08675768185526538
HALLMARK_IL2_STAT5_SIGNALING,-0.02011261671925422,-0.00045521105690383593,0.04398609599284695,0.08648940778130874
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.013109042002604043,0.008132996064850816,0.036569988282333925,0.102636267495503
HALLMARK_INFLAMMATORY_RESPONSE,-0.023293234766380504,0.015999268083957692,0.01454283217425875,0.007766240360797068
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.042266409149483326,-0.10748418816995896,0.07341798449689267,0.037493433285446486
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.005190771098488382,0.0542381865340215,0.07769633762918964,0.07952697080262784
HALLMARK_KRAS_SIGNALING_DN,0.02010003821177094,0.061512738255068915,0.04335785171054594,0.005265462273124714
HALLMARK_KRAS_SIGNALING_UP,-0.014188125969447228,-0.02548721191861194,0.03260170200269806,-0.020840377803470114
HALLMARK_MITOTIC_SPINDLE,0.019340194543868927,0.020439030530897764,0.02852121247353123,0.04368490118770437
HALLMARK_MTORC1_SIGNALING,-0.07917093907179944,0.16432885546273404,0.01649682144305171,0.055355936680110185
HALLMARK_MYC_TARGETS_V1,-0.0008415147528457489,-0.03647338306884918,0.022558376610218384,0.13816093261502882
HALLMARK_MYC_TARGETS_V2,-0.002163493305171207,0.0009877723033770765,0.0460248807644143,0.11196144440608195
HALLMARK_MYOGENESIS,0.033808600005178144,-0.04277102093035729,0.07784507116708089,-0.017059708211677235
HALLMARK_NOTCH_SIGNALING,0.022588731041331203,-0.016791047639099766,0.011986505511960807,0.10983621650398309
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.01740065756541785,0.0025288926351558602,0.04488184071565108,0.10657360963595526
HALLMARK_P53_PATHWAY,-0.01505527687096388,0.08047352792876235,0.061641628819366676,0.11948845161613814
HALLMARK_PANCREAS_BETA_CELLS,-0.014995119388443183,-0.08557537425504524,0.04579158502543165,-0.02291719086609599
HALLMARK_PEROXISOME,0.015928718897838205,-0.03313252974687668,0.05686733574898498,0.05762803445595316
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.02269275795591266,-0.04150934329965432,0.049629899977680955,0.08661804228557005
HALLMARK_PROTEIN_SECRETION,-0.0335315584090526,-0.015014718705146006,0.013914807819658875,0.07874250941489674
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.008039074984813585,0.07232461191438047,0.06052592518945695,-0.012829969702524336
HALLMARK_SPERMATOGENESIS,0.002848628299770858,-0.05868828829601028,0.01097074416224305,0.027358055317535303
HALLMARK_TGF_BETA_SIGNALING,0.014125774952936293,-0.056163851516293814,0.043776152712131464,0.06618709707483647
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.004895765731681686,0.11246018902562809,-0.0010621497486822027,0.07348379063727005
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.04153891948406533,-0.06538716945072656,0.047283318958367064,0.09787360663108526
HALLMARK_UV_RESPONSE_DN,0.01799139199056386,-0.022596529778216183,0.07613557463205538,0.008851730323497481
HALLMARK_UV_RESPONSE_UP,-0.04987275777334539,0.043558539303355855,0.05555878821712403,0.03155085224010792
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.014978291064821823,0.05760588314046146,0.024905867060296478,0.07001793986922823
HALLMARK_XENOBIOTIC_METABOLISM,-0.04293472205918173,-0.03048806606505714,0.05595048539686056,0.13327202074613922
