,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.12437442965246356,0.014019679713356947,0.01725367576689802,0.06025310139786724,-0.03383383919740565,0.0032140447357966832,0.03280576506336861,0.07527367087933354,0.030622188007029493,-0.037995686599000496,0.03941938749562516,0.06624999218659158,0.0643340760456225,0.08941014130467814,0.05411773869574571
HALLMARK_ALLOGRAFT_REJECTION,0.04117393645148693,0.02925381560878689,0.0594479252945924,-0.02119682612776664,-0.07362801803332883,0.060776955315940795,-0.04414055727411883,-0.043540020105795794,0.006314620652064633,-0.02008539116886895,0.08478745704799338,0.00328057652765784,0.10922240943550285,0.06226149030675284,0.04914604416051769
HALLMARK_ANDROGEN_RESPONSE,0.09892482366394581,0.028493242164744505,0.08326570121366739,0.032179877498608775,-0.08426832168724871,0.0464152265951167,0.04692646248636128,-0.02022301143422253,-0.012788243491643349,-0.015100703503635805,-0.007695810721153644,0.0619728726980052,0.09844667587317414,0.07994651274375972,-0.03323827366885713
HALLMARK_ANGIOGENESIS,0.01349196616965932,-0.046893022731226204,0.042841261057566644,-0.04388066597030221,-0.1132868839224038,-0.0644675001320432,0.013113805838349505,-0.0939585496779024,-0.00992321546951144,-0.020287069379110116,0.03433723023728112,-0.039313341835962586,0.08693967838355077,-0.024006503401689073,0.092252086827797
HALLMARK_APICAL_JUNCTION,0.10082344847730737,0.04113705167388045,-0.011514688742476601,0.01810022946653378,-0.04036560011552954,-0.0374222320890754,-0.005489501591190832,0.07209639056921044,-0.019560426297388415,0.009386538226086715,0.053534513914785475,0.057711235046764814,0.14343478833768195,0.09617973935556064,-0.006099730076510535
HALLMARK_APICAL_SURFACE,0.09591927127046682,-0.009391499751383968,0.046436241524987966,0.06887699156382167,0.08370032551091729,0.03629053678133538,0.09933390745128164,0.00991849245838137,-0.01587115859283089,0.012474781748505564,0.005026921259614024,0.04247899964712451,0.13452720110454758,0.08747859754692444,0.07001393203188273
HALLMARK_APOPTOSIS,0.04099035303486927,-0.00841378077796798,0.016164007966174006,0.03945519967296362,0.014775573964893221,-0.029288012742152356,-0.04082805403360496,0.009623659147244274,0.028320807230488933,-0.06056919410355484,-0.03960195341628606,-0.00011303346354106316,0.00011653639656836954,0.010382396525234726,-0.0534235646457308
HALLMARK_BILE_ACID_METABOLISM,0.07028159210229282,-7.330889047879352e-05,-0.022470139257378466,-0.03358601701483041,-0.11167554692403207,-0.05960196743994717,-0.03677592745084013,0.000777544794306098,-0.038098799472631006,0.007294218651036689,-0.03435385599809289,0.07322420387248166,0.0018352539116511966,0.04297560664502336,0.032572283705322745
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0019899946647405856,0.041456799965561814,-0.020644635157811946,-0.024399068997620257,-0.07949701130943843,-0.07169225309204999,0.002088122248813083,-0.08296805078701965,-0.03787895980039501,-0.04631703074318776,0.0020034231299537637,0.03734620002984648,0.0017937965218126875,0.03833129724687573,0.06700716696587611
HALLMARK_COAGULATION,0.10684480156673173,0.056772263946675075,0.015554070656096005,-0.0319277197569742,-0.09013280957592507,0.025898715749529816,-0.017794364719155974,-0.05158748597479143,-0.018492210611541025,-0.040184854285564744,0.04931246141896133,0.0157222771381035,0.1260196269603195,0.05258583229766703,0.10861617935964349
HALLMARK_COMPLEMENT,0.04928038409292387,-0.007671237933785574,0.06712067563938112,0.04549614143895809,-0.022360966427496673,-0.07082127293758862,0.06476489042580309,-0.06798092275257793,-0.015994867678396946,-0.07434301259637668,0.012638605820581463,0.04299042266387526,0.012207602952390335,0.07548394545673622,0.10454388238414151
HALLMARK_DNA_REPAIR,0.06777237874928198,0.055568790978745806,0.06521134064815254,0.051780723422481655,-0.04051935215384765,0.005298618331925025,0.02716526968450597,0.023952727738038304,-0.03147027354569269,0.002595970298351116,0.025368632004475297,0.08852425730740283,0.044263190253794014,0.09539988893774252,0.07634154128762143
HALLMARK_E2F_TARGETS,0.09007200917561967,0.0053989344355996885,0.05290388611278468,-0.019706512369292516,-0.10200043933459482,0.027747296480637403,0.020070574261486358,0.10649578968311299,-0.06639656578699765,0.07692727598014916,0.01070774567918064,0.055923155792007295,0.030084716574053177,0.03794427941183422,0.009434232708152404
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.09283456748969407,0.0033423408391342886,0.04290545828454201,-0.024942638088799225,-0.03979317981827743,-0.06554798879404168,-0.04065510871994105,-0.04979925911668423,-0.021047502109622522,-0.02810497396367916,0.023053882145704266,-0.0004368811071540965,0.15487016026589936,0.010936547246604388,0.06283093575146063
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.07463678534475394,0.010779468100270681,0.010046972700718625,0.062886279700908,-0.009051588870694603,0.007628458507551066,-0.03462214393062168,0.032580770075834965,0.06990982704304108,0.005344772423820531,0.02964451804100715,0.032923780360543525,0.06568961127897593,0.05816130711012387,-0.020228716150120184
HALLMARK_ESTROGEN_RESPONSE_LATE,0.06925089689031806,-0.010672485127560362,0.00034553352021952466,0.03024980292259125,0.13972953730558982,0.024952245908873127,0.004411233120093575,0.006319555029230982,-0.024299174449377257,-0.01287538459456319,0.005301165766432629,0.0761814726509485,-0.008770331947505941,0.07383324941014933,-0.0031804657589926334
HALLMARK_FATTY_ACID_METABOLISM,-0.0015987653173878485,0.006961369974988125,0.03761955202146565,0.04029158078926751,-0.061710777170463006,-0.06915897897750725,-0.04392954161207098,0.0010414242495019484,0.059585612094774955,-0.013678938426832024,0.020783757458835667,0.004524532673777343,0.01727144670484267,0.034862481201098625,0.08141589093783806
HALLMARK_G2M_CHECKPOINT,0.08120363278264754,0.05225663984309603,0.04532629998513412,-0.015210834498194757,-0.09301869973201658,-0.01057246994301081,-0.045572566460338734,-0.017747337969644242,-0.02021923772662042,0.016671938681726502,0.03995015152459527,0.012122576313438565,0.04862947727425064,-0.009186665022305418,0.09668019705508213
HALLMARK_GLYCOLYSIS,0.002051177383080647,0.02126807097031438,-0.019911556012049532,0.09170174385076309,-0.03021423853613082,0.042341179091454434,0.05455079876718028,0.07865787468303927,0.016973196801733266,0.010373331455807983,-0.0037549060474808883,0.01794206472778217,0.022321234203844405,0.09059299682492482,0.06521526610757851
HALLMARK_HEDGEHOG_SIGNALING,0.05445571208531335,0.01567275327332627,-0.029727845529829697,0.11365831867388285,0.11271254125178568,0.09598112944802449,0.05180159971123546,0.08356055912393845,0.048528715642644916,0.03616599551961695,0.02255130941819611,0.034235671275873,-0.002935717352460622,0.08557692014900244,-0.02005078784416209
HALLMARK_HEME_METABOLISM,0.11266866214213414,0.01831109411604588,0.05479914359197431,0.08729862042488795,-0.05183704091344138,0.024131871925554046,0.031377877909646974,-0.0018409877488931082,0.007915496159261553,0.049037283538732344,0.0572225260312259,0.08407045809878547,0.06470654001881102,0.11654737329573905,0.004021370499238355
HALLMARK_HYPOXIA,-0.07348653985381753,0.03634862121075589,0.019973006105526322,0.0018485997781887914,0.14226801802451258,-0.07231666542713154,0.04464130524311617,0.05598617857323569,0.0194631425172593,0.025165964039222406,0.058870788512114434,-0.034801744740702904,0.0035231721144104423,-0.06634041744308096,0.006105215133340973
HALLMARK_IL2_STAT5_SIGNALING,0.06503848042051584,-0.012517270195669073,0.04558705605793131,0.05090415563729041,-0.05627899913305845,0.019944217928417846,0.0825290179470323,-0.02431308382209259,-0.026693041816234934,-0.06298227131289344,0.06642583224731262,0.0346644598033927,0.10186347580980386,0.05594014583077596,0.08568174754726156
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.03784072816530411,0.042556291968636334,-0.013164858416821468,-0.08852392029248793,-0.11776087025542245,-0.043170998172064205,-0.020108954636789765,-0.05610002549536462,-0.08392177025778781,-0.02942846346247248,-0.05913881198047597,-0.014620733467129622,0.02666531541040868,0.06495427104069186,-0.033639203139075605
HALLMARK_INFLAMMATORY_RESPONSE,0.021570319934707448,-0.01660449417292614,-0.02480453790246693,0.018356176548761063,-0.03298633385686723,-0.06474887770514755,0.03433449602081131,-0.018191698805321968,-0.049593466999205534,-0.046494627847033745,0.07110438009136465,0.005777617413151943,0.0037640806804943383,-0.035103990565172986,-0.017826846620184827
