,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.11578594442156939,0.10717269270429743,0.09767960466084927,0.030539104018433808
HALLMARK_ALLOGRAFT_REJECTION,0.00961774118117503,0.04530045055720467,0.06306249549047456,-0.022206835728276118
HALLMARK_ANDROGEN_RESPONSE,0.07647169728654277,0.1015814500171807,0.08804380632288511,0.05345655502438698
HALLMARK_ANGIOGENESIS,-0.09193389581625866,-0.00788844645900868,0.08893552751698695,-0.06030487044782085
HALLMARK_APICAL_JUNCTION,0.06057543469375773,0.09670488081561035,0.08419954515725026,0.07133963844873636
HALLMARK_APICAL_SURFACE,0.08349188778939735,0.13681661131288822,0.0912047513173955,-0.01644501245577062
HALLMARK_APOPTOSIS,-0.09584651804743916,-0.0018766526407139315,-0.01941395160620706,0.026179434487525972
HALLMARK_BILE_ACID_METABOLISM,0.10797318877611953,0.09326198781133843,0.07867664595587291,0.0261890125468959
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09012943274528541,0.0988231498633556,0.04296927255344501,0.027662441642322764
HALLMARK_COAGULATION,0.02406025514836931,0.10331592593978435,0.055221064517587605,-0.004284971175732708
HALLMARK_COMPLEMENT,0.019264278675422422,0.08650339518429385,0.08946730482091518,0.02648626745091846
HALLMARK_DNA_REPAIR,0.06821335384550496,0.10558031399151747,0.11784843289302989,0.0986744533610196
HALLMARK_E2F_TARGETS,-0.032283400781300944,0.09264831900282113,0.09088718054893571,0.022415487139596967
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.12909437487472547,0.05557838340609361,0.06299504435888871,0.011274112423436053
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0596701751192021,0.1060910792000939,0.05145345991477652,0.05531819490060817
HALLMARK_ESTROGEN_RESPONSE_LATE,0.036989655649503406,0.07077073670153018,0.03396952632997566,-0.03318010767112772
HALLMARK_FATTY_ACID_METABOLISM,-0.06677929571873836,0.0681116430123187,0.06448669157690455,0.01243542386963923
HALLMARK_G2M_CHECKPOINT,-0.0472948354692817,0.06479068789180131,0.050201044483314625,0.0459004911984259
HALLMARK_GLYCOLYSIS,0.005747940230494552,0.1129493195627428,0.08724604266553618,0.05620653264608076
HALLMARK_HEDGEHOG_SIGNALING,-0.011911420458168662,0.06045563637892879,0.04836680515381177,0.06280906606496671
HALLMARK_HEME_METABOLISM,0.08863106285265722,0.1062351058110059,0.08341366981313662,0.05060162221372706
HALLMARK_HYPOXIA,-0.05970292723682491,0.019460662902255132,0.055400757036508624,-0.003479974046001075
HALLMARK_IL2_STAT5_SIGNALING,0.05294524316020207,0.11590127142456556,0.12713363346215578,-0.007389197219080496
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.012801431352173317,0.06748594857545212,-0.003228794748039042,0.016804313596179402
HALLMARK_INFLAMMATORY_RESPONSE,-0.0383231054641362,0.04413129842944705,0.06807923470983598,0.0025308054130128528
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.046491978986107414,0.06025921910769534,0.06369056930402597,-0.00880881590064705
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.05575441636374665,0.10388122323186817,0.05206467827304071,0.02265431013185168
HALLMARK_KRAS_SIGNALING_DN,0.1048576498793925,0.09196957398685429,0.04435307494967126,0.04942834562815368
HALLMARK_KRAS_SIGNALING_UP,0.0445490089472064,0.08012729042135239,0.06161500151471123,0.019268937017921813
HALLMARK_MITOTIC_SPINDLE,0.0857693567729743,0.10420246453765997,0.06744109569222886,0.06331677062080866
HALLMARK_MTORC1_SIGNALING,-0.06683199696391635,0.013387495312390483,0.03185218139783217,0.03161175645844688
HALLMARK_MYC_TARGETS_V1,0.09216379766474772,0.09460895889695406,0.12654636563895483,0.07536145189805858
HALLMARK_MYC_TARGETS_V2,-0.014424397805679135,0.09192684888390802,0.08635891343989305,0.02187520508788729
HALLMARK_MYOGENESIS,0.08227883225270377,0.08266997072759043,0.033556864687866755,0.07564849132890715
HALLMARK_NOTCH_SIGNALING,0.09496510091751051,0.08251355009993452,0.05300974055437075,0.04236542398045805
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.1031586812942299,0.09384882522340215,0.16345816351737813,0.07436046737154253
HALLMARK_P53_PATHWAY,0.10212520609232553,0.11921403586642434,0.11322033834372368,0.05766273570780123
HALLMARK_PANCREAS_BETA_CELLS,0.10205293064446418,0.0764750176448539,0.0701216152683835,0.05407212625339809
HALLMARK_PEROXISOME,0.08886893011890933,0.06516788182915455,0.010877619023475749,0.005047828611223379
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.053489561172038104,0.10017987661573785,0.10070576072587757,0.05366065829490994
HALLMARK_PROTEIN_SECRETION,0.04975515322993326,0.11712446135931551,0.09506594023739542,0.07044438828264832
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.07862321407810831,0.10127714927698861,0.03970365217239612,0.01648910701785235
HALLMARK_SPERMATOGENESIS,0.06474565634833358,0.05516676238063963,0.08652421844231978,0.0029113345148527644
HALLMARK_TGF_BETA_SIGNALING,0.10388870167799837,0.05182692139177691,0.040264052095040706,0.0341154435323867
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.014097999668303312,0.079118101015419,0.04796478710838145,-0.027203787218712635
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.05199317525685668,0.09128874320350212,0.10005052004531269,0.08906453717926266
HALLMARK_UV_RESPONSE_DN,0.03282968888447738,0.10455166493243706,0.06275554096228553,0.0520689666343027
HALLMARK_UV_RESPONSE_UP,0.0659515935197523,0.09173252400575044,0.07349263207272036,0.0676722359962841
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.13939455396044945,0.05418817173880688,0.08460047480845441,-0.03730475291848561
HALLMARK_XENOBIOTIC_METABOLISM,0.0514408814126778,0.12751673242489747,0.06151333337900592,0.0015140391948005312
