,UKF266,UKF269,UKF296,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.03152803908325468,0.028617051301831932,0.007311912792345814,0.06301352703950619,0.05616418645886525,-0.03252931996024396,0.06968549840567233
HALLMARK_ALLOGRAFT_REJECTION,-0.047768072085074734,-0.09582266880506692,0.02939058534523592,0.06826685248737004,0.0785042026648576,0.061964202876313504,0.08212846653180236
HALLMARK_ANDROGEN_RESPONSE,-0.05856488821275774,-0.04944245557821923,0.026775221377217683,0.060009731280605036,0.10189589942146805,-0.00928587894780377,0.08707992427827128
HALLMARK_ANGIOGENESIS,-0.10424364871666399,-0.07685105541513952,-0.018829948614849153,0.08240838827196442,-0.005195540084546441,0.0010156083274701138,-0.03551390586554106
HALLMARK_APICAL_JUNCTION,-0.09317527465081284,-0.033315488381525475,0.042511724819451015,0.03591997742195951,0.061567824442979334,-0.03417829663264001,0.07436074293619693
HALLMARK_APICAL_SURFACE,0.034282175310011036,0.1000214403834036,0.03216398658849688,0.03180420450482763,-4.037307531007343e-05,-0.042052862011592695,0.051254231323636074
HALLMARK_APOPTOSIS,0.042432430185492385,0.02081346660535827,0.008111598672567081,0.02083463245286596,0.030121567005032587,-0.004380233745992432,0.024263681407812574
HALLMARK_BILE_ACID_METABOLISM,-0.10626683737372325,-0.06565051579665156,-0.02106264539730635,0.05888350507605819,0.05081516807214059,0.0037835765145218946,0.033107690725939394
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.07075941718251404,-0.07173823321315466,0.03854417714623506,0.07668950807703886,0.025172940205132794,-0.03186799654168406,0.04805654430714085
HALLMARK_COAGULATION,-0.05049766462789604,-0.061402749781359275,-0.013791070151848469,0.05894199876255111,0.02855083552351745,-0.03575860118591898,0.05125223449419049
HALLMARK_COMPLEMENT,0.006694791340409276,-0.06201211293674137,0.0330722988204817,0.08815721063468374,0.07068244442725129,-0.024878184885217248,0.05363784306706705
HALLMARK_DNA_REPAIR,-0.03881462980770089,-0.03455687657589406,0.042351176053265806,0.02787807684032549,0.050324883309820635,-0.012067229447884813,0.07054026264445729
HALLMARK_E2F_TARGETS,-0.09103760212558559,-0.02407511501921259,-0.028311400387777325,0.06265193470458838,0.09160399513390788,0.009058678698513721,0.04168640877203587
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.06939258653106142,-0.07768918999097908,-0.015730748140725028,0.020055293843997152,0.037782484915816573,-0.011287725777379042,0.02197422017274104
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.04631290357772386,-0.013125406183113222,-0.009167791414953688,0.10095811198008832,0.011215889481091649,0.013861340254916475,0.08258797264490073
HALLMARK_ESTROGEN_RESPONSE_LATE,0.024738276352540285,0.02342398768695394,0.029531523513264907,0.054945255979786924,0.03907224361667125,-0.05628616748317886,-0.0016780588020841312
