,UKF248,UKF251,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.002967939493166076,-0.03504101314057466,0.12288021099600326,0.002041077995532734,0.05600814156301084,-0.02435976512470782,0.16594112943409242,0.16176974952215903,-0.002954185277143842,0.05139363894084514,0.10507024212549215
HALLMARK_ALLOGRAFT_REJECTION,-0.020631227893833665,0.0034606879364046136,-0.30605769987107584,-0.18737076356139826,0.04006250553719826,-0.049928370837568625,-0.29798890275941525,-0.16525062372830096,0.0130636928561426,0.07049599948372247,-0.006814150399037033
HALLMARK_ANDROGEN_RESPONSE,0.004397195532517063,0.02806140014203854,-0.023083519356370413,-0.15783416856232302,-0.0631530941944994,-0.022587805573719,-0.031969414794025465,-0.1273696825943059,0.009389075238964751,-0.03495126906006177,-0.0837871384008144
HALLMARK_ANGIOGENESIS,0.01749090225126037,0.0208043663489801,-0.18216363532140561,-0.19992873481035012,-0.1596458818998287,-0.11475705609723746,-0.2614940332451712,-0.41822144874748113,-0.08383041418764056,-0.250730511955575,-0.20204186062396864
HALLMARK_APICAL_JUNCTION,-0.01219263583283316,-0.04601265217365483,-0.0944253519584703,-0.11413481037194255,-0.12442695804788548,0.042141481255251315,0.09632573653487761,-0.28223744207925133,0.08436331215190218,-0.021656458974296473,0.15408780602311772
HALLMARK_APICAL_SURFACE,0.02115874053168441,0.0015294498697360534,0.21815624087198426,0.14317150206080445,0.12603422659447075,0.12649627353717494,0.11359326724841162,-0.12523095994453878,0.1281407172467717,0.12905528673181466,0.09109269611183766
HALLMARK_APOPTOSIS,-0.06672007839514556,-0.04230568661556994,-0.004608176178819718,-0.044422680828534046,-0.08572467964327767,0.005915799858033315,-0.08886235027737283,0.27525229403260576,0.010726352478293988,0.0687332524940949,0.10233260063338885
HALLMARK_BILE_ACID_METABOLISM,0.023606232827735173,-0.049873164445786634,-0.04606139945554971,-0.1477717201398847,-0.10012881050330891,-0.06948322150465318,-0.002515830263485909,-0.14275596522168343,0.015158167282578601,-0.053781706366642666,0.058472887465930386
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06211722866905551,-0.004322568489125659,-0.08941046639141494,-0.14969088094585262,-0.16075390326168548,-0.07905226577869988,-0.1966465255886353,-0.3577037634240266,-0.03796221275369474,-0.08697785758347562,0.008300061439862533
HALLMARK_COAGULATION,-0.09060237820144029,0.00377325294366461,-0.31041388321506697,-0.1864874385628291,-0.08294125976396342,-0.0928770227597463,-0.26789958598555896,-0.23302815902671187,-0.0866122983004953,0.04273393473575895,-0.10786599706508673
HALLMARK_COMPLEMENT,0.0183654383029846,0.02178389318552226,-0.06539289564511853,-0.1461047612295949,-0.07654181879977318,-0.026498880245958475,-0.19495854682221989,0.041336807249156206,0.07707085088038661,0.04016229292732785,0.09016550435903543
HALLMARK_DNA_REPAIR,0.01896784716308922,-0.019332493747605952,-0.054388593728808374,-0.09402169561777898,0.01548172091625252,-0.01054376842449019,0.20083144497387279,-0.21800563708653456,0.042238033382311246,-0.133073096749405,0.17498543494866478
HALLMARK_E2F_TARGETS,0.024607685055132115,-0.028353622689389405,-0.22415687137074364,-0.11167490046805945,-0.12240000456896143,0.08367770946297505,0.23055614330832966,-0.22900797733840203,0.08675281085355127,-0.124187162958812,0.07699394205055851
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.0941272673197484,0.003395241607117091,-0.2897548476311595,-0.15624483872877537,-0.15878116983373425,-0.09355701426834392,-0.2369488003482765,-0.3816609758910785,-0.03962434764348813,-0.13271699583074806,0.008650103639865698
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.009580694682154053,-0.023897805955634965,0.14552997652675378,-0.008281114549828633,0.021675353152742254,0.0013640483403275503,0.20548570316051104,0.38245917469443597,0.024310017906734756,-0.08996791080812518,0.1541059706264193
HALLMARK_ESTROGEN_RESPONSE_LATE,0.002648522777148548,0.026096337577362284,0.007664735201656322,0.1066896330467194,-0.010661619237616696,0.029969389939170265,-0.014919995974239214,-0.2779104980314309,0.04383333766517637,0.10013853501107528,0.07617606999440843
