,UKF243,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,ZH8811Bbulk,ZH916T1
HALLMARK_ADIPOGENESIS,-0.007604826605652419,0.03988343786038691,-0.011213352001482914,0.04971094175187802,0.08975392861239419,0.07046727269765435,0.03986855275848141,0.03801844743171034,0.10812683650067907
HALLMARK_ALLOGRAFT_REJECTION,-0.1084219180965403,-0.03628722865142129,-0.010235850305413786,0.03746192689877284,0.11102235938920252,-0.02553418859829765,-0.025215355799579252,0.12009172790142524,0.02985283993872319
HALLMARK_ANDROGEN_RESPONSE,0.009297093558493405,0.018009941152963383,0.06366996768925487,0.023250740350813096,0.12102095584962988,-0.0026889866539825903,0.02616772099307734,0.05583821924429566,0.09841216565098543
HALLMARK_ANGIOGENESIS,0.017893044848661995,-0.000724565537804242,-0.020992525167109338,0.002284830468017428,0.11693310211496072,0.060363176299741916,0.03221102486265771,-0.0077730020832506375,-0.02368662890655352
HALLMARK_APICAL_JUNCTION,0.013285094294950454,0.057834090662230005,-0.0156642878218569,0.09284715919377183,0.10884359854007888,0.09225096506044404,-0.0030318485103114972,0.018790205951270143,0.08751016889090826
HALLMARK_APICAL_SURFACE,-0.06616366766337105,0.017107048008791613,-0.027816276290181203,0.01166693611678899,-0.03182638306155635,-0.04529088932519016,0.018904167646244318,0.04973780253078452,0.09306860314081557
HALLMARK_APOPTOSIS,0.06818151667318695,-0.003114878408698943,0.048576824118945525,0.0148728347724692,0.006359056766317847,0.024856059933459934,-0.023804748533552664,-0.014079667039205452,0.015404194405331594
HALLMARK_BILE_ACID_METABOLISM,0.01316799042933538,0.049081439653432465,-0.017362662773707398,0.013707125934458858,0.07802562046501056,0.06430742279556181,0.011303847740556369,0.022553726714310274,0.06860367798520667
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.00043486286255607924,0.002940874846956245,0.003171710492783484,0.019399550775674537,0.07794340466931114,0.06313439090919018,0.023557319685247755,0.023862423824701193,0.07975543405449559
HALLMARK_COAGULATION,0.025658841067670746,-0.059456201075066425,-0.03476807890401952,0.0830002843778426,0.07420850279744014,0.018163055075637594,0.03478686735819863,0.06298754054409224,0.06418358988845302
HALLMARK_COMPLEMENT,-0.02864597418957464,0.022936817276095416,0.001954331526936423,0.08825673630825684,0.07949226491446254,0.09076038330798562,0.04052282620626598,0.04219650332586559,0.0880001096155985
HALLMARK_DNA_REPAIR,-0.0357574967615944,0.02543441147000536,0.07152445095101369,0.05573227287019057,0.14278188096334407,0.03703669446584025,0.07009562860019557,0.02213750892019708,0.08414868440695639
HALLMARK_E2F_TARGETS,0.0062816423540441165,-0.015631404799019696,0.01584959292418111,0.009167993402573536,0.14258664214150174,0.030487134437376242,0.020956539178764524,0.08846595757983752,0.036395882996057984
