,UKF248,UKF251,UKF266,UKF269,UKF296,UKF304,UKF313,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.025325884067193608,0.04044072013695926,-0.0242945327010976,0.017981334965505393,-0.02093337137397267,-0.012562007485055371,0.015178044642636097,0.1402794491930115,0.09277122078215674,0.09710430967123364,0.08782399560882223,0.0448919430386387,0.13125219270397842,0.08251581307049498
HALLMARK_ALLOGRAFT_REJECTION,0.09862065907424328,-0.040368225064322784,0.1124282727184964,0.02722261984203037,0.016917122197524937,0.12760378599499853,0.027140675457825832,0.09516700918806227,0.07871652546681107,0.06048270508784364,0.05932644105231431,-0.015960906480493288,0.20018528453008602,-0.040745927922028545
HALLMARK_ANDROGEN_RESPONSE,0.01130751499686038,0.0011941133717040516,-0.03179274544064612,0.0264817926530498,0.03392285655378806,0.0362734695518019,0.11097271932282833,0.08948130961662772,0.07899493285083678,0.11329544147747717,0.08547906420128758,0.06927995533395129,0.2102351785331124,0.14387943812345028
HALLMARK_ANGIOGENESIS,-0.005042892173947557,0.049360906504204084,-0.023433829530929262,0.022426443867024158,-0.022709343211663336,0.049699891052843816,0.07834032580820217,0.16007212777630198,0.01725986671875443,0.03576028769307302,0.07939927679653738,0.0448401810605149,0.12021566603718314,0.07148467085759097
HALLMARK_APICAL_JUNCTION,0.039501445778364806,-0.02356612290942722,-0.022804339168519146,-0.011095102060600406,-0.018816686052158124,-0.00689654865680712,0.045470240288558186,0.11980258583640602,0.09102703639955309,0.09182061586498343,0.07770588220959336,0.0197323286997667,0.2483605569248444,0.1239743989476589
HALLMARK_APICAL_SURFACE,-0.0239478794374511,-0.0026767349608942713,-0.0555651837622656,-0.028294967716531644,0.020835230409976268,-0.10530781411812377,0.07496970645869319,-0.05098494137020984,0.0765070649989195,0.040867276293302945,0.055956419153456366,0.03227179459873205,0.21634512762741115,0.19286354907458247
HALLMARK_APOPTOSIS,0.08215880962401981,-0.03259698411728439,0.03836768365193133,0.06793966349740764,-0.00986591837423252,0.08106670685335189,-0.006110549575822366,0.04199374030198923,0.034913683705273,0.055297847882257715,0.009059131795406218,0.09546036441943206,0.08565887515296206,0.09401750255720306
HALLMARK_BILE_ACID_METABOLISM,-0.0038842364884997048,0.044618660432778484,0.0262563649069973,0.0012808737365018572,-0.04894543259281255,0.03607229422296308,-0.03949298619338535,0.050988040211567574,0.06392740602104334,0.05817684810941601,0.08283310274442032,0.007779937139769124,0.035473684925412564,0.06333191255630757
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.07758865664613476,-0.05935403790387752,0.028844458582840047,0.09115314139105375,0.003050120817227483,0.028134703327768094,0.013271710065407569,0.012923426182192018,0.06907747484056416,0.0728116156745629,0.05352386178980645,-0.018990013633395336,0.03898866506885944,0.06059109504963243
HALLMARK_COAGULATION,0.08836873264640217,0.015731091164347216,0.1406315368124987,0.07562816389820642,0.04914399188041447,0.0946838125082042,0.09090321095778642,0.16349625655704403,0.09345268534852712,0.13148158221270298,0.07546468100387511,0.09452478242780031,0.2571343831162058,0.10214199576795471
HALLMARK_COMPLEMENT,-0.047465715109377644,0.003015332763221491,0.05817686953815907,0.010971841248714776,0.05609385244046054,0.10393277906316369,0.009052542622313637,0.08832769204907726,0.03727222215732362,0.07934341235674638,0.09625352064704278,0.0019355256191742325,0.06743856900163119,0.09853328342867321
