,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,ZH1007inf,ZH1019T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.10198096750307674,0.05686398919543225,0.06786784911430607,-0.004087931424227046,-0.020793724361741726,0.11883037986740412,0.050266771190017115,-0.011997320833437592,-0.023430800212432424,0.00914635717642034,-0.010391534659587972,0.12685809225060124,0.07224918733289881
HALLMARK_ALLOGRAFT_REJECTION,-0.0010207330107519822,-0.02165260347712013,0.031304214864630975,-0.006545350886230411,0.00898760933702193,0.05495236520862327,0.09423880563219623,-0.0462141616230329,-0.008670109856908886,-0.00946067885338809,-0.07724470802243112,0.09054564176723853,-0.035794817343049255
HALLMARK_ANDROGEN_RESPONSE,0.0953606614318256,0.07647647912177873,0.05669654630229667,0.061804661692391336,0.06059553137634255,0.075402598541461,0.02258598727962896,0.014384836973509132,-0.0012214488604129897,-0.009900810486399157,-0.024568781843384655,0.16612027916913294,0.0943243801930236
HALLMARK_ANGIOGENESIS,0.08279633661507431,-0.0069443636022343495,0.08052265537715698,0.08265920187783364,-0.0753804203595731,0.05822897715030361,0.09755086507820247,0.05967821622808404,-0.03383517168553302,0.010249804529552846,0.1375376184786858,0.037774288037166634,0.0921969635101414
HALLMARK_APICAL_JUNCTION,0.11479824518275293,0.05835948679436012,0.05053166851456666,-0.036127973144215675,0.01284203055643656,0.06312319808518384,0.07967868871654842,0.03347375725702525,-0.03553655241946983,0.01844057643830743,-0.03849025885165135,0.1521884055593999,0.09579180979323038
HALLMARK_APICAL_SURFACE,0.01995965589907734,0.0774574381526265,-0.0027395198515340036,-0.013986920915928798,-0.020927787273590934,0.06080791758251795,-0.016678746215992545,-0.04747658262222937,0.04237758370205475,-0.04906017186690924,-0.11699526151110082,0.13839610118754941,0.05965040740783018
HALLMARK_APOPTOSIS,-0.06553609129940573,0.044859889632411956,-0.017241260356122702,0.06785441526754299,-0.0038865266431128156,-0.02147867371155099,0.05234956875611858,0.06582242676507102,-0.05914812163853102,0.05090787683624519,0.07563443869651144,0.0663667788758473,0.032465748396590874
HALLMARK_BILE_ACID_METABOLISM,0.10398406649679769,0.02687970739848055,0.022779156763392466,-0.07171223026182189,0.019219285734884708,0.058176180976306634,0.05005797029955049,0.022692040268444843,0.004166327308108772,0.05633317717418753,-0.17676821147269714,0.04496045399260258,0.06642951067899823
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08450351321212488,0.0963865047770607,0.07819639960418108,0.017719791633396195,-0.011317930678708005,0.08449003288786112,0.02846292056067223,0.06460060127840332,-0.05423509060598012,0.022673380023462673,-0.07673323418119417,0.12662032381965752,0.11009664309646788
HALLMARK_COAGULATION,0.0429878212600366,0.024088952435573126,0.04884899943603776,-0.059376885523514895,0.010833023486785009,0.07842262596523279,0.0885900160362111,0.02221930598023252,-0.013923677973540204,0.03796591863551703,-0.03405010297057244,0.15516795308225512,0.08238339937358653
HALLMARK_COMPLEMENT,0.03608873928875392,0.03666165762637821,0.038604652285007875,-0.010277165308076644,-0.0017573489452493475,0.04286892097184566,0.0998221055880097,0.053547388134506116,-0.014943996368473484,0.02231536051392914,-0.043577874558179956,0.11313436396682326,0.05816981571707908
HALLMARK_DNA_REPAIR,0.14114389251759007,0.09514118794564543,0.08865428010138336,0.12041839791838527,0.04698526940851046,0.05715463640036517,0.06519662198833351,0.02408977769750151,0.0049417452681104505,0.004658401974942865,-0.1442490715150368,0.11831686687110995,0.10813064698711874
HALLMARK_E2F_TARGETS,0.08009493945941557,0.0817100691715419,0.07277594226935061,-0.01169305991316077,-0.0006064266777598642,0.07032796049857915,0.050140170733821564,0.004206898965440005,-0.015546426819841419,-0.008903069003095848,-0.16400131838868948,0.020812235249062633,0.10960380324204325
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.11854540087479873,0.010217829473990199,0.07153878794971151,0.06620272775161135,-0.05456874170544851,0.08856376370818644,0.12571201428913478,0.09752576783649751,-0.047211072697691925,0.010700517260571344,0.10028528035957805,0.11440308887418178,0.10492464977466988
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.040274334118725975,0.06821794249450436,-0.024340915346840103,0.047799801479932943,0.0009937720425596366,0.06806700726190053,0.04604045180635813,0.000388370194707661,-0.02400502856116797,-0.06520603048548997,0.004441379661823072,0.12746455312504848,0.08928952642875551
HALLMARK_ESTROGEN_RESPONSE_LATE,0.05189193354800149,0.08002561437051653,0.041972918670369175,-0.07200865751980141,-0.013832113425896964,0.0070562052686268355,0.028838778970667285,0.014171550828883486,-0.031895104303403005,0.1361630559144106,-0.06321891700768917,0.0802731709362338,0.035627604291181024
HALLMARK_FATTY_ACID_METABOLISM,0.04792657679561891,0.06173942967307968,0.0019501242768080727,0.049429282321758396,-0.016737411452462478,0.0596173860891641,0.05858158792390303,0.13728519783798881,0.01930999358905369,0.05605276406229128,0.052542041905242136,0.09453157049164079,0.10233515129732283
HALLMARK_G2M_CHECKPOINT,0.1553661524023083,0.08219993182884011,0.05789777949985998,-0.00045736252990187423,-0.0178114713954483,0.08103593499601829,0.05808843910117302,0.05293424556750812,-0.037355814880745804,0.07740724875955095,-0.026597225030763467,0.07842795652209857,0.13288907642172193
HALLMARK_GLYCOLYSIS,0.08300245729833114,0.07215807302836003,0.034420481528272484,0.06970818181585418,0.027182607500331756,0.023647652485726464,0.08697278114889927,0.001350898488077729,-0.01751808640191508,0.029995002322777763,0.0719751746478898,0.13244369733648978,0.10592371537436282
HALLMARK_HEDGEHOG_SIGNALING,0.09445017717558965,0.12104921693585072,0.03385131428405683,-0.018646494071443434,0.03224490222590075,-0.050520002589234565,-0.03982240498686517,-0.013309037995328553,0.026614552487339627,0.05050602635450206,0.03584491045153307,0.10991781676331908,0.010976780673432485
